"study.id","journal.name","publication.title","doi","url","doi_clean","doi_url"
8713,"ICES Journal of Marine Science","A large-mesh salmon trap: a way of mitigating seal impact on a coastal fishery",NA,"https://academic.oup.com/icesjms/article-pdf/60/6/1194/29156927/60-6-1194.pdf",NA,NA
8714,"Canadian Journal of Fisheries and Aquatic Sciences","Underwater observations of seal-fishery interactions and the effectiveness of an exclusion device in reducing bycatch in a midwater trawl fishery",NA,"https://doi.org/10.1139/cjfas-2015-0273","10.1139/cjfas-2015-0273","https://doi.org/10.1139/cjfas-2015-0273"
8715,"Aquatic Mammals","Short-term reactions of sperm whales (<i>Physeter macrocephalus</i>) to whale-watching vessels in the Azores",NA,"https://www.aquaticmammalsjournal.org/share/AquaticMammalsIssueArchives/2002/AquaticMammals_28-03/28-03_Magalhaes.pdf",NA,NA
8716,"Oryx","Using pingers to reduce bycatch of small cetaceans in Peru's small-scale driftnet fishery",NA,"https://www.cambridge.org/core/services/aop-cambridge-core/content/view/198C9C3B4897766C328196E7BB1CEFD0/S0030605312000658a.pdf/using_pingers_to_reduce_bycatch_of_small_cetaceans_in_perus_smallscale_driftnet_fishery.pdf",NA,NA
8717,"Aquatic Mammals","An approach to the rehabilitation of <i>Kogia</i> spp.",NA,"http://doi.org/10.1578/AM.30.2.2004.257","10.1578/AM.30.2.2004.257","https://doi.org/10.1578/AM.30.2.2004.257"
8718,"Marine Mammal Science","Movements and dive habits of a satellite-monitored longfinned pilot whale (<i>Globicephala melas</i>) in the northwest Atlantic",NA,"https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1748-7692.2005.tb01213.x","10.1111/j.1748-7692.2005.tb01213.x","https://doi.org/10.1111/j.1748-7692.2005.tb01213.x"
8719,"Marine Mammal Science","Behavioral responses of <i>Sotalia fluviatilis</i> (cetacea, delphinidae) to acoustic pingers, Fortaleza, Brazil",NA,"https://doi.org/10.1111/j.1748-7692.2004.tb01145.x","10.1111/j.1748-7692.2004.tb01145.x","https://doi.org/10.1111/j.1748-7692.2004.tb01145.x"
8720,"Marine Mammal Science","Movements and dive behavior of two stranded, rehabilitated long-finned pilot whales (<i>Globicephala melas</i>) in the northwest Atlantic",NA,"https://doi.org/10.1111/j.1748-7692.2003.tb01105.x","10.1111/j.1748-7692.2003.tb01105.x","https://doi.org/10.1111/j.1748-7692.2003.tb01105.x"
8721,"Journal of Cetacean Research and Management","Entrapment of harbour porpoises (<i>Phocoena phocoena</i>) in herring weirs in the Bay of Fundy, Canada",NA,"https://archive.iwc.int/pages/terms.php?ref=253&k=&search=%21collection15+&url=%2Fpages%2Fdownload_progress.php%3Fref%3D253%26ext%3Dpdf%26k%3D%26alternative%3D1290%26search%3D%2521collection15%2B%26offset%3D0%26archive%3D%26sort%3DDESC%26order_by%3Dtitle",NA,NA
8722,"Oryx","Eighteen years of Antillean manatee <i>Trichechus manatus manatus</i> releases in Brazil: lessons learnt",NA,"https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F881E2CC10928B99F206D8F3D8812BB6/S0030605313000896a.pdf/eighteen_years_of_antillean_manatee_trichechus_manatus_manatus_releases_in_brazil_lessons_learnt.pdf",NA,NA
8723,"Aquatic Mammals","Evaluation of the captive care and post-release behavior and survival of seven juvenile female Hawaiian monk seals (<i>Monachus schauinslandi</i>)",NA,"https://www.aquaticmammalsjournal.org/index.php?option=com_content&view=article&id=544:evaluation-of-the-captive-care-and-post-release-behavior-and-survival-of-seven-juvenile-female-hawaiian-monk-seals-monachus-schauinslandi&catid=38&Itemid=157",NA,NA
8724,"Endangered Species Research","An integrated approach for assessing translocation as an effective conservation tool for Hawaiian monk seals",NA,"https://www.int-res.com/articles/esr2017/32/n032p103.pdf",NA,NA
8725,"Aquatic Mammals","The first confirmed successful refloat of a stranded bottlenose dolphin (<i>Tursiops truncatus</i>) in Ireland and subsequent resighting with a neonate",NA,"https://www.aquaticmammalsjournal.org/index.php?option=com_content&view=article&id=687:short-note-the-first-confirmed-successful-refloat-of-a-stranded-bottlenose-dolphin-tursiops-truncatus-in-ireland-and-subsequent-resighting-with-a-neonate&catid=55&Itemid=157",NA,NA
8726,"ICES Journal of Marine Science","Testing a passive deterrent on longlines to reduce sperm whale depredation in the Gulf of Alaska",NA,"https://academic.oup.com/icesjms/article-pdf/72/5/1667/31226170/fsv014.pdf",NA,NA
8727,"Aquatic Mammals","Fish-hook ingestion in seals (<i>Phoca vitulina</i> and <i>Halichoerus grypus</i>): the scale of the problem and a non-invasive method for removing fish-hooks",NA,"https://www.aquaticmammalsjournal.org/index.php?option=com_content&view=article&id=361:fish-hook-ingestion-in-seals-phoca-vitulina-and-halichoerus-grypus-the-scale-of-the-problem-and-a-non-invasive-method-for-removing-fish-hooks&catid=22&Itemid=157",NA,NA
8728,"Aquatic Conservation: Marine and Freshwater Ecosystems","Responses of Australian sea lions, <i>Neophoca cinerea</i>, to anthropogenic activities in the Perth metropolitan area, Western Australia",NA,"https://onlinelibrary.wiley.com/doi/epdf/10.1002/aqc.2668","10.1002/aqc.2668","https://doi.org/10.1002/aqc.2668"
8729,"Journal of Cetacean Research and Management","Effect of pingers on harbour porpoise (<i>Phocoena phocoena</i>) bycatch in the US northeast gillnet fishery",NA,"https://archive.iwc.int/pages/terms.php?ref=268&k=&search=%21collection15+&url=%2Fpages%2Fdownload_progress.php%3Fref%3D268%26ext%3Dpdf%26k%3D%26alternative%3D1460%26search%3D%2521collection15%2B%26offset%3D0%26archive%3D%26sort%3DDESC%26order_by%3Dtitle",NA,NA
8730,"Biological Conservation","The status of humpback whales <i>Megaptera novaeangliae</i> in east Australia thirty years after whaling",NA,"https://doi.org/10.1016/0006-3207(94)90281-X","10.1016/0006-3207(94)90281-X","https://doi.org/10.1016/0006-3207(94)90281-X"
8731,"South African Journal of Zoology","Feeding and growth in a captive-born bottle-nosed-dolphin <i>Tursiops truncatus</i>",NA,"https://www.tandfonline.com/doi/pdf/10.1080/02541858.1992.11448265",NA,NA
8732,"Mammalia","Mediterranean monk seal <i>Monachus monachus</i> conservation: a case study in the Desertas Islands",NA,"https://doi.org/10.1515/mamm.2001.65.3.301","10.1515/mamm.2001.65.3.301","https://doi.org/10.1515/mamm.2001.65.3.301"
8733,"Endangered Species Research","Migrating humpback whales show no detectable response to whale alarms off Sydney, Australia",NA,"https://www.int-res.com/articles/esr2016/29/n029p201.pdf",NA,NA
8734,"Aquatic Mammals","Antibiotic efficacy in eliminating leptospiruria in California sea lions (<i>Zalophus californianus</i>) stranding with leptospirosis",NA,"http://dx.doi.org/10.1578/AM.41.2.2015.203","10.1578/AM.41.2.2015.203","https://doi.org/10.1578/AM.41.2.2015.203"
8735,"Aquatic Mammals","Movements and dive patterns of pygmy killer whales (<i>Feresa attenuata</i>) released in the Gulf of Mexico following rehabilitation",NA,"https://doi.org/10.1578/AM.44.5.2018.555","10.1578/AM.44.5.2018.555","https://doi.org/10.1578/AM.44.5.2018.555"
8736,"ICES Journal of Marine Science","Assessing interactions between dolphins and small pelagic fish on branchline to design a depredation mitigation device in pelagic longline fisheries",NA,"https://academic.oup.com/icesjms/article-pdf/72/5/1682/31228479/fsu252.pdf",NA,NA
8737,"Aquatic Conservation: Marine and Freshwater Ecosystems","Movements of fur seals following relocation from fish farms",NA,"https://doi.org/10.1002/aqc.972","10.1002/aqc.972","https://doi.org/10.1002/aqc.972"
8738,"Aquatic Conservation: Marine and Freshwater Ecosystems","Mitigating fur seal interactions: relocation from Tasmanian aquaculture farms",NA,"https://doi.org/10.1002/aqc.971","10.1002/aqc.971","https://doi.org/10.1002/aqc.971"
8739,"Tropical Conservation Science","Distribution and conservation of the West Indian manatee (<i>Trichechus manatus manatus</i>) in the Catazaja wetlands of northeast Chiapas, Mexico",NA,"https://bioone.org/journalArticle/Download?fullDOI=10.1177%2F194008290800100403",NA,NA
8740,"Marine Mammal Science","Clinical assessment and postrelease monitoring of 11 mass stranded dolphins on Cape Cod, Massachusetts",NA,"https://doi.org/10.1111/j.1748-7692.2011.00547.x","10.1111/j.1748-7692.2011.00547.x","https://doi.org/10.1111/j.1748-7692.2011.00547.x"
8741,"Canadian Journal of Fisheries and Aquatic Sciences","Risk versus reward: Interactions, depredation rates, and bycatch mitigation of dolphins in demersal fish trawls",NA,"https://doi.org/10.1139/cjfas-2017-0203","10.1139/cjfas-2017-0203","https://doi.org/10.1139/cjfas-2017-0203"
8742,"Animal Conservation","Can fear conditioning repel California sea lions from fishing activities?",NA,"https://doi.org/10.1111/acv.12329","10.1111/acv.12329","https://doi.org/10.1111/acv.12329"
8743,"Aquatic Mammals","Rehabilitation and homing behavior of a satellite-tracked harbor porpoise (<i>Phocoena phocoena</i>)",NA,"https://doi.org/10.1578/AM.34.1.2008.1","10.1578/AM.34.1.2008.1","https://doi.org/10.1578/AM.34.1.2008.1"
8744,"Marine Mammal Science","A comparison of postrelease survival parameters between single and mass stranded delphinids from Cape Cod, Massachusetts, U.S.A",NA,"https://doi.org/10.1111/mms.12255","10.1111/mms.12255","https://doi.org/10.1111/mms.12255"
8745,"Marine Mammal Science","Monitoring a rehabilitated harbor porpoise using satellite telemetry",NA,"https://doi.org/10.1111/j.1748-7692.1998.tb00746.x","10.1111/j.1748-7692.1998.tb00746.x","https://doi.org/10.1111/j.1748-7692.1998.tb00746.x"
8746,"Marine Mammal Science","Movements and dive behavior of a satellite-monitored Atlantic white-sided dolphin (<i>Lagenorhynchus acutus</i>) in the Gulf of Maine",NA,"https://doi.org/10.1111/j.1748-7692.1994.tb00398.x","10.1111/j.1748-7692.1994.tb00398.x","https://doi.org/10.1111/j.1748-7692.1994.tb00398.x"
8747,"Endangered Species Research","Acoustic alarms elicit only subtle responses in the behaviour of tropical coastal dolphins in Queensland, Australia",NA,"https://www.int-res.com/articles/esr_oa/n020p271.pdf",NA,NA
8748,"Marine Mammal Science","Behavioral responses of humpback whales (<i>Megaptera novaeangliae</i>) to whale-watching vessels on the southeastern coast of Australia",NA,"https://doi.org/10.1111/j.1748-7692.2009.00320.x","10.1111/j.1748-7692.2009.00320.x","https://doi.org/10.1111/j.1748-7692.2009.00320.x"
8749,"Aquatic Mammals","Post-release monitoring and tracking of a rehabilitated California gray whale",NA,"https://www.aquaticmammalsjournal.org/share/AquaticMammalsIssueArchives/2001/AquaticMammals_27-03/27-03_Yochem.pdf",NA,NA
8750,"Journal of Cetacean Research and Management","The effects of seismic operations in UK waters: analysis of Marine Mammal Observer data",NA,"https://archive.iwc.int/pages/terms.php?ref=6884&k=&search=%21collection15+&url=%2Fpages%2Fdownload_progress.php%3Fref%3D6884%26ext%3Dpdf%26k%3D%26alternative%3D3553%26search%3D%2521collection15%2B%26offset%3D0%26archive%3D%26sort%3DDESC%26order_by%3Dtitle",NA,NA
8751,"Fisheries Research","Reduction of seal-induced catch and gear damage by modification of trap-net design: design principles for a seal-safe trap-net",NA,"https://doi.org/10.1016/j.fishres.2006.02.014","10.1016/j.fishres.2006.02.014","https://doi.org/10.1016/j.fishres.2006.02.014"
8752,"Aquatic Mammals","Comparative survivability of <i>Tursiops</i> neonates from three US institutions for the decades 1990–1999 and 2000–2009",NA,"http://doi.org/10.1578/AM.36.3.2010.248","10.1578/AM.36.3.2010.248","https://doi.org/10.1578/AM.36.3.2010.248"
8753,"Marine Mammal Science","A new technique for refloating and release of stranded sperm whales (<i>Physeter macrocephalus</i>)",NA,"https://doi.org/10.1111/j.1748-7692.2008.00223.x","10.1111/j.1748-7692.2008.00223.x","https://doi.org/10.1111/j.1748-7692.2008.00223.x"
8754,"Marine Mammal Science","Movement, dive behavior, and survival of California sea lions (<i>Zalophus californianus</i>) posttreatment for domoic acid toxicosis",NA,"https://doi.org/10.1111/j.1748-7692.2009.00314.x","10.1111/j.1748-7692.2009.00314.x","https://doi.org/10.1111/j.1748-7692.2009.00314.x"
8755,"ICES Journal of Marine Science","Habituation to an acoustic harassment device (AHD) by killer whales depredating demersal longlines",NA,"https://academic.oup.com/icesjms/article-pdf/72/5/1673/31226321/fsu166.pdf",NA,NA
8756,"Journal of Cetacean Research and Management","Barium sulphate modified fishing gear as a mitigative measure for cetacean incidental mortalities",NA,"https://archive.iwc.int/pages/terms.php?ref=268&k=&search=%21collection15+&url=%2Fpages%2Fdownload_progress.php%3Fref%3D268%26ext%3Dpdf%26k%3D%26alternative%3D1465%26search%3D%2521collection15%2B%26offset%3D0%26archive%3D%26sort%3DDESC%26order_by%3Dtitle",NA,NA
8757,"ICES Journal of Marine Science","The predation of farmed salmon by South American sea lions (<i>Otaria flavescens</i>) in southern Chile",NA,"https://academic.oup.com/icesjms/article-pdf/67/3/475/29136695/fsp250.pdf",NA,NA
8758,"Aquatic Mammals","Mark-recapture and satellite tracking in rehabilitated juvenile grey seals (<i>Halichoerus grypus</i>): dispersal and potential effects on wild populations",NA,"https://aquaticmammalsjournal.org/share/AquaticMammalsIssueArchives/2002/AquaticMammals_28-02/28-02_Vincent.pdf",NA,NA
8759,"Biological Conservation","A field test of acoustic deterrent devices used to reduce interactions between bottlenose dolphins and a coastal gillnet fishery",NA,"https://doi.org/10.1016/j.biocon.2012.07.012","10.1016/j.biocon.2012.07.012","https://doi.org/10.1016/j.biocon.2012.07.012"
8760,"Aquatic Mammals","Short-finned pilot whales (<i>Globicephala macrorhynchus</i>) respond to an airgun ramp-up procedure off Gabon",NA,"http://dx.doi.org/10.1578/AM.34.3.2008.349","10.1578/AM.34.3.2008.349","https://doi.org/10.1578/AM.34.3.2008.349"
8761,"Marine Mammal Science","Evaluating post-intervention survival of free-ranging odontocete cetaceans",NA,"https://doi.org/10.1111/mms.12007","10.1111/mms.12007","https://doi.org/10.1111/mms.12007"
8762,"Aquatic Mammals","Movements and dive patterns of short-finned pilot whales (<i>Globicephala macrorhynchus</i>) released from a mass stranding in the Florida Keys",NA,"https://doi.org/10.1578/AM.39.1.2013.61","10.1578/AM.39.1.2013.61","https://doi.org/10.1578/AM.39.1.2013.61"
8763,"Marine Mammal Science","Movements and dive patterns of a rehabilitated Risso's dolphin, <i>Grampus griseus</i>, in the Gulf of Mexico and Atlantic Ocean",NA,"https://doi.org/10.1111/j.1748-7692.2008.00251.x","10.1111/j.1748-7692.2008.00251.x","https://doi.org/10.1111/j.1748-7692.2008.00251.x"
8764,"Fisheries Research","Field trials of an acoustic decoy to attract sperm whales away from commercial longline fishing vessels in western Gulf of Alaska",NA,"https://doi.org/10.1016/j.fishres.2017.08.017","10.1016/j.fishres.2017.08.017","https://doi.org/10.1016/j.fishres.2017.08.017"
8765,"Aquatic Mammals","Rescue and release of mass stranded cetaceans from beaches on Cape Cod, Massachusetts, USA; 1990–1999: a review of some response actions",NA,"https://www.aquaticmammalsjournal.org/share/AquaticMammalsIssueArchives/2001/AquaticMammals_27-02/27-02_Wiley.PDF",NA,NA
8766,"Aquatic Mammals","The rescue, rehabilitation, and release of a stranded finless porpoise (<i>Neophocaena phocaenoides sunameri</i>) at Bohai Bay of China",NA,"http://dx.doi.org/10.1578/AM.35.2.2009.220","10.1578/AM.35.2.2009.220","https://doi.org/10.1578/AM.35.2.2009.220"
8767,"Aquatic Mammals","Twenty-five years of rehabilitation of odontocetes stranded in central and northern California, 1977 to 2002",NA,"http://dx.doi.org/10.1578/AM.32.3.2006.334","10.1578/AM.32.3.2006.334","https://doi.org/10.1578/AM.32.3.2006.334"
8769,"Marine Ecology Progress Series","Disturbance of harbour porpoises during construction of the first seven offshore wind farms in Germany",NA,"https://doi.org/10.3354/meps12560","10.3354/meps12560","https://doi.org/10.3354/meps12560"
8770,"Marine Ecology Progress Series","Seal scarers as a tool to deter harbour porpoises from offshore construction sites",NA,"https://www.int-res.com/articles/meps2013/475/m475p291.pdf",NA,NA
8771,"Aquatic Conservation: Marine and Freshwater Ecosystems","Far-reaching effects of a seal scarer on harbour porpoises, <i>Phocoena phocoena</i>",NA,"https://doi.org/10.1002/aqc.2311","10.1002/aqc.2311","https://doi.org/10.1002/aqc.2311"
8772,"Marine Ecology Progress Series","Echolocation behavior of harbor porpoises <i>Phocoena phocoena</i> around chemically enhanced gill nets",NA,"https://www.int-res.com/articles/meps2004/279/m279p275.pdf",NA,NA
8773,"Marine Ecology Progress Series","Reactions of harbor porpoises <i>Phocoena phocoena</i> and herring <i>Clupea harengus</i> to acoustic alarms",NA,"https://www.int-res.com/articles/meps/211/m211p255.pdf",NA,NA
8774,"Marine Ecology Progress Series","Bubble curtains attenuate noise from offshore wind farm construction and reduce temporary habitat loss for harbour porpoises",NA,"https://doi.org/10.3354/meps12257","10.3354/meps12257","https://doi.org/10.3354/meps12257"
8775,"Journal of Experimental Marine Biology and Ecology","Behavioral responses of minke whales (<i>Balaenoptera acutorostrata</i>) to experimental fishing gear in a coastal environment",NA,"https://doi.org/10.1016/j.jembe.2011.11.018","10.1016/j.jembe.2011.11.018","https://doi.org/10.1016/j.jembe.2011.11.018"
8776,"Marine Ecology Progress Series","Pingers cause temporary habitat displacement in the harbour porpoise <i>Phocoena phocoena</i>",NA,"https://doi.org/10.3354/meps11181","10.3354/meps11181","https://doi.org/10.3354/meps11181"
8777,"Marine Ecology Progress Series","Re-established stony reef attracts harbour porpoises <i>Phocoena phocoena</i>",NA,"https://doi.org/10.3354/meps10260","10.3354/meps10260","https://doi.org/10.3354/meps10260"
8778,"Journal of Experimental Marine Biology and Ecology","Pelagic longline fishing trials to shape a mitigation device of the depredation by toothed whales",NA,"https://doi.org/10.1016/j.jembe.2012.07.004","10.1016/j.jembe.2012.07.004","https://doi.org/10.1016/j.jembe.2012.07.004"
8779,"Marine Mammal Science","Postrelease dive ability in rehabilitated harbor seals",NA,"https://doi.org/10.1111/j.1748-7692.2011.00510.x","10.1111/j.1748-7692.2011.00510.x","https://doi.org/10.1111/j.1748-7692.2011.00510.x"
8780,"African Journal of Marine Science","Gear selectivity of large-mesh nets and drumlines used to catch sharks in the Queensland Shark Control Program",NA,"https://doi.org/10.2989/1814232X.2011.572335","10.2989/1814232X.2011.572335","https://doi.org/10.2989/1814232X.2011.572335"
8781,"CCAMLR Science","Significant conservation benefits obtained from the use of a new fishing gear in the Chilean Patagonian toothfish fishery",NA,"https://www.ccamlr.org/en/system/files/science_journal_papers/04moreno-et-al.pdf",NA,NA
8782,"ICES Journal of Marine Science","Risso's dolphin depredation in the Azorean hand-jig squid fishery: assessing the impacts and evaluating effectiveness of acoustic deterrents",NA,"https://academic.oup.com/icesjms/article-pdf/71/9/2608/29148303/fsu073.pdf",NA,NA
8783,"Biological Conservation","Measurement, management and mitigation of operational interactions between the South Australian Sardine Fishery and short-beaked common dolphins (<i>Delphinus delphis</i>)",NA,"https://doi.org/10.1016/j.biocon.2008.08.024","10.1016/j.biocon.2008.08.024","https://doi.org/10.1016/j.biocon.2008.08.024"
8784,"Nature","Acoustic alarms reduce porpoise mortality",NA,"https://www.nature.com/articles/41451.pdf",NA,NA
8785,"Transactions of the American Fisheries Society","Experimental attempts to reduce predation by harbour seals on juvenile out-migrating salmonids",NA,"http://www.marinemammal.org/wp-content/pdfs/YurkTrites2000-sealpredation.pdf",NA,NA
8786,"Biological Conservation","Behavioral responses of bottlenose dolphins, <i>Tursiops truncatus</i>, to gillnets and acoustic alarms",NA,"https://doi.org/10.1016/S0006-3207(03)00108-3","10.1016/S0006-3207(03)00108-3","https://doi.org/10.1016/S0006-3207(03)00108-3"
8787,"Marine Mammal Science","Interactions between the Indian River Lagoon blue crab fishery and the bottlenose dolphin, <i>Tursiops truncatus</i>",NA,"https://doi.org/10.1111/j.1748-7692.2002.tb01075.x","10.1111/j.1748-7692.2002.tb01075.x","https://doi.org/10.1111/j.1748-7692.2002.tb01075.x"
8788,"Turkish Journal of Fisheries and Aquatic Sciences","The effect of pingers on harbour porpoise, <i>Phocoena phocoena</i> bycatch and fishing effort in the turbot gill net fishery in the Turkish Black Sea coast",NA,"http://www.trjfas.org/uploads/pdf_707.pdf",NA,NA
8789,"Aquatic Mammals","Radio-tracking and survivorship of two rehabilitated bottlenose dolphins (<i>Tursiops truncatus</i>) in the Indian River Lagoon, Florida",NA,"http://fau.digital.flvc.org/islandora/object/fau%3A5466/datastream/OBJ/download/Radio-tracking_and_survivorship_of_two_rehabilitated_Bottlenose_dolphins__Tursiops_truncatus__in_the_Indian_River_Lagoon__Florida.pdf",NA,NA
8790,"Journal of Cetacean Research and Management","A note on the release and tracking of a rehabilitated pygmy sperm whale (<i>Kogia breviceps</i>)",NA,"https://archive.iwc.int/pages/terms.php?ref=244&k=&search=%21collection15+&url=%2Fpages%2Fdownload_progress.php%3Fref%3D244%26ext%3Dpdf%26k%3D%26alternative%3D1183%26search%3D%2521collection15%2B%26offset%3D0%26archive%3D%26sort%3DDESC%26order_by%3Dtitle",NA,NA
8791,"Marine Mammal Science","Long-distance offshore movements of bottlenose dolphins",NA,"https://doi.org/10.1111/j.1748-7692.1999.tb00879.x","10.1111/j.1748-7692.1999.tb00879.x","https://doi.org/10.1111/j.1748-7692.1999.tb00879.x"
8792,NA,"Tagging and tracking of rough-toothed dolphins (<i>Steno bredanensis</i>) from the March 2005 mass stranding in the Florida Keys</i>",NA,"https://www.researchgate.net/profile/Greg_Early/publication/260461024_Tagging_and_tracking_of_rough-toothed_dolphins_Steno_bredanensis_from_the_March_2005_mass_stranding_in_the_Florida_Keys/links/549023920cf225bf66a81b8b/Tagging-and-tracking-of-rough-toothed-dolphins-Steno-bredanensis-from-the-March-2005-mass-stranding-in-the-Florida-Keys.pdf?_sg%5B0%5D=hAMVl7INQJ_Rq0hoaJgPrklAyOmjS8dinOXr3DDg0vWOC9HEwwgtjmdKqnuZp9HRGtE_UaK30l8Zv1DEV0YpHQ.6qSCFCoFBQQs66Db8ur5lrpGtCthR4zB1zHMh2aFdfD6s8nmJON15rMv1",NA,NA
8793,"Marine Mammal Science","Diving behavior and at-sea movements of an Atlantic spotted dolphin in the Gulf of Mexico",NA,"https://doi.org/10.1111/j.1748-7692.1996.tb00069.x","10.1111/j.1748-7692.1996.tb00069.x","https://doi.org/10.1111/j.1748-7692.1996.tb00069.x"
8794,"Marine Technology Society Journal","Long-term effectiveness, failure rates, and ‘‘dinner bell’’ properties of acoustic pingers in a gillnet fishery",NA,"https://doi.org/10.4031/MTSJ.45.5.3","10.4031/MTSJ.45.5.3","https://doi.org/10.4031/MTSJ.45.5.3"
8795,"North American Journal of Fisheries Management","Evaluation of an electric gradient to deter seal predation on salmon caught in gill-net test fisheries",NA,"https://doi.org/10.1577/M08-083.1","10.1577/M08-083.1","https://doi.org/10.1577/M08-083.1"
8796,NA,"Pelagic gillnet modification trials in northern Australian seas",NA,"https://www.bmis-bycatch.org/system/files/zotero_attachments/library_1/WGVIW5ZT%20-%20Hembree%20and%20Harwood%20-%201987%20-%20Pelagic%20Gillnet%20modification%20trials%20in%20Northern%20Au.pdf",NA,NA
8797,"Fish and Fisheries","Broadbill swordfish: status of established fisheries and lessons for developing fisheries",NA,"https://doi.org/10.1046/j.1467-2979.2000.00026.x","10.1046/j.1467-2979.2000.00026.x","https://doi.org/10.1046/j.1467-2979.2000.00026.x"
8798,"Fisheries Management and Ecology","Discards from the commercial gillnet fishery for dusky flathead, <i>Platycephalus fuscus</i>, in New South Wales, Australia: spatial variability and initial effects of change in minimum legal length of target species",NA,"https://doi.org/10.1111/j.1365-2400.2004.00385.x","10.1111/j.1365-2400.2004.00385.x","https://doi.org/10.1111/j.1365-2400.2004.00385.x"
8799,"Fisheries Management and Ecology","Perish legally and ecologically: the ineffectiveness of the minimum landing sizes in the Mediterranean Sea",NA,"https://doi.org/10.1111/j.1365-2400.2009.00672.x","10.1111/j.1365-2400.2009.00672.x","https://doi.org/10.1111/j.1365-2400.2009.00672.x"
8800,"Fisheries Science","Pinger affects fish catch efficiency and damage to bottom gill nets related to bottlenose dolphins",NA,"http://www1.unipa.it/gsaralab/wp-content/uploads/Buscaino-et-al-2009-Fisheries-Science.pdf",NA,NA
8801,"Animal Conservation","Non‐lethal management of carnivore predation: long‐term tests with a startle reflex‐based deterrence system on a fish farm",NA,"https://zslpublications.onlinelibrary.wiley.com/doi/epdf/10.1111/acv.12248","10.1111/acv.12248","https://doi.org/10.1111/acv.12248"
8802,"Aquatic Mammals","Controlled unassisted breeding of captive Indo-Pacific bottlenose dolphins, <i>Tursiops aduncus</i>, using ultrasonography",NA,"http://doi.org/10.1578/AM.31.1.2005.89","10.1578/AM.31.1.2005.89","https://doi.org/10.1578/AM.31.1.2005.89"
8803,"Endangered Species Research","Mitigation of incidental mortality of Australian sea lions in the west coast rock lobster fishery",NA,"https://www.int-res.com/articles/esr2008/5/n005p345.pdf",NA,NA
8804,"Journal of Marine Animals and their Ecology","Behavioral patterns of a manatee in semi-captivity: implications for its adaptation to the wild",NA,"http://www.oers.ca/journal/volume7/issue2/caseReport.pdf",NA,NA
8805,NA,"The Banana Pinger Trial: investigation into the Fishtek Banana Pinger to reduce cetacean bycatch in an inshore set net fishery",NA,"https://www.ascobans.org/sites/default/files/document/NSG4_Inf_4.3_BananaPinger.pdf",NA,NA
8806,NA,"Understanding the effectiveness of acoustic deterrent devices on minke whale (<i>Balaenoptera acutorostrata</i>), a low frequency cetacean",NA,"https://tethys.pnnl.gov/sites/default/files/publications/McGarry-et-al-2017.pdf",NA,NA
8807,"Canadian Journal of Fisheries and Aquatic Sciences","Spatial and temporal impact of pingers on porpoises",NA,"https://doi.org/10.1139/F08-186","10.1139/F08-186","https://doi.org/10.1139/F08-186"
8808,"Rivers for Life - Proceedings of the International Symposium on River Biodiversity: Ganges-Brahmaputra-Meghna River System","An educational outreach strategy for freshwater dolphin conservation: measuring the results",NA,"https://iucn-csg.org/wp-content/uploads/2010/03/Final-IUCN-Publication-Jan-7-2015-1.pdf",NA,NA
8809,NA,"Evaluation of exclusion grids to reduce the catch of dolphins, turtles, sharks and rays in Pilbara trawl fishery",NA,"http://www.fish.wa.gov.au/Documents/research_reports/frr171.pdf",NA,NA
8810,"PLoS ONE","Patterns of dolphin bycatch in a north-western Australian trawl fishery",NA,"https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0093178&type=printable","10.1371/journal.pone.0093178","https://doi.org/10.1371/journal.pone.0093178"
8811,"Progress in Marine Conservation Europe","Porpoise Alerting Device (PAL): Synthetic harbour porpoise (<i>Phocoena phocoena</i>) communication signals influence behaviour and reduce by-catch",NA,"https://www.bfn.de/fileadmin/BfN/service/Dokumente/skripten/Skript451.pdf",NA,NA
8812,NA,"Whale watching: more than meets the eyes",NA,"https://whales.org/wp-content/uploads/2018/08/whale_watching_more_than_meets_the_eyes.pdf",NA,NA
8813,NA,"Seals and wild salmon fisheries (SSI Year 1)",NA,"http://www.smru.st-andrews.ac.uk/files/2016/10/SSI-annual-report-year-1.pdf",NA,NA
8814,NA,"Marine mammal research at wild salmon fisheries: Annual Report for 2013",NA,"http://www.smru.st-andrews.ac.uk/files/2016/08/Marine-Mammal-Research-at-Wild-Salmon-Fisheries-2013-Annual-Report.pdf",NA,NA
8815,NA,"Long term effectiveness of an acoustic deterrent for seals in the Kyle of Sutherland",NA,"http://www.smru.st-andrews.ac.uk/files/2017/09/Long-term-Effectiveness-of-an-Acoustic-Deterrent-for-seals-in-the-Kyle-of-Sutherland_2011.pdf",NA,NA
8816,NA,"Bycatch of vulnerable species: Understanding the process and mitigating the impacts",NA,"http://randd.defra.gov.uk/Document.aspx?Document=MF1003-FINALRevisedAugust2011.pdf",NA,NA
8817,"Animal Conservation","Is attempting to change marine mammal behaviour a generic solution to the bycatch problem? A dugong case study",NA,"https://doi.org/10.1111/j.1469-1795.2007.00104.x","10.1111/j.1469-1795.2007.00104.x","https://doi.org/10.1111/j.1469-1795.2007.00104.x"
