"study.id","publication.year","publication.title","journal.name","ab_clean","doi_clean","source","mykey","word_count","sd","ave_sentiment","word_class","sent_class","strat_class","flag_sample"
6871,2014,"Activity and diet of bats in conventional versus organic apple orchards in southern Michigan","The Canadian Field-Naturalist (formerly Ottawa Naturalist)","Organic farming practices have been suggested as a conservation strategy that can provide productive foraging sites for insectivorous bats in agricultural areas. We tested the hypothesis that the number and diversity of insects captured and the resulting activity and diet of bats would differ between organic and conventional apple orchards. During the summer of 2009 and 2010, we captured 131 Big Brown Bats (Eptesicus fuscus) and five eastern red Bats (Lasiurus borealis) by mist netting in four organic and four conventional orchards in Michigan. Acoustic monitoring revealed that most calls (59%) were produced by Big Brown Bats, followed by Hoary Bats (L. cinereus), eastern red Bats, and unidentified species of Myotis. Most insects (96%) captured in light traps were Coleoptera, Diptera, Hemiptera, Lepidoptera, and trichoptera; fecal analysis indicated that Coleoptera dominated the diet of Big Brown Bats (79% by volume), followed by Diptera (14%). there were no significant differences between organic and conventional orchards in number of insects captured with light traps, bats captured with mist nets, acoustic recordings of bats, or proportion of Coleoptera and Diptera consumed by the bats. However, the taxonomic composition of captured insects and acoustic recordings was not homogenous among orchards in either group, suggesting that factors other than farming practices were more important in determining which insects and bats were found in the small orchards typical of southern Michigan.","10.22621/cfn.v128i2.1580","CE","CE_6871",218,0.28705945323961,0.0614551543710581,"250","neutral","neutral_250",0
6872,2017,"Does organic farming enhance biodiversity in Mediterranean vineyards? A case study with bats and arachnids","Agriculture, Ecosystems & Environment","The effectiveness of organic farming for promoting biodiversity has been widely documented, yet most studies have been undertaken in temperate agroecosystems with a focus on birds, insects and plants. Despite the Mediterranean basin being a biodiversity hotspot for conservation priorities, the potential benefits of organic farming for biodiversity there has received little attention. Here, we assessed the effect of farming system, landscape characteristics and habitat structure on biodiversity in Mediterranean vineyards using two taxa with different functional traits (in terms of mobility, dispersal ability and home range size): bats and arachnids. We also tested the “intermediate landscape-complexity” hypothesis, which predicts that local conservation measures have greatest success in landscapes of intermediate complexity. Our study design involved pairs of matched organic and conventional vineyard plots in the south of France situated along a landscape complexity gradient. Abundance of arachnids were higher in organic vineyards, although arachnid species richness was positively associated with the amount of ground vegetation cover. Organic farming was ineffective on its own to enhance bat activity and species richness regardless of the landscape context. Rather, our results suggested that landscape features were more important for bats than vineyard management, with significantly higher bat activity recorded on vineyard plots located at close proximity to hedgerows and rivers. When designing conservation strategies in Mediterranean farmlands, we strongly recommend the implementation of a multi-scale approach to assure benefits for a wide range of species.","10.1016/j.agee.2017.08.012","CE","CE_6872",235,0.254644964560397,0.434975387379413,"250","positive","positive_250",0
6873,2012,"Effects of agri-environment management for cirl buntings on other biodiversity","Biodiversity and Conservation","Agri-environment scheme (AES) management has increased populations of cirl buntings (Emberiza cirlus) in South Devon, England, and might be expected to provide benefits for other declining biodiversity, due to less intensive farm management. Fields managed under AES for cirl buntings (low-input spring barley or permanent pasture without inputs) were contrasted with control fields under conventional management (spring barley without management restrictions and winter cereals, or grazed without management restrictions) to identify such benefits for vascular plants, butterflies, bumblebees, carabid beetles, foliar invertebrates and bats. Activity-density and species richness of carabid beetles were both higher in AES spring barley fields than in control spring barley and winter cereal fields. Forb cover and abundance of butterflies and bumblebees were higher in AES spring barley fields than in winter cereals, but did not differ between AES and control spring barley. No difference was observed in plant species richness between any of the arable field types. Plant species richness and butterfly abundance were higher in AES pasture fields than in controls. Abundance, activity-density and/or species richness of other taxa did not differ between AES and control pastures. Benefits observed in AES spring barley fields arise from management specific to AES agreements, and also, we suggest, from the maintenance of spring-sown barley in the landscape. Benefits in AES pasture fields are ascribed to the absence of fertiliser and pesticide inputs, and reductions in stocking arising from this; there is also likely to have been some pre-selection for older pastures to be entered into AES management agreements. Agri-environment measures for cirl buntings have benefits for a range of taxa beyond the target species, and therefore, largely through reduction of management intensity and maintenance of land-use diversity, improve the overall biodiversity of the farmed landscape where they are present. © 2012 Springer Science+Business Media B.V.","10.1007/s10531-012-0258-6","CE","CE_6873",307,0.127816634151709,0.213928705323712,"350","neutral","neutral_350",0
6877,2011,"Do young eucalypt plantations benefit bats in an intensive agricultural landscape?","Wildlife Research","Context Environmental benefits of timber plantations have been a major selling point for land use change from previously cleared farmland, but data concerning the response of biodiversity are scarce. Aims We investigated the use of young (411 years old) timber plantations by bats in comparison with other vegetation classes in a highly cleared and productive agricultural landscape in north-west New South Wales (NSW), Australia. Methods Initially, we recorded activity in paddocks before plantation establishment, and then four to six years after establishment. We compared activity within young eucalypt plantations with surrounding paddocks and remnant woodland. We also radio-tracked four different bat species to investigate how roosting and foraging was apportioned into different habitats. Key results The ultrasonic survey of bats found that the young plantations were typically used by 78 species and activity averaged 87 passes per night. Activity within plantations was similar to treeless paddocks, and approximately six times less than in small remnants. The very high activity levels and feeding buzzes in small remnants was significantly related to rich, basalt soil (which was used as a proxy for invertebrate biomass) on agricultural plains. Total activity and species richness was correlated positively with the number of remnant trees on the site, but neither plantation area nor shape influenced bat activity. Plantations were not used preferentially by radio-tracked bats at night compared with their availability in the local landscape (1314% bat use, 17% available). No bat roosts were located within the plantations. Most bat roosts were in tree hollows, which were absent in the plantations. Decorticating bark was abundant in eucalypt plantations, but only Nyctophilus geoffroyi was observed beneath bark and only in remnant trees outside of plantations. Conclusions Young eucalypt plantations have limited value for bats, and this is comparable to previous studies on more environmentally focussed plantings. Implications The value of plantations for bats would be improved by retaining remnant trees, both in the surrounding landscape and within plantations. We also recommend varying tree densities to increase the diversity of animal species using plantations. © CSIRO 2011.","10.1071/WR10204","CE","CE_6877",335,0.170709792808453,0.124031851627209,"350","neutral","neutral_350",0
6880,2012,"Enriching agroecosystems with fruit-producing tree species favors the abundance and richness of frugivorous and nectarivorous bats in Veracruz, Mexico","Mammalian Biology","We evaluated how the abundance and richness of frugivorous and nectarivorous bat species differs among three types of common agroecosystems (diversified coffee plantations, simple coffee plantations and pastures) in Veracruz, Mexico, that represent a gradient of structural and floristic complexity. Using mixed effects models we demonstrated that both the richness and the total abundance of bats was higher in the diversified coffee plantations. We detected similar patterns on comparing the abundance of the four most abundant bat species. Neither season nor the season-agroecosystem interaction had any effect on the comparisons made. Using multiple regressions we found that the richness of plants that are useful to both people and bats had the most explanatory power for the richness and total abundance of frugivorous and nectarivorous bats, as well as for the abundance of Carollia sowelli, Glossophaga soricina and Sturnira spp. Our results indicate that agroecosystems value for conservation of fruit and nectar-eating bats increases as the fruit-bearing trees increases. For the effective conservation of these guilds of bats in tropical agroecosystems, a strategy of diversification with fruit-bearing species is highly recommended; such a strategy would benefit both agricultural producers and wildlife. © 2011 Deutsche Gesellschaft für Säugetierkunde.","10.1016/j.mambio.2011.06.009","CE","CE_6880",198,0.278250048601864,0.437597438363779,"200","positive","positive_200",0
6881,2015,"Bats are not birds - different responses to human land-use on a tropical mountain","Biotropica","Land-use intensification has consequences for biodiversity and ecosystem functioning, with various taxonomic groups differing widely in their sensitivity. As land-use intensification alters habitat structure and resource availability, both factors may contribute to explaining differences in animal species diversity. Within the local animal assemblages the flying vertebrates, bats and birds, provide important and partly complementary ecosystem functions. We tested how bats and birds respond to land-use intensification and compared abundance, species richness, and community composition across a land-use gradient including forest, traditional agroforests (home garden), coffee plantations and grasslands on Mount Kilimanjaro, Tanzania. Furthermore, we asked how sensitive different habitat and feeding guilds of bats and birds react to land-use intensification and the associated alterations in vegetation structure and food resource availability. In contrast to our expectations, land-use intensification had no negative effect on species richness and abundance of all birds and bats. However, some habitat and feeding guilds, in particular forest specialist and frugivorous birds, were highly sensitive to land-use intensification. Although the habitat guilds of both, birds and bats, depended on a certain degree of vegetation structure, total bat and bird abundance was mediated primarily by the availability of the respective food resources. Even though the highly structured southern slopes of Mount Kilimanjaro are able to maintain diverse bat and bird assemblages, the sensitivity of avian forest specialists against land-use intensification and the dependence of the bat and bird habitat guilds on a certain vegetation structure demonstrate that conservation plans should place special emphasis on these guilds.","10.1111/btp.12221","CE","CE_6881",256,0.236506968759869,0.239887747034366,"300","neutral","neutral_300",0
6884,2013,"Evaluating the effectiveness of an ultrasonic acoustic deterrent for reducing bat fatalities at wind turbines","PLoS ONE","Large numbers of bats are killed by wind turbines worldwide and minimizing fatalities is critically important to bat conservation and acceptance of wind energy development. We implemented a 2-year study testing the effectiveness of an ultrasonic acoustic deterrent for reducing bat fatalities at a wind energy facility in Pennsylvania. We randomly selected control and treatment turbines that were searched daily in summer and fall 2009 and 2010. Estimates of fatality, corrected for field biases, were compared between treatment and control turbines. In 2009, we estimated 21-51% fewer bats were killed per treatment turbine than per control turbine. In 2010, we determined an approximate 9% inherent difference between treatment and control turbines and when factored into our analysis, variation increased and between 2% more and 64% fewer bats were killed per treatment turbine relative to control turbines. We estimated twice as many hoary bats were killed per control turbine than treatment turbine, and nearly twice as many silver-haired bats in 2009. In 2010, although we estimated nearly twice as many hoary bats and nearly 4 times as many silver-haired bats killed per control turbine than at treatment turbines during the treatment period, these only represented an approximate 20% increase in fatality relative to the pre-treatment period for these species when accounting for inherent differences between turbine sets. Our findings suggest broadband ultrasound broadcasts may reduce bat fatalities by discouraging bats from approaching sound sources. However, effectiveness of ultrasonic deterrents is limited by distance and area ultrasound can be broadcast, in part due to rapid attenuation in humid conditions. We caution that an operational deterrent device is not yet available and further modifications and experimentation are needed. Future efforts must also evaluate cost-effectiveness of deterrents in relation to curtailment strategies to allow a cost-benefit analysis for mitigating bat fatalities.","10.1371/journal.pone.0065794","CE","CE_6884",290,0.222885365602999,-0.206940027973331,"300","negative","negative_300",0
6886,2017,"Reducing bat fatalities at wind facilities while improving the economic efficiency of operational mitigation","Journal of Mammalogy","Concerns about cumulative population-level effects of bat fatalities at wind facilities have led to mitigation strategies to reduce turbine-related bat mortality. Operational mitigation that limits operation may reduce fatalities but also limits energy production. We incorporated both temperature and wind speed into an operational mitigation design fine-tuned to conditions when bats are most active in order to improve economic efficiency of mitigation. We conducted a 2-year study at the Sheffield Wind Facility in Sheffield, Vermont. Activity of bats is highest when winds speeds are low ( 9.5°C. Mortalities at fully operational turbines were 1.52-4.45 times higher than at treatment turbines. During late spring and early fall, when overnight temperatures generally fell below 9.5°C, incorporating temperature into the operational mitigation design decreased energy losses by 18%. Energy lost from implementation of our design was < 3% for the study season and approximately 1% for the entire year. We recommend that operational mitigation be implemented during high-risk periods to minimize bat fatalities and reduce the probability of long-term population-level effects on bats.","10.1093/jmammal/gyx005","CE","CE_6886",170,0.26684097219313,-0.078094321462378,"200","neutral","neutral_200",0
6892,2017,"Differential use of highway underpasses by bats","Biological Conservation","Roads can form barriers to movement for many species, and may reduce the ability of individuals to access foraging and breeding habitat. The impacts of roads on terrestrial fauna has been well studied, however little is known of the impact of roads on insectivorous bats. Wildlife crossing structures (e.g. fauna underpasses) may reduce the barrier impacts of roads and improve connectivity across roads. Use of underpasses by wildlife likely varies among species depending on their movement behaviour. In this study, we investigated whether the flight patterns of insectivorous bats influenced their use of underpasses. We monitored bat activity under and above 6 open-span bridges, 6 box culverts and 6 unmitigated sites along a major highway in Australia. We used Poisson regression models within a Bayesian framework of inference to compare the activity of 12 bat species (grouped into three guilds based on their flight patterns: clutter-adapted, edge-adapted, and open-adapted species) under the structures, over the road above the structures, above unmitigated segments of the highway, and in the vegetation adjacent to the roads. Bats were less active above the road than they were in the surrounding vegetation or under bridges. Two of the three guilds (i.e. seven species) crossed the highway more under bridges than they did under culverts or by going over the road, which suggests that bridges may reduce barrier effects of the road better than culverts. Installing bridges instead of culverts may better reduce the impacts of roads on multiple insectivorous bats species with a single structure type.","10.1016/j.biocon.2017.05.022","CE","CE_6892",253,0.0969176101079976,0.0752767432396082,"300","neutral","neutral_300",0
6893,2017,"Vegetated fauna overpass disguises road presence and facilitates permeability for forest microbats in Brisbane, Australia","Frontiers in Ecology and Evolution","The effects of urbanization on flying vertebrates historically have been underestimated, with roads in particular impacting bat populations through vehicle collisions, habitat fragmentation and unwillingness to disperse across roads. Although vegetated fauna overpasses have not traditionally been considered as beneficial for microbats, these structures have recently been identified as a potential solution for assisting microbat communities. In Brisbane, Queensland, Australia, the Compton Road fauna overpass traverses a four-lane road, facilitating connectivity for mammals, birds, reptiles and amphibians between two forest reserves. This study examined patterns of activity and species richness of microbat assemblages in relation to the Compton Road fauna overpass. Call recordings made over 7 months identified nine species and two species groups (groups of species unable to be differentiated), all of which were recorded using the overpass. Bat activity on the overpass was higher than in the adjoining forest, with higher detectability. Species richness and activity at the roadside where the overpass was present was also higher than the unvegetated roadside. Activity patterns based on feeding behaviors suggest that forest species such as Nyctophilus and Myotis spp. were using the overpass, alongside more generalist species. The vegetation on the overpass is likely to be the key factor encouraging microbat activity. The Compton Road overpass appears to lessen the impact of road presence and may facilitate permeability of a major road, suggesting potential for enhancing habitat connectivity and facilitating crossings. This study is the first indication that vegetated fauna overpasses can facilitate activity and provide natural habitat continuity for diverse Australian microbat communities.","10.3389/fevo.2017.00153","CE","CE_6893",254,0.203484313130609,0.152072274477599,"300","neutral","neutral_300",0
6895,2016,"Bat communities respond positively to large-scale thinning of forest regrowth","Journal of Applied Ecology","Over half of the world's forests are secondary regrowth and support considerable biodiversity. Thinning of these forests is a widespread management practice that can affect forest species, including echolocating bats and their prey. We compared total activity of 11 bat taxa, foraging activity of six bat guilds and biomass of 11 insect orders across four forest thinning categories in managed remnant eucalypt forests in south-eastern Australia: unthinned regrowth, forest thinned recently (0–4 years) and in the medium term (5–10 years) and reference (mature open forest). Thinning had been carried out at large (˜350 ha) spatial scales. Total bat activity was 60% less and foraging activity was 80% less in unthinned regrowth, compared to reference sites, but activity levels were similar among thinned and reference sites. Insect biomass was greatest in unthinned sites, and while bat activity was related to prey biomass, this relationship was weak in unthinned sites. Together, this suggests that forest structure was more important than prey availability or time since thinning in influencing bat activity patterns. Synthesizing our findings with the broader literature on bats and thinning, we found support for a clutter threshold of 1100 stems ha-1, above which bat activity was markedly lower, across two continents (the USA and Australia) and four broad vegetation types (eucalypt, conifer, deciduous and mixed forests). While elsewhere bats with adaptive traits for open habitats generally respond positively to thinning, in our study, species with traits consistent with clutter tolerance (high call frequency and low wing aspect ratio) had lowest activity levels (up to 22 times) in unthinned regrowth compared to all other forest types. Synthesis and applications. Widespread dense regrowth forest can restrict movement and foraging of bats, even those adapted to clutter. We recommend thinning dense regrowth or plantations to below 1100 stems ha-1 when targeting bat foraging habitat, but effects of thinning on roost habitat and other forest biota require further investigation.","10.1111/1365-2664.12691","CE","CE_6895",306,0.203247724054077,0.0569059947137081,"350","neutral","neutral_350",0
6896,2014,"Improved timber harvest techniques maintain biodiversity in tropical forests","Conservation Biology","Tropical forests are selectively logged at 20 times the rate at which they are cleared, and at least a fifth have already been disturbed in this way [1]. In a recent pan-tropical assessment, Burivalova et al. [2] demonstrate the importance of logging intensity as a driver of biodiversity decline in timber estates. Their analyses reveal that species richness of some taxa could decline by 50% at harvest intensities of 38 m3 ha-1. However, they did not consider the extraction techniques that lead to these intensities. Here, we conduct a complementary meta-analysis of assemblage responses to differing logging practices: conventional logging and reduced-impact logging. We show that biodiversity impacts are markedly less severe in forests that utilise reduced-impact logging, compared to those using conventional methods. While supporting the initial findings of Burivalova et al. [2], we go on to demonstrate that best practice forestry techniques curtail the effects of timber extraction regardless of intensity. Therefore, harvest intensities are not always indicative of actual disturbance levels resulting from logging. Accordingly, forest managers and conservationists should advocate practices that offer reduced collateral damage through best practice extraction methods, such as those used in reduced-impact logging. Large-scale implementation of this approach would lead to improved conservation values in the 4 million km2 of tropical forests that are earmarked for timber extraction [3].","10.1016/j.cub.2014.10.067","CE","CE_6896",216,0.191776919381873,0.0970691871418737,"250","neutral","neutral_250",0
6897,2015,"The effect of thinning on bat activity in Italian high forests: the LIFE+ ""ManFor C.BD."" experience","Hystrix, the Italian Journal of Mammalogy (English, 1994-)","Bats represent a major component of forest biodiversity. In forest, bats find many roosting and foraging opportunities. When foraging in forest, different bat species exploit a range of microhabitats according to their echolocation and flight style. When roosting, bats require sufficient numbers of suitable tree cavities. Overall, forest structure may influence both foraging and roosting behaviour, and in turn the number of bat species present and their population size. The exploitation of forests for commercial purposes may be a threat to biodiversity when logging leads to habitat loss, alteration or fragmentation. While some bat species may benefit from an increase in the amount of edge habitat determined by logging, others, more specialized to exploit forest interiors, may be potentially harmed. In this study we set out to assess the effect on foraging bats of different management approaches, comparing locally applied traditional approaches with innovative multifunctional management options and delayed logging. Within the framework of the LIFE+ ManFor C.BD. Project we surveyed the effects of thinning at four Italian forest sites, each representing a separate case study. We found that in logged plots bat activity either showed no difference from unlogged plots or resulted in an increase in foraging activity, suggesting that thinning, at least in the forest types we dealt with, has no adverse consequences on bat foraging. However, in our case the effects varied greatly across sites and were detected mostly when all bat species were pooled together for analysis. We conclude that forest exploitation may be sustainable and even favour foraging bats, but since our work neither covered direct mortality linked with forestry operations nor roost loss, further studies are needed to analyze these important aspects. We also highlight that total bat activity revealed by acoustic surveys carried out with automatic recorders may be used as an appropriate indicator of forestry effects on bats.","10.4404/hystrix-26.2-11477","CE","CE_6897",307,0.20764040755446,0.118893310984695,"350","neutral","neutral_350",0
6899,2014,"Effects of cave gating on population trends at individual hibernacula of the Indiana bat (<i>Myotis sodalis</i>)","Acta Chiropterologica","Installing gates at cave entrances to protect hibernating bat colonies is a widespread conservation action, particularly for endangered bat species such as the Indiana bat (Myotis sodalis). However, there is surprisingly little evidence on the efficacy of gates for improving population growth rates. We used change-point models to determine the effects of gate construction on Indiana bats. We estimated population growth rates at 20 hibernacula pre- and post-gating and quantified the change in population growth rates after gate installation. Hibernacula with increasing growth rates prior to gate placement all experienced decreased growth rates after installation. For hibernacula with declining growth rates prior to construction, growth rates increased moderately after installation. When weighted by population size, average change in growth rates across all 20 hibernacula was negative. Our results suggest that use of gates at hibernacula with growing populations may relate to unintended declines in growth rates but that, at hibernacula with declining populations, installation of gates may lead to moderate increases in local population growth rates. © Museum and Institute of Zoology PAS.","10.3161/150811014X683345","CE","CE_6899",172,0.192060813667756,0.104987775333325,"200","neutral","neutral_200",0
6900,2017,"Population trends of cave-dwelling bats in the eastern Iberian Peninsula and the effect of protecting their roosts","Acta Chiropterologica","Populations trends of cave-dwelling bats in the Eastern Iberian Peninsula and the effect of placing a perimeter fencing around their roosts (to avoid human disturbance on breeding colonies) were evaluated from 1997 to 2014. The species with the highest relative abundance was Miniopterus schreibersii (62.4%), followed by Myotis myotis/blythii (18%), and both populations showed positive trends. On the other hand, Myotis capaccinii (6.2%), M. escalerai (4.8%) and M. emarginatus (0.9%) showed significant, but minor increases, particularly in recent years. Rhinolophus mehelyi (0.2%) displayed no significant trends, while a moderate population decline was recorded for R. euryale (5.1%). Rhinolophus ferrumequinum (2.2%) and R. hipposideros (0.1%) showed positive growth trends. The main assemblages in the evaluated roosts were formed by Myotis myotis/blythii, Miniopterus schreibersii and R. ferrumequinum. This denotes their less specific requirements or greater flexibility when selecting roosts, compared with other species, except for M. capaccinii and R. mehelyi. No significant differences were found between roosts with different levels of protection, but there were positive trends in the protected roosts. Most non-fenced cavities showed negative trends during the period evaluated. We did not rule out other factors, such as requiring habitats with optimum food sources next to maternal roosts, which could affect population growth. The selectivity of some species of bats for certain caves will be essential for the preparation of management plans for certain roosts. Four of the seven risk factors documented for European bats affect studied population. Myotis blythii, M. myotis and Rhinolophus euryale would be most affected by a reduction in the areas they currently occupy.","10.3161/15081109ACC2017.19.1.008","CE","CE_6900",251,0.373621820514596,0.0929040538249482,"300","neutral","neutral_300",0
6902,2013,"Prescribed fire in eucalypt woodlands: immediate effects on a microbat community of northern Australia","Wildlife Research","Context Fire is a major ecological factor in many landscapes. Prescribed fires are often used in the management of vegetation for ecological values, wildlife habitat and reduction of risk of wildfire. However, debate continues over whether active fire management is beneficial to flora and fauna. Although bats comprise ~20% of the world's extant mammal fauna, they have been largely ignored in studies investigating ecosystem response to fire, especially in Australia. Aims In the present study, we aim to investigate the immediate responses of microbats to prescribed fires in a tropical eucalypt woodland.Methods We used a replicated paired experimental design, consisting of burned and unburned treatment and control sites, to investigate how bat activity and community structure change following a prescribed fire. Key results Total bat activity increased significantly following fire. Fire also resulted in changes in the bat species assemblage. Changes in community structure were driven by the following five species: Saccolaimus spp., Chalinolobus nigrogriseus, Chaerephon jobensis, Rhinolophus megaphyllus and unidentified Species c35. Activity of C. nigrogriseus, Saccolaimus spp., C. jobensis and Species c35 increased in the burned sites, whereas changes in the activity of R. megaphyllus were uncorrelated with the effects of fire. Conclusions The effect of fire on these species is consistent with flight patterns and habitat use; species with higher wing aspect ratios, such as Saccolaimus spp., which are capable of fast flight but with limited manoeuvrability, became more active in the open conditions created by fire. Implications The results of the present study suggest that prescribed fire as an environmental management tool may be beneficial to bats, at least in the short term, because it increases habitat suitability for a wider range of species. © CSIRO 2013.",NA,"CE","CE_6902",279,0.165469627437458,0.0580520635725924,"300","neutral","neutral_300",0
6903,2015,"Relationships between bat occupancy and habitat and landscape structure along a savanna, woodland, forest gradient in the Missouri Ozarks","Wildlife Society Bulletin","Many land-management agencies are restoring savannas and woodlands using prescribed fire and forest thinning, and information is needed on how wildlife species respond to these management activities. Our objectives were to evaluate support for relationships of bat site occupancy with vegetation structure and management and landscape composition and structure across a gradient of savanna to forest in the Missouri Ozark Highlands, USA. We selected study sites that were actively managed for savanna and woodland conditions and control areas on similar landforms that had succeeded to closed-canopy forest. We used Anabat detectors to survey bats during the summers of 2010, 2011, and 2012. We fit single-species site-occupancy models to estimate detection probability and site occupancy. We evaluated a priori hypotheses in an information theoretic approach by evaluating support for candidate models that included habitat, landscape, and management effects. Site occupancy of evening bats (Nycticeius humeralis) was negatively related to poletimber and sawtimber density and positively related to fire frequency, while northern long-eared bat (Myotis septentrionalis) site occupancy was positively related to poletimber density and negatively related to understory stem densities. Site occupancy of big brown bats (Eptesicus fuscus), eastern red bats (Lasiurus borealis), and tri-colored bats (Perimyotis subflavus) were mostly not related to local vegetation structure and site occupancy was high across the savanna, woodland, forest gradient. We found more consistent and larger effect sizes for landscape-scale than for habitat-scale relationships; therefore, land managers should be cognizant of large-scale patterns in land cover when making local management decisions for these species. Published 2014. This article is a U.S. Government work and is in the public domain in the USA.","10.1002/wsb.512","CE","CE_6903",274,0.220182053729801,0.205452135584212,"300","neutral","neutral_300",0
6904,2016,"Influence of reservoirs created by small dams on the activity of bats","Acta Chiropterologica","Freshwater systems have been profoundly changed by the construction of dams, and the influence of dams on bat activity is poorly understood. In this study, we analyzed the effects of small dams along mountain streams on local bat communities. This work was carried out in five small streams located in the NE of Portugal using bioacoustic surveys during the summer of 2011. The present study confirms that, in the northeast areas of Portugal, the majority of bat species use artificial bodies of water for either drinking or foraging, but species differed in terms of their activity levels over the reservoirs when compared with intact stream habitats. As predicted, small dams in the study area were important centers of overall bat activity relative to other sampling areas. At the same time, feeding activity was also higher in the flooded areas. We also found that Pipistrellus pipistrellus, Myotis daubentonii, Pipistrellus kuhlii, Pipistrellus pygmaeus/Miniopterus schreibersii, Tadarida teniotis and Nyctalus leisleri/Eptesicus serotinus benefited from the presence of dam reservoirs. Hypsugo savii activity was also mostly recorded at reservoir points. However, the highest number of endangered and rare species was recorded at an intact stream habitat. This result emphasizes the relevance of riparian habitats for bats, especially for the most endangered species. The relationship between dam availability, riparian quality and bat diversity suggested that the changes in the streams promoted by damming could affect both bat species richness and activity levels, leading to changes in the overall composition of the bat community. In conclusion, this study found that small reservoirs have a significant influence on bat activity. However, dams appear to primarily benefit the most common species, while the endangered species were associated with riparian habitats. Therefore, for conservation proposes of the local bat community, riparian areas appear to be more important than reservoirs. Thus, this study provides a better understanding of the impact of small dams on bats contributing to the future management and conservation of bat species.","10.3161/15081109ACC2016.18.2.007","CE","CE_6904",325,0.328855389680525,0.120485742365,"350","neutral","neutral_350",0
6906,2017,"Controlling invasive predators enhances the long-term survival of endangered New Zealand long-tailed bats (<i>Chalinolobus tuberculatus</i>): Implications for conservation of bats on oceanic islands","Biological Conservation","Invasive mammalian predators pose one of the greatest threats to biodiversity globally, particularly on oceanic islands. However, little is known about the impacts of these invasive predators on bats (Chiroptera), one of the most specious mammal groups, and one of the most widespread groups of mammals threatened on oceanic islands (> 200 spp.). Nearly 50% of the world's threatened bats are island endemics and because they are often the only native mammals on islands, they fulfil important ecological roles such as pollination and seed dispersal. Long-tailed bats (Chalinolobus tuberculatus) are critically endangered because of predation by exotic mammals, particularly ship rats (Rattus rattus), introduced by humans to the island archipelago of New Zealand. We monitored the survival of bats in three colonies in temperate rainforest in Fiordland over 22 years. Since 2009, we controlled predators during irruption phases and compared survival of bats in previously untreated areas with survival in forest blocks treated using rodenticides deployed in bait stations. Survival was estimated using multi-state mark-recapture models in Program Mark 7.0 with > 15,000 bats tagged. Survival was primarily dependent on year and age of bats, although seedfall intensity of the dominant canopy tree and predator management was also influential. Survival in long-tailed bats was as high as, or higher, than figures for bats generally in years with low predator numbers or predator control. Survival was markedly higher in treatment years when predators were managed (0.82 compared to 0.55). Population modelling indicated managed colonies will increase ( > 1.05) whereas unmanaged colonies will decline ( = 0.89 - 0.98) under scenarios that reflect increased frequency of beech mast and predator irruptions. Thus, effective predator control is essential for recovering long-tailed bat populations. Warming temperatures indicate that predator irruptions are becoming more frequent, which would require more predator control in the future than at present if declines in bat populations are to be reversed. These results are relevant to the conservation of threatened bats on oceanic islands, given the abundance of exotic mammalian predators, particularly ship rats, on them.","10.1016/j.biocon.2017.08.015","CE","CE_6906",324,0.288843494634063,0.105691724271916,"350","neutral","neutral_350",0
6907,2014,"Host, pathogen, and environmental characteristics predict white-nose syndrome mortality in captive little brown myotis (<i>Myotis lucifugus</i>)","PLoS ONE","An estimated 5.7 million or more bats died in North America between 2006 and 2012 due to infection with the fungus Pseudogymnoascus destructans (Pd) that causes white-nose syndrome (WNS) during hibernation. The behavioral and physiological changes associated with hibernation leave bats vulnerable to WNS, but the persistence of bats within the contaminated regions of North America suggests that survival might vary predictably among individuals or in relation to environmental conditions. To investigate variables influencing WNS mortality, we conducted a captive study of 147 little brown myotis (Myotis lucifugus) inoculated with 0, 500, 5 000, 50 000, or 500 000 Pd conidia and hibernated for five months at either 4 or 10uC. We found that female bats were significantly more likely to survive hibernation, as were bats hibernated at 4uC, and bats with greater body condition at the start of hibernation. Although all bats inoculated with Pd exhibited shorter torpor bouts compared to controls, a characteristic of WNS, only bats inoculated with 500 conidia had significantly lower survival odds compared to controls. These data show that host and environmental characteristics are significant predictors of WNS mortality, and that exposure to up to 500 conidia is sufficient to cause a fatal infection. These results also illustrate a need to quantify dynamics of Pd exposure in free-ranging bats, as dynamics of WNS produced in captive studies inoculating bats with several hundred thousand conidia may differ from those in the wild. Copyright:","10.1371/journal.pone.0112502","CE","CE_6907",225,0.406526888594127,0.0461397889771364,"250","neutral","neutral_250",0
