study.id,publication.year,publication.title,journal.name,doi,url,doi_clean,doi_url,ab_clean,intervention_count
6350,2012,Evaluating the effectiveness of human‚Äìorangutan conflict mitigation strategies in Sumatra,Journal of Applied Ecology,NA,http://dx.doi.org/10.1111/j.1365-2664.2012.02109.x,10.1111/j.1365-2664.2012.02109.x,https://doi.org/10.1111/j.1365-2664.2012.02109.x,"1.Crop raiding by great apes is an emerging conservation issue across their range. It is important because it involves highly threatened species that can cause significant economic damage and be killed in retribution. Yet, to date, no quantitative study has sought to test possible solutions for preventing this form of human-wildlife conflict. 2.From February 2007 to August 2009, we monitored crop-raiding patterns across a Sumatran agroforest landscape to determine background levels of human-orangutan conflict. We also intensively monitored a subset of 50 farms to assess changes in farmer attitudes towards orangutan management; differences between farmer reported and independently enumerated monetary loss from crop raiding; and the effectiveness of mitigation techniques in reducing orangutan crop raiding on 35 treatment farms (25 trialling noise deterrents and 10 trialling tree nets) in comparison with 15 control farms over a pre-trial (12month) and a trial (18month) phase. Five months after the trials had ended, the ongoing use or uptake of the techniques were assessed. 3.Across the wider landscape, background levels of mean daily orangutan crop-raiding incidents per month (±SE) farms did not significantly differ between the pre-trial (9∑1±3∑7) and trial (7∑1±4∑3) phases, whilst on the 35 treatment farms it reduced significantly. Furthermore, crop yield increased (+60∑8%) on the netted trial trees, but reduced (-27∑4%) on the control farm trees. Despite this, there was no subsequent use of this technique, unlike those farmers (40%) who continued using the less-effective noise deterrents. 4.Farmer participation in the project yielded unexpected and positive attitude changes, from preferring orangutan removal (pre-trial) to in situ management with crop protection measures (post-trial). However, project participation may have increased farmer expectations of receiving compensation because the treatment farmers consistently overestimated their crop losses, unlike the control farmers who did not. 5.Synthesis and applications. Whilst human-orangutan conflicts caused substantial losses to local livelihoods, the identification of an effective mitigation method (nets) neither guaranteed its continued use nor uptake. Developing easy to install nets for valuable tree crops is therefore recommended. Nevertheless, the project intervention efforts did create benign farmer attitudes towards orangutan management, an essential prerequisite for managing large-bodied mammals in conflict with people. © 2012 The Authors. Journal of Applied Ecology © 2012 British Ecological Society.",2
6352,2011,Hoolock gibbon conservation in India,Gibbon Journal,NA,http://www.gibbonconservation.org/07_publications/journal_engl.html,NA,NA,NA,3
6358,2011,Fostering appropriate behavior in rehabilitant orangutans (<i>Pongo pygmaeus</i>),International Journal of Primatology,NA,http://dx.doi.org/10.1007/s10764-011-9491-1,10.1007/s10764-011-9491-1,https://doi.org/10.1007/s10764-011-9491-1,"Rehabilitation centers in Indonesia and Malaysia accommodate displaced orangutans (Pongo pygmaeus and P. abelii) and aim to facilitate their release into the wild by developing in them the skills that are necessary for survival. Regular forest excursions are provided but their efficacy in improving learning of appropriate behaviors is unknown. We observed 40 rehabilitating orangutans from the Orangutan Care and Quarantine Centre during 3 forest excursions each to determine whether their behavior fostered the development of survival skills. In total, 38% of their time was spent in locomotion, particularly quadrupedal arboreal travel (13%), walking (8%), climbing (7%), and vine-swinging (4%). 26.5% of their time was spent = 5 m from the ground, at heights up to 25 m. Arboreal activities were more common early in the excursions and interaction with caregivers more common later (h 1: 0.3% of time; h 5: 0.9% of time). Individuals of lower body mass were significantly more likely to engage in arboreal movement, locomotion in general, eating of bark and leaves, and social play, and less likely to eat insects. Those that had been at the Centre the longest were less likely to perform arboreal activities and significantly more likely to be found standing and at ground level than those that had been there for a shorter time. During this study, many forest food items were consumed, particularly leaves and fruit, but also invertebrates and bark. Little time was spent in sexual behavior, tool use, nest building, or socially mediated learning, but social play occupied almost 6% of their time. We conclude that regular excursions into the forest are likely to assist in the development of locomotion and feeding skills for survival in rehabilitating orangutans, but special attention is needed to encourage nest building, social activities, and arboreal activity. Heavy individuals and those that have been captive for a long time are least likely to benefit. © 2011 Springer Science+Business Media, LLC.",1
6363,2012,"Evaluating the suitability of planted forests for African forest monkeys: a case study from Kakamega forest, Kenya",American Journal of Primatology,NA,http://dx.doi.org/10.1002/ajp.21012,10.1002/ajp.21012,https://doi.org/10.1002/ajp.21012,"As natural forest cover declines, planted forests have come to occupy an increasing percentage of the earth's surface, yet we know little about their suitability as alternative habitat for wildlife. Although some primate species use planted forests, few studies have compared primate populations in natural and nearby planted forests. From March 2006 to July 2010, we conducted line transect surveys and assessed group sizes and compositions in natural and nearby 60-70 year old mixed indigenous planted forest to determine the densities of diurnal primate species (Colobus guereza, Cercopithecus mitis, C. ascanius) in these two forest types at Isecheno, Kakamega Forest, Kenya. Line transect data were analyzed using the Encounter Rate, Whitesides, and Distance sampling methods, which all provided broadly consistent results. We found that all three diurnal primate species occupy both natural and planted forest at Isecheno. However, group densities of the two Cercopithecus species were 42-46% lower in planted than in natural forest. Colobus guereza achieved comparable group densities in the two forest types, although the species is found in smaller groups, and thus at lower (35%) individual density, in planted than in natural forest. Following a logging episode in the planted forest mid-way through our study, Cercopithecus ascanius group densities fell by 60% while C. mitis and Colobus guereza group densities remained stable over the next two years. Overall, our results suggest that while primate species vary in their response to habitat disturbance, planted forest has the potential to contribute to the conservation of some African monkey species. Even for the relatively flexible taxa in our study, however, 60-70 year old mixed indigenous planted forest failed to support densities comparable to those in nearby natural forest. From the perspective of Kakamega's primates, planted forests may supplement natural forest, but are not an adequate replacement for it. Am. J. Primatol. 73:1-14, 2011. © 2011 Wiley Periodicals, Inc.",1
6367,2013,"Release of rehabilitated Chlorocebus aethiops to Isishlengeni Game Farm in KwaZulu-Natal, South Africa",Journal for Nature Conservation,NA,http://www.sciencedirect.com/science/article/pii/S1617138113000046,10.1016/j.jnc.2013.01.002,https://doi.org/10.1016/j.jnc.2013.01.002,"Chlorocebus aethiops are treated as vermin by some in South Africa, and this has resulted in injury, illness and death of hundreds of C. aethiops, with orphans being very common. Rehabilitation centres care for, rehabilitate and aim to return these monkeys to the wild. This study describes the release of 29 C. aethiops to Isishlengeni Game Farm in KwaZulu-Natal, South Africa. The troop was monitored for six months. Confirmed survival of the troop was 62%, with 17% suspected mortality and 21% of the troop unaccounted for. The release site was not ideal due to hunting activities, the proximity of dwellings and roads and the presence of a wild troop. Preparation for release could be improved through the provision of naturally occurring foods and pre-release disease screening. Post-release monitoring would greatly benefit from the use of tracking devices to allow all animals to be followed post-release. © 2013 Elsevier GmbH.",7
6368,2012,"Assessment of the release of rehabilitated vervet monkeys into the Ntendeka Wilderness Area, KwaZulu-Natal, South Africa: a case study",Primates,NA,http://www.ncbi.nlm.nih.gov/pubmed/22258755,NA,NA,"In South Africa, vervet monkeys (Chlorocebus aethiops) are frequently persecuted, resulting in large numbers of injured and/or orphaned animals. Rehabilitation centres aim to care for these monkeys and ultimately return them to the wild whenever possible. However, it is unknown whether rehabilitation is successful in its goal of creating wild-living, independent, self-sustaining troops due to limited published research in this area. This study describes the release and subsequent fate of a troop of rehabilitated vervet monkeys over a 6-month period. A troop of 16 monkeys was released into the Ntendeka Wilderness Area, a protected part of Ngome Forest, by the WATCH (Wild Animal Trauma Centre and Haven) rehabilitation centre in KwaZulu-Natal, South Africa. Monitoring data were evaluated with regard to survival, mortality, suitability of the release site, breeding, condition, troop composition, behaviour, group dynamics, ranging patterns and the effectiveness of monitoring tools. The release was considered to be a partial success in that the troop exhibited behaviour, group dynamics and ranging patterns similar to wild conspecifics. However, the survival rate was low and the troop was judged to be non-self-sustaining. The main problems identified were the limited lifetimes of radio collars, which resulted in missing animals and caused monitoring to be cut short, illegal hunting activities, predation and a small troop size with few adults. The authors recommend improvements that may increase success, such as retaining troops in release enclosures for longer periods, releasing a larger troop with more adults that more closely matches wild troop composition, selecting a release site at least 3 km from the nearest human settlement and the use of GPS collars to allow for a longer monitoring period encompassing all seasonal conditions. Furthermore, all primates for release should be medically screened so as to avoid potential negative impacts on wild populations. © 2012 Japan Monkey Centre and Springer.",5
6369,2011,"The release of a troop of rehabilitated vervet monkeys (<i>Chlorocebus aethiops</i>) in KwaZulu-Natal, South Africa: outcomes and assessment",Folia Primatologica,NA,http://www.karger.com/DOI/10.1159/000337269,10.1159/000337269,https://doi.org/10.1159/000337269,"Rehabilitation and release have become central to the management and welfare of primate species in South Africa such as the vervet monkey (Chlorocebus aethiops). However, limited research means that it is unknown whether rehabilitation is a successful management strategy for this species. This study describes the release of a troop of rehabilitated vervet monkeys and evaluates the results of 1 year of post-release monitoring. The released animals exhibited wild behaviours and established a home range. Survival could not be adequately evaluated due to the high number of untraceable animals, and troop composition was significantly different from that of wild troops. Improvement may be gained by radio-collaring more animals using improved technology, ensuring that troop composition is comparable to wild troops, excluding ex-pets from re-introduction and a more detailed assessment of the release site. © 2012 S. Karger AG, Basel.",4
6372,2011,"Group release of sanctuary chimpanzees (<i>Pan troglodytes</i>) in the Haut Niger National Park, Guinea, West Africa: ranging patterns and lessons so far",International Journal of Primatology,NA,http://dx.doi.org/10.1007/s10764-010-9482-7,10.1007/s10764-010-9482-7,https://doi.org/10.1007/s10764-010-9482-7,"The release of wild or captive-bred mammals within their historical ranges typically aims to reestablish populations in areas where they have become extinct or extirpated, to reinforce natural populations, or to resolve human-wildlife conflicts. Such programs, which also typically in parallel help foster the protection of the release site, concern a wide range of endangered mammalian species, including our closest living relatives: chimpanzees. In June 2008, the Chimpanzee Conservation Center (CCC), which is located in the High Niger National Park (HNNP) in Guinea, released a group of 12 chimpanzees (Pan troglodytes verus) comprised of 6 females and 6 males (8-20 yr old). The selected release site lies 32 km from the sanctuary in the Mafou, a core area of HNNP where wild chimpanzees are also known to occur. The purpose of this release was therefore to reinforce the natural chimpanzee population within the Mafou core area and to promote the protection of the HNNP. Nearly 2 yr postrelease, 9 chimpanzees still remain free-living. Two thirds of the release chimpanzees were equipped with VHF-GPS store-on-board tracking collars. We used data from retrieved collars to explore the release chimpanzees' habitat use, individual day range, and core area use (50% and 80%) during the first year of the release. Males traveled significantly further than females. Although minimum day range did not differ between the sexes or vary seasonally, some release males were active for longer during the day than the females. Males also ranged over larger areas and used a wider network of core areas than the females. Habitat use was similar to that recorded in wild chimpanzees in the HNNP. As of September 2010, 2 males and 3 females form a group at the release site. Two of these females gave birth to healthy offspring respectively 16 and 20 mo postrelease. Another female successfully immigrated into a wild chimpanzee community. We suggest that the success of this chimpanzee release can be attributed to the CCC's lengthy rehabilitation process and the savanna-mosaic habitat of the HNNP. This release demonstrates that under special socioecological circumstances, the release of wild-born adult chimpanzees of both sexes is a viable strategy, which can also function as an effective conservation tool. © 2010 Springer Science+Business Media, LLC.",6
6373,2014,Using technology to save gorillas in the Mbe Mountains,Gorilla Journal,NA,http://www.berggorilla.org/en/journal/issues/journal-no-48/,NA,NA,NA,2
6374,2012,Gorilla Guardian update: expansion of the community-based monitoring network,Gorilla Journal,NA,http://www.berggorilla.org/en/journal/issues/journal-no-45/,NA,NA,NA,3
6375,2014,Survival of reintroduced pygmy slow loris <i>Nycticebus pygmaeus </i> in South Vietnam,Endangered Species Research,NA,http://dx.doi.org/doi:10.3354/esr00607,10.3354/esr00607,https://doi.org/10.3354/esr00607,"From 2009 to 2012 thirteen wild-born pygmy slow lorises Nycticebus pygmaeus (in this paper referred to as pygmy lorises), confiscated from illegal trade, were radio-collared and released into secondary forest in South Vietnam. Pygmy lorises were monitored until death, recapture, or loss of collar; the longest monitoring period was 73 d. The mean (±SD) distances between consecutive sleeping sites were recorded for 324 consecutive days and averaged 122 ± 108.0 m. Mean distances between sleeping sites for males and females were similar at 110.7 ± 92.6 m for males and 128.8 ± 116.7 m for females, with the greatest distance covered by a female (793 m). Mean height of the sleeping sites was 8.54 ± 4.46 m (n = 60), in trees with a mean diameter at breast height of 75.2 ± 58.4 cm (n = 225). Mean height of the trees where lorises slept was 20.2 ± 9.0 m (n = 230). The pygmy lorises slept mostly in the >8 m band, the area of highest tree connectivity. Of the pygmy lorises studied 38% (5/13) were found dead, 7% (1/13) were returned to captivity due to severe loss of condition and for 23% (3/13) the outcome is unknown due to early collar loss. Causes of death included hyperthermia and natural predation. The remaining 30% (4/13), 2 males and 2 females, were in good condition when last tracked before premature collar drop-off, up to 73 d after release. From this limited data set, a 'soft' release, wet season release and consideration of predator density at the release site are recommendations for increasing chances of survival.",10
6378,2012,"Assessing initial reintroduction success in long-lived primates by quantifying survival, reproduction, and dispersal parameters: western lowland gorillas (<i>Gorilla gorilla gorilla</i>) in Congo and Gabon",International Journal of Primatology,NA,http://dx.doi.org/10.1007/s10764-011-9563-2,10.1007/s10764-011-9563-2,https://doi.org/10.1007/s10764-011-9563-2,"Postrelease monitoring is an important aspect of reintroduction projects, one outcome of which is to allow an assessment of the initial success of the reintroduction, often measured by quantifying survival and reproduction rates. In long-lived species, accurate estimations of demographic parameters are difficult to obtain, and therefore assessment of reintroduction success in such species is challenging. To assess the initial success of a reintroduction program for the long-lived, slow-reproducing, and critically endangered western lowland gorilla Gorilla gorilla gorilla, we analyzed postrelease monitoring data from 2 reintroduced populations, in the BatÈkÈ Plateau region of the Republics of Congo and Gabon, to quantify several demographic parameters, and compared our results with published data on wild gorilla populations. Annual survival rate of the 51 released gorillas was 97. 4%, 9 females gave birth to 11 infants at an annual birth rate of 0. 196 births per adult female, and first-year survival of the infants was 81. 8%. Annual birth rate within the reintroduced populations is not significantly different from that given for wild western gorilla populations, and other demographic parameters fall within the range of published data for wild gorilla populations. Our analysis illustrates that the reintroduction program has been successful in terms of the initial measures of postrelease survival and reproduction, and our quantitative data should facilitate the development of a population model that can predict the probability of population persistence and therefore provide an indication of longer-term reintroduction success. © 2011 Springer Science+Business Media, LLC.",14
6380,2012,Education Program Evaluation at Multiple Primate Sanctuaries in Equatorial Africa,International Journal of Primatology,NA,http://dx.doi.org/10.1007/s10764-011-9557-0,10.1007/s10764-011-9557-0,https://doi.org/10.1007/s10764-011-9557-0,"The past decade has witnessed a shift in the role of primate sanctuaries in Africa from warehouses of salvaged animals to proactive conservation organizations. As part of this new role, the Pan African Sanctuary Alliance (PASA) has conducted annual training workshops for educators from member sanctuaries. These workshops have included content on program development, interpretive techniques, and evaluation techniques. Here we use meta-analytic techniques to examine data from the resulting education evaluation programs for trends in knowledge acquisition across PASA sanctuaries. Question content strongly impacted the evaluation results of the conservation education program. In addition, effect size and final performance scores were independent of one another and provide different perspectives as to the effectiveness of a conservation education program. These results highlight the importance of using both final performance scores and effect size measures in conservation education program evaluation. They also underscore the importance of evaluating knowledge transfer as part of the larger picture of evaluating pro-environmental behavior change and conservation impact. © 2011 Springer Science+Business Media, LLC.",1
6385,2014,Primates living outside protect4ed habitats are more stressed: the case of black howler monkeys in the Yucat√°n Peninsula,PLoS ONE,NA,http://dx.doi.org/10.1371%2Fjournal.pone.0112329,10.1371/journal.pone.0112329,https://doi.org/10.1371/journal.pone.0112329,"The non-invasive monitoring of glucocorticoid hormones allows for the assessment of the physiological effects of anthropogenic disturbances on wildlife. Variation in glucocorticoid levels of the same species between protected and unprotect areas seldom has been measured, and the available evidence suggests that this relationship may depend on species-specific habitat requirements and biology. In the present study we focused on black howler monkeys ( Alouatta pigra), a canopy-dwelling primate species, as a case study to evaluate the physiological consequences of living in unprotected areas, and relate them with intragroup competition and competition with extragroup individuals. From February 2006 to September 2007 we collected 371 fecal samples from 21 adults belonging to five groups (two from protected and three from unprotected areas) in Campeche, Mexico. We recorded agonistic interactions within groups and encounters with other groups (1,200 h of behavioral observations), and determined fecal glucocorticoid metabolite (FGM) concentrations with radioimmunoassays. We used linear mixed models and Akaike's information criterion to choose the best model explaining variation in FGM concentrations between protected and unprotected areas calculated from five categorical variables: habitat type (protected vs. unprotected), participation in agonistic interactions, intergroup encounters, sex and female reproductive state, and season. The best model included habitat type, the interaction between habitat type and agonism, and the interaction between habitat type and season. FGM concentrations were higher in unprotected habitats, particularly when individuals were involved in agonistic interactions; seasonal variation in FGM concentrations was only detected in protected habitats. High FGM concentrations in black howler monkeys living in unprotected habitats are associated with increased within-group food competition and probably associated with exposure to anthropogenic stressors and overall food scarcity. Because persistent high GC levels can be detrimental to health and fitness, populations living in disturbed unprotected areas may not be viable in the long-term.",1
6395,2012,"The use of field patrol in monitoring of forest primates and illegal hunting activities in Kakum Conservation Area, Ghana",African Primates,NA,http://www.academia.edu/4271250,NA,NA,NA,2
6455,2013,"Impact of livestock grazing on plant and small mammal communities in the Ruby Mountains, northeastern Nevada",Western North American Naturalist,NA,http://dx.doi.org/10.3398/064.073.0403,10.3398/064.073.0403,https://doi.org/10.3398/064.073.0403,"We assessed the effects of livestock grazing on vegetation and small mammals in semiarid habitat at a site in northeastern Nevada. Habitat within a fenced exclosure that had been protected from grazing for more than 50 years supported more vegetation and had greater plant diversity compared to habitat immediately outside the exclosure. Likewise, species richness and abundance of small mammals were greater in ungrazed areas. Results suggest that grazing regulation in recent decades may account for some of the changes seen in regional plants and small mammals over the past century. The incorporation of long-term exclosures in a comparative framework permits differentiation of the direct effects of grazing on biotic communities and thus provides a reference point for assessing the influence of grazing relative to other factors in the interpretation of historical change. © 2013.",1
6535,2014,"Lemurs and tourism in Ranomafana National Park, Madagascar: economic boom and other consequences",Primate tourism: A tool for conservation,NA,http://dx.doi.org/10.1371/journal.pone.0119609,10.1371/journal.pone.0119609,https://doi.org/10.1371/journal.pone.0119609,"Rehabilitation of animals followed by reintroduction into the wild can benefit conservation by supplementing depleted wild populations or reintroducing a species in an area where it has been extirpated or become extinct. The western lowland gorilla (WLG, Gorilla g. gorilla ) is persistently poached; infants are often illegally traded and used as pets. Some are confiscated and rehabilitated, then kept in sanctuaries or reintroduced into the wild. Prior to reintroduction, the ability of the orphans to survive independently in their environment needs to be assessed. Here, we performed a multivariate analysis, including diet composition, activity-budget, and pattern of strata using of a group of five juvenile WLG in the process of rehabilitation and distinguished three sub-periods of ecological significance: the high furgivory period, the Dialium fruits consumption period, and the high folivory period. The consequences of these variations on their well-being (play behaviour) and the group cohesion (spatial proximity and social interactions) were examined. Like wild WLGs, diets shifted seasonally from frugivorous to folivorous, while the same staple foods were consumed and large amounts of Dialium fruits were seasonally gathered high in trees. When succulent fruit intake was the highest, thus providing high energy from sugar, juveniles spent less time feeding, more time playing and group cohesion was the highest. Conversely, the cohesion decreased with increasing folivory, individuals spent more time feeding and less time playing together. Nonetheless, the group cohesion also decreased after the death of one highly social, wild-born orphan. This may underscore the importance of skilled individuals in the cohesion and well-being of the entire group and, ultimately, to rehabilitation success. This study evaluates the rehabilitation success with regards to the methods used and highlights the need to consider a set of individual and environmental factors for enhancing rehabilitation while preserving the local biodiversity and individual well-being.",1
6600,2017,"Designing a new access point for lesser horseshoe bats, Gloucestershire, UK",Conservation Evidence,NA,https://conservationevidencejournal.com/reference/pdf/6600,NA,NA,"The aim of this intervention was to create a new flight-path and roost access point for lesser horseshoe bats (Rhinolophus hipposideros) in Gloucestershire, UK. Their existing access point was to be enclosed within an extension to the building they occupied, as part of a redevelopment project. Two designs were tried, and detailed observations were made of bats exiting and attempting to return to their roost. The initial design required the bats to execute a 90∞ turn at the base of a short vertical shaft, and very few bats returned to the roost through this access point design. The final design provided a clear ëline-of-sightí through the structure enclosing the flight-path; bats did return to the roost via this access point. Before the intervention colony numbers did not exceed 35 bats (adults and young); during the construction period, numbers dropped to just seven individuals. Post-intervention (after 15 years), numbers of lesser horseshoe bats (adults and young) have exceeded 400 individuals.",1
6602,2017,"Performance of artificial maternity bat roost structures near Bath, UK",Conservation Evidence,NA,https://conservationevidencejournal.com/reference/pdf/6602,NA,NA,"Surveys were undertaken in 2010 to assess the potential impacts on maternity roosts of brown long-eared bat Plecotus auritus and common pipistrelle bat Pipistrellus pipistrellus before the demolition and redevelopment of a converted farm house and associated outbuildings in the Cotswolds Hills near Bath, UK. As all bat species and their roosts are afforded statutory protection in the UK, a licence was required before the buildings could be demolished. This licence required the construction of two new purpose-designed bat structures in compensation, with the specific goal being the re-establishment of the displaced maternity colonies. Separate bat house and bat wall structures were completed by early spring 2011 with the primary purpose of attracting void-dwelling brown long-eared and crevice-dwelling common pipistrelle bats respectively. Roosting brown long-eared bats established in the Bat House from late 2012, with observed numbers peaking at 20-25 in summer 2013, indicating that a maternity colony had probably re-established. Although a common pipistrelle maternity roost had not established by 2017, small numbers of common pipistrelles were using features within both the bat house and bat wall.",2
6678,2016,Mid-incubation relocation and embryonic survival in loggerhead sea turtle eggs,Journal of Wildlife Management,NA,http://dx.doi.org/10.1002/jwmg.1023,10.1002/jwmg.1023,https://doi.org/10.1002/jwmg.1023,"Relocations of sea turtle nests are generally performed within 12 hours of deposition to avoid damaging fragile respiratory membranes as they attach to the egg. In May 2007, a tropical storm on the east coast of Florida resulted in severe dune erosion and permission was given for beach and dune restoration. Nests already located on the beach, or that were laid prior to project commencement, were relocated at times varying between 10 days and 38 days post-deposition. This provided an opportunity to examine egg mortality in loggerhead sea turtle (Caretta caretta) nests moved during this critical time period, and determine whether there was a correlation between the relocation and the timing of arrested egg development; we compared hatching and emergence success to nests relocated during the standard initial 12 hours post-deposition and those left in situ. Following hatchling emergence, we collected remaining unhatched eggs to determine development stage at the time of embryonic death. Mean hatch success was 53% for nests moved mid-incubation, versus 79-90% for nests left in situ or moved within 12 hours of deposition. For 6 of 10 nests, embryonic development ceased at the same visual developmental stage as the relocation. Although moving nests later than 12 hours decreases nest success and should be a matter of last resort, the forecasts for increased storm activity and sea level rise, and other impacts such as beach oiling, may necessitate nest relocation under less than ideal circumstances. Choice of relocation site may also be significant; nests placed in native sand had lower emergence success than those moved to the renourished area.",1
6680,2013,Circle hooks: developing better fishing practices in the artisanal longline fisheries of the eastern Pacific Ocean,Biological Conservation,NA,http://dx.doi.org/10.1016/j.biocon.2013.01.019,10.1016/j.biocon.2013.01.019,https://doi.org/10.1016/j.biocon.2013.01.019,"Since 2004, governments and non-governmental organizations, together with the fishing communities from nine countries, from Mexico to Peru, have implemented joint efforts to reduce incidental mortality of sea turtles in artisanal longline fisheries of the Eastern Pacific Ocean (EPO). These countries are involved in a Regional Sea Turtle Bycatch Program to achieve this goal. Circle hooks have been proposed as a way to mitigate incidental mortality of sea turtles. Thus, we analyze the performance of circle hooks in relation to J-style and tuna hooks on the hooking rates of target and non-target species in the artisanal surface longline fisheries of three of the participating countries with the largest sample sizes (Ecuador, Panama and Costa Rica). These fisheries target mahi-mahi, Coryphaena hippurus, or a combination of tunas, billfishes and sharks (TBS), and use different techniques and gear configurations to catch their targets. For the TBS fishery we presented the results of comparisons between tuna hooks and 16/0 circle hooks from Ecuador, Panama and Costa Rica, and between tuna hooks and 18/0 circle hooks in Costa Rica. For the mahi-mahi fishery, we analyzed the performance of 14/0 and 15/0 circle hooks in Ecuadorian vessels and 16/0 circle hooks in Costa Rican vessels vs. the traditional J-style hooks. A total of 730,362 hooks were observed in 3126 sets. Hooking rates for target and non-target species were not consistent for all fisheries and countries analyzed. However, circle hooks reduced sea turtle hooking rates in most of the comparisons. © 2013 Elsevier Ltd.",1
6784,2013,Captive management and breeding of the critically endangered southern corroboree frog (<i>Pseudophryne corroboree</i>) (Moore 1953) at Taronga and Melbourne Zoos.,Amphibian & Reptile Conservation,10.1655/03-55,https://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjY7-r-tevYAhUJalAKHQaFB18QFggpMAA&url=https%3A%2F%2Fwww.zoo.org.au%2Fsites%2Fdefault%2Ffiles%2FMcFadden%2520et%2520al.%2520Amphibian%2520research%2520%2526%2520Conservation_%2520Southern%2520Corroboree%2520Frog.pdf&usg=AOvVaw2lxz_bn6Yl131xCR23cOpK,10.1655/03-55,https://doi.org/10.1655/03-55,"Salamandra salamandra has an unusual mode of reproduction. Females retain eggs in their oviducts and give birth to aquatic larvae or, in some populations, to fully metamorphosed juveniles. We investigated how variation in the birth size of larvae of five different sibships of S. salamandra affected larval survival, larval growth rates, time to metamorphosis, and size at metamorphosis under different food and temperature conditions. Maternal effects, via the effect of larval birth size, attenuated throughout development in all environments but still affected metamorphic traits at lower temperatures. Larval developmental time was negatively correlated with larval birth size and positively correlated with size at metamorphosis. After controlling for the effect of larval birth size, broad-sense heritabilities were obtained for residual values of metamorphic traits, indicating that enough genetic variability exists at lower temperature environments and that responses to selection of metamorphic traits are possible. The size at and the time to metamorphosis were phenotypically and genetically correlated. Since both traits presumably affect fitness, genetic dependence between size and time to metamorphosis may act as a constraint on adaptive evolution through antagonistic pleiotropy. Mass-specific growth, time to metamorphosis, and size at metamorphosis were plastic under different temperature and food conditions, but no significant sibship x environment interaction was found for any trait. In addition, significant cross-environment correlation for size at metamorphosis with respect to the food gradient indicates low potential for the adaptive evolution of reaction norms to heterogeneous food environments.",5
6786,2015,"Thermal tolerance limits and effects of temperature on the growth and development of the green toad, <i>Bufotes viridis</i>",Salamandra (English 2005+),NA,http://www.salamandra-journal.com/index.php/home/contents/2015-vol-51/401-derakhshan-z-m-nokhbatolfoghahai/file,NA,NA,"There is growing concern that climate change will have significant impacts on environmental quality and natural resources including amphibians. Among some data available on the effects of temperature changes on anurans, most studies have concentrated on adult individuals, and information is lacking on the effects of changed temperatures on the developmental patterns of anurans, including Bufotes viridis. To identify the range of temperature tolerance in B. viridis, we studied the effect of five temperatures (8, 15, 18, 25, 30∞C) on the growth and development of the eggs of this species. Egg masses of B. viridis were collected from its natural habitat and placed in a designed aquarium with heating and cooling systems supplying a range of temperatures between 0 and 40∞C. Sizes were measured and developmental stages identified relative to age to the early feeding tadpole stage (Gosner stage 25) at increments of temperature. The numbers of abnormal embryos and larvae were recorded at every temperature and thermal tolerance was recorded. A direct correlation was found to exist between temperature and growth and developmental rates. The results also confirmed that the developmental rate decreases with decreasing temperature. Larvae at stage 25 showed a significant difference in length only between eggs incubated at 8 and 30∞C, respectively. It is concluded that developing eggs have a temperature tolerance from 12 through 25∞C, and temperatures outside this range will reduce their survival rate.",1
6790,2012,"The conservation breeding of two foot-flagging frog species from Borneo, <i>Staurois parvus</i> and <i>Staurois guttatus</i>",Amphibian & Reptile Conservation,NA,http://www.redlist-arc.org/Article-PDFs/ARC_5(3)_45-56_e51_low_res.pdf,NA,NA,NA,2
6791,2014,The effect of different UV and calcium provisioning on health and fitness traits of red-eyed tree frogs (<i>Agalychnis callidryas</i>),Journal of Zoo and Aquarium Research,10.19227/jzar.v2i3.70,https://doi.org/10.19227/jzar.v2i3.70,10.19227/jzar.v2i3.70,https://doi.org/10.19227/jzar.v2i3.70,NA,1
6863,2016,Bats and licensing: a report on the success of maternity roost compensation measures,NA,NA,https://www.nature.scot/sites/default/files/Publication%202016%20-%20SNH%20Commissioned%20Report%20928%20-%20Bats%20and%20Licensing%20-%20A%20report%20on%20the%20success%20of%20maternity%20roost%20compensation%20measures.pdf,NA,NA,NA,5
