TweetID,HandLabel,AnnotatorID
5.1196E+17,Neutral,77
5.1196E+17,Neutral,79
5.1196E+17,Neutral,80
5.1196E+17,Neutral,78
5.1196E+17,Negative,80
5.1196E+17,Neutral,82
5.1196E+17,Positive,82
5.1196E+17,Positive,82
5.1196E+17,Neutral,82
5.1196E+17,Positive,82
5.1196E+17,Positive,77
5.1196E+17,Negative,81
5.1196E+17,Negative,82
5.1196E+17,Neutral,78
5.1196E+17,Positive,82
5.1196E+17,Negative,77
5.1196E+17,Neutral,77
5.1196E+17,Positive,82
5.1196E+17,Neutral,79
5.1196E+17,Negative,82
5.1196E+17,Negative,79
5.1196E+17,Neutral,77
5.1196E+17,Neutral,78
5.1196E+17,Neutral,80
5.1196E+17,Positive,79
5.11961E+17,Neutral,78
5.11961E+17,Neutral,80
5.11961E+17,Neutral,82
5.11961E+17,Neutral,82
5.11961E+17,Neutral,82
5.11961E+17,Neutral,82
5.11961E+17,Neutral,77
5.11961E+17,Positive,81
5.11961E+17,Negative,82
5.11961E+17,Negative,82
5.11961E+17,Neutral,77
5.11961E+17,Neutral,77
5.11961E+17,Neutral,79
5.11961E+17,Positive,77
5.11961E+17,Negative,80
5.11961E+17,Negative,79
5.11961E+17,Positive,80
5.11961E+17,Positive,82
5.11961E+17,Neutral,78
5.11961E+17,Neutral,78
5.11961E+17,Neutral,80
5.11961E+17,Positive,82
5.11961E+17,Neutral,82
5.11961E+17,Negative,82
5.11961E+17,Neutral,82
5.11961E+17,Neutral,77
5.11961E+17,Positive,82
5.11961E+17,Neutral,82
5.11961E+17,Neutral,77
5.11961E+17,Neutral,77
5.11961E+17,Positive,79
5.11961E+17,Neutral,82
5.11961E+17,Neutral,79
5.11961E+17,Neutral,77
5.11961E+17,Neutral,78
5.11961E+17,Negative,80
5.11961E+17,Negative,79
5.11961E+17,Negative,80
5.11961E+17,Negative,78
5.11961E+17,Neutral,80
5.11961E+17,Neutral,82
5.11961E+17,Negative,82
5.11962E+17,Neutral,82
5.11962E+17,Negative,81
5.11962E+17,Neutral,82
5.11962E+17,Negative,82
5.11962E+17,Neutral,77
5.11962E+17,Neutral,82
5.11962E+17,Neutral,77
5.11962E+17,Neutral,79
5.11962E+17,Neutral,79
5.11962E+17,Neutral,77
5.11962E+17,Negative,80
5.11962E+17,Neutral,79
5.11962E+17,Positive,82
5.11962E+17,Positive,80
5.11962E+17,Neutral,78
5.11962E+17,Neutral,78
5.11962E+17,Neutral,80
5.11962E+17,Negative,82
5.11962E+17,Positive,82
5.11962E+17,Positive,82
5.11962E+17,Positive,77
5.11962E+17,Neutral,81
5.11962E+17,Negative,82
5.11962E+17,Neutral,82
5.11962E+17,Neutral,77
5.11962E+17,Neutral,77
5.11962E+17,Neutral,79
5.11962E+17,Neutral,77
5.11962E+17,Neutral,80
5.11962E+17,Positive,79
5.11962E+17,Positive,80
5.11963E+17,Negative,82
5.11963E+17,Neutral,78
5.11963E+17,Neutral,80
5.11963E+17,Negative,82
5.11963E+17,Positive,82
5.11963E+17,Positive,82
5.11963E+17,Neutral,77
5.11963E+17,Neutral,82
5.11963E+17,Positive,81
5.11963E+17,Neutral,82
5.11963E+17,Positive,82
5.11963E+17,Neutral,77
5.11963E+17,Neutral,77
5.11963E+17,Negative,78
5.11963E+17,Negative,79
5.11963E+17,Neutral,79
5.11963E+17,Neutral,82
5.11963E+17,Neutral,77
5.11963E+17,Neutral,80
5.11963E+17,Neutral,82
5.11963E+17,Negative,79
5.11963E+17,Negative,78
5.11963E+17,Negative,80
5.11963E+17,Neutral,78
5.11963E+17,Negative,82
5.11963E+17,Negative,82
5.11963E+17,Negative,82
5.11963E+17,Negative,82
5.11963E+17,Negative,77
5.11963E+17,Negative,81
5.11963E+17,Neutral,82
5.11963E+17,Negative,82
5.11963E+17,Neutral,77
5.11963E+17,Neutral,77
5.11963E+17,Neutral,79
5.11963E+17,Positive,79
5.11963E+17,Negative,77
5.11963E+17,Neutral,80
5.11963E+17,Positive,82
5.11963E+17,Positive,79
5.11963E+17,Positive,80
5.11963E+17,Positive,78
5.11963E+17,Neutral,78
5.11963E+17,Neutral,80
5.11964E+17,Positive,82
5.11964E+17,Negative,82
5.11964E+17,Positive,82
5.11964E+17,Neutral,82
5.11964E+17,Neutral,82
5.11964E+17,Negative,77
5.11964E+17,Negative,81
5.11964E+17,Neutral,82
5.11964E+17,Positive,82
5.11964E+17,Positive,77
5.11964E+17,Neutral,77
5.11964E+17,Neutral,77
5.11964E+17,Neutral,80
5.11964E+17,Negative,79
5.11964E+17,Neutral,80
5.11964E+17,Neutral,78
5.11964E+17,Positive,78
5.11964E+17,Neutral,80
5.11964E+17,Positive,82
5.11964E+17,Positive,82
5.11964E+17,Neutral,82
5.11964E+17,Positive,82
5.11964E+17,Negative,77
5.11964E+17,Neutral,81
5.11964E+17,Neutral,82
5.11964E+17,Positive,82
5.11964E+17,Neutral,77
5.11964E+17,Neutral,77
5.11964E+17,Negative,79
5.11964E+17,Negative,79
5.11964E+17,Negative,77
5.11964E+17,Negative,82
5.11964E+17,Negative,80
5.11964E+17,Negative,79
5.11964E+17,Negative,80
5.11964E+17,Neutral,78
5.11964E+17,Neutral,80
5.11964E+17,Neutral,82
5.11964E+17,Neutral,82
5.11964E+17,Positive,78
5.11964E+17,Positive,82
5.11965E+17,Negative,77
5.11965E+17,Negative,82
5.11965E+17,Negative,81
5.11965E+17,Negative,82
5.11965E+17,Neutral,82
5.11965E+17,Positive,82
5.11965E+17,Neutral,77
5.11965E+17,Neutral,77
5.11965E+17,Negative,79
5.11965E+17,Negative,78
5.11965E+17,Negative,79
5.11965E+17,Neutral,77
5.11965E+17,Positive,80
5.11965E+17,Neutral,79
5.11965E+17,Neutral,82
5.11965E+17,Negative,78
5.11965E+17,Positive,80
5.11965E+17,Neutral,82
5.11965E+17,Neutral,82
5.11965E+17,Positive,82
5.11965E+17,Negative,77
5.11965E+17,Positive,81
5.11965E+17,Neutral,82
5.11965E+17,Neutral,82
5.11965E+17,Neutral,82
5.11965E+17,Neutral,77
5.11965E+17,Negative,77
5.11965E+17,Negative,79
5.11965E+17,Neutral,79
5.11965E+17,Neutral,77
5.11965E+17,Neutral,80
5.11965E+17,Negative,79
5.11965E+17,Neutral,80
5.11965E+17,Positive,78
5.11965E+17,Neutral,80
5.11965E+17,Neutral,82
5.11966E+17,Positive,82
5.11966E+17,Neutral,82
5.11966E+17,Negative,77
5.11966E+17,Positive,81
5.11966E+17,Positive,78
5.11966E+17,Positive,82
5.11966E+17,Neutral,77
5.11966E+17,Neutral,77
5.11966E+17,Positive,79
5.11966E+17,Positive,82
5.11966E+17,Neutral,78
5.11966E+17,Negative,79
5.11966E+17,Neutral,77
5.11966E+17,Neutral,80
5.11966E+17,Negative,79
5.11966E+17,Neutral,80
5.11966E+17,Neutral,78
5.11966E+17,Positive,80
5.11966E+17,Positive,82
5.11966E+17,Positive,82
5.11966E+17,Neutral,82
5.11966E+17,Negative,77
5.11966E+17,Negative,81
5.11966E+17,Neutral,82
5.11966E+17,Neutral,82
5.11966E+17,Neutral,82
5.11966E+17,Neutral,77
5.11966E+17,Neutral,82
5.11966E+17,Neutral,77
5.11966E+17,Positive,79
5.11966E+17,Positive,79
5.11966E+17,Neutral,77
5.11966E+17,Negative,80
5.11966E+17,Neutral,78
5.11966E+17,Negative,79
5.11966E+17,Neutral,80
5.11966E+17,Neutral,78
5.11966E+17,Positive,82
5.11966E+17,Positive,80
5.11967E+17,Negative,82
5.11967E+17,Neutral,82
5.11967E+17,Positive,82
5.11967E+17,Neutral,77
5.11967E+17,Neutral,81
5.11967E+17,Negative,82
5.11967E+17,Neutral,82
5.11967E+17,Neutral,77
5.11967E+17,Negative,77
5.11967E+17,Positive,79
5.11967E+17,Neutral,79
5.11967E+17,Positive,77
5.11967E+17,Negative,80
5.11967E+17,Neutral,79
5.11967E+17,Neutral,82
5.11967E+17,Neutral,80
5.11967E+17,Neutral,78
5.11967E+17,Neutral,78
5.11967E+17,Negative,82
5.11967E+17,Neutral,80
5.11967E+17,Neutral,82
5.11967E+17,Neutral,82
5.11968E+17,Positive,82
5.11968E+17,Negative,77
5.11968E+17,Positive,81
5.11968E+17,Neutral,82
5.11968E+17,Negative,82
5.11968E+17,Neutral,77
5.11968E+17,Neutral,77
5.11968E+17,Positive,79
5.11968E+17,Neutral,82
5.11968E+17,Neutral,77
5.11968E+17,Neutral,80
5.11968E+17,Positive,79
5.11968E+17,Neutral,80
5.11968E+17,Neutral,78
5.11968E+17,Positive,80
5.11968E+17,Positive,82
5.11968E+17,Neutral,82
5.11968E+17,Neutral,82
5.11968E+17,Positive,77
5.11968E+17,Neutral,81
5.11968E+17,Negative,82
5.11968E+17,Negative,82
5.11968E+17,Neutral,82
5.11968E+17,Negative,82
5.11968E+17,Negative,77
5.11968E+17,Neutral,77
5.11968E+17,Neutral,78
5.11968E+17,Neutral,79
5.11968E+17,Neutral,79
5.11968E+17,Neutral,77
5.11969E+17,Neutral,80
5.11969E+17,Negative,82
5.11969E+17,Neutral,79
5.11969E+17,Negative,80
5.11969E+17,Positive,78
5.11969E+17,Negative,80
5.11969E+17,Neutral,82
5.11969E+17,Positive,82
5.11969E+17,Neutral,82
5.11969E+17,Neutral,78
5.11969E+17,Neutral,82
5.11969E+17,Neutral,77
5.11969E+17,Negative,81
5.11969E+17,Neutral,82
5.11969E+17,Neutral,82
5.11969E+17,Neutral,77
5.11969E+17,Neutral,77
5.11969E+17,Neutral,79
5.11969E+17,Neutral,82
5.11969E+17,Neutral,79
5.11969E+17,Neutral,77
5.11969E+17,Neutral,80
5.11969E+17,Negative,82
5.11969E+17,Negative,79
5.11969E+17,Neutral,80
5.11969E+17,Negative,78
5.11969E+17,Neutral,80
5.11969E+17,Positive,82
5.11969E+17,Negative,82
5.11969E+17,Neutral,82
5.11969E+17,Neutral,77
5.11969E+17,Neutral,81
5.11969E+17,Neutral,78
5.11969E+17,Negative,82
5.11969E+17,Negative,82
5.11969E+17,Neutral,77
5.11969E+17,Neutral,77
5.1197E+17,Neutral,79
5.1197E+17,Neutral,79
5.1197E+17,Neutral,82
5.1197E+17,Neutral,77
5.1197E+17,Positive,82
5.1197E+17,Positive,80
5.1197E+17,Neutral,78
5.1197E+17,Positive,79
5.1197E+17,Positive,80
5.1197E+17,Neutral,82
5.1197E+17,Neutral,78
5.1197E+17,Negative,80
5.1197E+17,Positive,82
5.1197E+17,Positive,82
5.1197E+17,Neutral,82
5.1197E+17,Neutral,78
5.1197E+17,Positive,82
5.1197E+17,Neutral,77
5.1197E+17,Positive,81
5.1197E+17,Neutral,82
5.1197E+17,Neutral,82
5.1197E+17,Neutral,77
5.1197E+17,Neutral,77
5.1197E+17,Neutral,82
5.1197E+17,Neutral,77
5.1197E+17,Positive,82
5.1197E+17,Positive,80
5.1197E+17,Neutral,79
5.1197E+17,Negative,80
5.1197E+17,Negative,78
5.1197E+17,Negative,80
5.1197E+17,Neutral,82
5.11971E+17,Neutral,82
5.11971E+17,Neutral,82
5.11971E+17,Positive,77
5.11971E+17,Positive,81
5.11971E+17,Neutral,82
5.11971E+17,Negative,82
5.11971E+17,Neutral,77
5.11971E+17,Neutral,77
5.11971E+17,Negative,79
5.11971E+17,Negative,79
5.11971E+17,Negative,78
5.11971E+17,Neutral,77
5.11971E+17,Neutral,82
5.11971E+17,Positive,80
5.11971E+17,Positive,79
5.11971E+17,Positive,82
5.11971E+17,Positive,80
5.11971E+17,Neutral,78
5.11971E+17,Neutral,78
5.11971E+17,Neutral,80
5.11971E+17,Neutral,82
5.11971E+17,Neutral,82
5.11971E+17,Positive,82
5.11971E+17,Neutral,82
5.11971E+17,Neutral,77
5.11971E+17,Positive,81
5.11971E+17,Positive,82
5.11971E+17,Positive,82
5.11971E+17,Positive,82
5.11971E+17,Negative,78
5.11971E+17,Neutral,77
5.11971E+17,Neutral,77
5.11971E+17,Neutral,79
5.11971E+17,Neutral,77
5.11971E+17,Negative,80
5.11971E+17,Negative,82
5.11971E+17,Neutral,79
5.11971E+17,Neutral,82
5.11971E+17,Positive,80
5.11971E+17,Neutral,78
5.11971E+17,Neutral,78
5.11971E+17,Neutral,80
5.11971E+17,Positive,82
5.11971E+17,Neutral,82
5.11971E+17,Neutral,82
5.11971E+17,Negative,82
5.11971E+17,Negative,82
5.11971E+17,Neutral,77
5.11972E+17,Negative,81
5.11972E+17,Negative,78
5.11972E+17,Neutral,82
5.11972E+17,Neutral,82
5.11972E+17,Negative,82
5.11972E+17,Neutral,77
5.11972E+17,Neutral,77
5.11972E+17,Negative,79
5.11972E+17,Neutral,82
5.11972E+17,Positive,79
5.11972E+17,Neutral,77
5.11972E+17,Neutral,80
5.11972E+17,Neutral,79
5.11972E+17,Neutral,78
5.11972E+17,Positive,80
5.11972E+17,Positive,82
5.11972E+17,Positive,78
5.11972E+17,Neutral,80
5.11972E+17,Neutral,82
5.11972E+17,Negative,82
5.11972E+17,Neutral,82
5.11972E+17,Positive,82
5.11972E+17,Neutral,77
5.11972E+17,Neutral,81
5.11972E+17,Positive,82
5.11972E+17,Negative,78
5.11972E+17,Neutral,82
5.11972E+17,Neutral,77
5.11972E+17,Neutral,77
5.11972E+17,Negative,79
5.11972E+17,Negative,79
5.11972E+17,Neutral,77
5.11972E+17,Negative,80
5.11972E+17,Neutral,79
5.11972E+17,Negative,80
5.11972E+17,Neutral,78
5.11972E+17,Neutral,80
5.11972E+17,Negative,82
5.11972E+17,Negative,82
5.11972E+17,Negative,82
5.11972E+17,Negative,77
5.11973E+17,Positive,81
5.11973E+17,Positive,82
5.11973E+17,Neutral,82
5.11973E+17,Negative,82
5.11973E+17,Neutral,77
5.11973E+17,Negative,77
5.11973E+17,Neutral,79
5.11973E+17,Positive,79
5.11973E+17,Neutral,77
5.11973E+17,Neutral,78
5.11973E+17,Neutral,80
5.11973E+17,Positive,79
5.11973E+17,Neutral,80
5.11973E+17,Neutral,78
5.11973E+17,Positive,80
5.11973E+17,Negative,82
5.11973E+17,Negative,82
5.11973E+17,Neutral,82
5.11973E+17,Negative,77
5.11973E+17,Neutral,81
5.11973E+17,Neutral,82
5.11973E+17,Negative,82
5.11973E+17,Negative,82
5.11973E+17,Positive,82
5.11973E+17,Neutral,77
5.11973E+17,Neutral,77
5.11973E+17,Positive,79
5.11973E+17,Neutral,79
5.11973E+17,Neutral,78
5.11973E+17,Neutral,77
5.11973E+17,Neutral,80
5.11973E+17,Negative,79
5.11973E+17,Positive,80
5.11974E+17,Neutral,78
5.11974E+17,Positive,80
5.11974E+17,Negative,82
5.11974E+17,Positive,82
5.11974E+17,Positive,82
5.11974E+17,Neutral,82
5.11974E+17,Negative,82
5.11974E+17,Positive,77
5.11974E+17,Neutral,81
5.11974E+17,Negative,82
5.11974E+17,Negative,82
5.11974E+17,Positive,77
5.11974E+17,Neutral,77
5.11974E+17,Neutral,79
5.11974E+17,Negative,79
5.11974E+17,Neutral,77
5.11974E+17,Negative,80
5.11974E+17,Negative,79
5.11974E+17,Neutral,80
5.11974E+17,Neutral,78
5.11974E+17,Positive,80
5.11974E+17,Neutral,82
5.11974E+17,Neutral,82
5.11974E+17,Negative,82
5.11974E+17,Neutral,77
5.11974E+17,Neutral,81
5.11974E+17,Positive,82
5.11974E+17,Neutral,82
5.11974E+17,Negative,77
5.11974E+17,Negative,78
5.11974E+17,Neutral,77
5.11974E+17,Neutral,79
5.11974E+17,Negative,79
5.11974E+17,Positive,77
5.11974E+17,Neutral,80
5.11974E+17,Positive,79
5.11974E+17,Neutral,82
5.11974E+17,Negative,80
5.11974E+17,Positive,78
5.11974E+17,Negative,80
5.11974E+17,Positive,82
5.11974E+17,Neutral,82
5.11974E+17,Positive,82
5.11974E+17,Neutral,77
5.11974E+17,Neutral,81
5.11974E+17,Neutral,82
5.11974E+17,Positive,82
5.11974E+17,Positive,82
5.11975E+17,Neutral,77
5.11975E+17,Neutral,77
5.11975E+17,Positive,78
5.11975E+17,Positive,79
5.11975E+17,Negative,79
5.11975E+17,Positive,77
5.11975E+17,Neutral,80
5.11975E+17,Negative,79
5.11975E+17,Positive,80
5.11975E+17,Neutral,78
5.11975E+17,Negative,80
5.11975E+17,Positive,82
5.11975E+17,Positive,82
5.11975E+17,Neutral,82
5.11975E+17,Positive,82
5.11975E+17,Negative,77
5.11975E+17,Neutral,81
5.11975E+17,Positive,82
5.11975E+17,Negative,82
5.11975E+17,Neutral,82
5.11975E+17,Neutral,77
5.11975E+17,Neutral,77
5.11975E+17,Neutral,79
5.11975E+17,Negative,79
5.11975E+17,Neutral,77
5.11975E+17,Positive,80
5.11975E+17,Negative,79
5.11975E+17,Negative,80
5.11975E+17,Neutral,78
5.11975E+17,Negative,80
5.11975E+17,Neutral,78
5.11975E+17,Neutral,82
5.11975E+17,Neutral,82
5.11975E+17,Positive,82
5.11975E+17,Neutral,77
5.11975E+17,Neutral,81
5.11975E+17,Neutral,82
5.11975E+17,Neutral,82
5.11975E+17,Negative,82
5.11975E+17,Neutral,77
5.11975E+17,Neutral,77
5.11975E+17,Positive,79
5.11975E+17,Positive,79
5.11975E+17,Neutral,77
5.11975E+17,Negative,80
5.11975E+17,Neutral,78
5.11975E+17,Neutral,79
5.11976E+17,Negative,82
5.11976E+17,Neutral,78
5.11976E+17,Positive,80
5.11976E+17,Positive,82
5.11976E+17,Neutral,82
5.11976E+17,Negative,82
5.11976E+17,Positive,82
5.11976E+17,Neutral,77
5.11976E+17,Neutral,78
5.11976E+17,Neutral,81
5.11976E+17,Neutral,82
5.11976E+17,Neutral,82
5.11976E+17,Neutral,77
5.11976E+17,Neutral,77
5.11976E+17,Negative,82
5.11976E+17,Neutral,79
5.11976E+17,Negative,79
5.11976E+17,Negative,77
5.11976E+17,Neutral,80
5.11976E+17,Negative,79
5.11976E+17,Neutral,80
5.11976E+17,Neutral,78
5.11976E+17,Positive,80
5.11976E+17,Positive,82
5.11976E+17,Positive,82
5.11976E+17,Negative,82
5.11976E+17,Neutral,82
5.11976E+17,Neutral,77
5.11976E+17,Neutral,81
5.11976E+17,Neutral,82
5.11976E+17,Negative,82
5.11976E+17,Neutral,78
5.11976E+17,Neutral,77
5.11976E+17,Neutral,77
5.11976E+17,Neutral,79
5.11976E+17,Negative,79
5.11976E+17,Negative,77
5.11976E+17,Negative,80
5.11976E+17,Positive,79
5.11976E+17,Negative,82
5.11976E+17,Neutral,78
5.11976E+17,Neutral,80
5.11977E+17,Negative,82
5.11977E+17,Neutral,82
5.11977E+17,Positive,82
5.11977E+17,Positive,82
5.11977E+17,Positive,77
5.11977E+17,Neutral,81
5.11977E+17,Negative,82
5.11977E+17,Positive,82
5.11977E+17,Negative,77
5.11977E+17,Positive,78
5.11977E+17,Positive,77
5.11977E+17,Positive,79
5.11977E+17,Neutral,79
5.11977E+17,Neutral,77
5.11977E+17,Neutral,82
5.11977E+17,Negative,80
5.11977E+17,Neutral,79
5.11977E+17,Neutral,82
5.11977E+17,Positive,80
5.11977E+17,Neutral,78
5.11977E+17,Neutral,78
5.11977E+17,Negative,80
5.11977E+17,Neutral,82
5.11977E+17,Negative,82
5.11977E+17,Positive,82
5.11977E+17,Neutral,77
5.11977E+17,Neutral,81
5.11977E+17,Negative,82
5.11977E+17,Negative,82
5.11977E+17,Neutral,77
5.11977E+17,Negative,82
5.11977E+17,Neutral,77
5.11977E+17,Neutral,79
5.11977E+17,Neutral,82
5.11977E+17,Neutral,77
5.11977E+17,Neutral,80
5.11977E+17,Neutral,78
5.11977E+17,Positive,79
5.11977E+17,Negative,80
5.11977E+17,Negative,82
5.11977E+17,Neutral,78
5.11977E+17,Neutral,80
5.11977E+17,Neutral,82
5.11977E+17,Neutral,82
5.11977E+17,Positive,82
5.11977E+17,Positive,81
5.11977E+17,Neutral,82
5.11978E+17,Neutral,82
5.11978E+17,Neutral,82
5.11978E+17,Negative,77
5.11978E+17,Neutral,77
5.11978E+17,Positive,79
5.11978E+17,Neutral,78
5.11978E+17,Neutral,82
5.11978E+17,Neutral,77
5.11978E+17,Neutral,80
5.11978E+17,Positive,79
5.11978E+17,Positive,80
5.11978E+17,Negative,78
5.11978E+17,Neutral,80
5.11978E+17,Negative,82
5.11978E+17,Neutral,82
5.11978E+17,Negative,82
5.11978E+17,Neutral,77
5.11978E+17,Neutral,81
5.11978E+17,Negative,82
5.11978E+17,Positive,82
5.11978E+17,Neutral,77
5.11978E+17,Neutral,77
5.11978E+17,Negative,79
5.11978E+17,Neutral,82
5.11978E+17,Positive,79
5.11978E+17,Neutral,77
5.11978E+17,Neutral,78
5.11978E+17,Negative,79
5.11978E+17,Positive,80
5.11978E+17,Negative,78
5.11978E+17,Negative,82
5.11978E+17,Negative,80
5.11978E+17,Negative,82
5.11978E+17,Negative,82
5.11978E+17,Neutral,78
5.11978E+17,Positive,82
5.11978E+17,Positive,82
5.11978E+17,Neutral,82
5.11978E+17,Positive,77
5.11978E+17,Neutral,82
5.11978E+17,Negative,81
5.11979E+17,Neutral,82
5.11979E+17,Positive,82
5.11979E+17,Neutral,77
5.11979E+17,Neutral,77
5.11979E+17,Neutral,79
5.11979E+17,Negative,77
5.11979E+17,Negative,78
5.11979E+17,Neutral,80
5.11979E+17,Negative,82
5.11979E+17,Neutral,79
5.11979E+17,Neutral,80
5.11979E+17,Positive,78
5.11979E+17,Negative,80
5.11979E+17,Neutral,82
5.11979E+17,Negative,82
5.11979E+17,Neutral,82
5.11979E+17,Positive,77
5.11979E+17,Neutral,81
5.11979E+17,Neutral,82
5.11979E+17,Negative,82
5.11979E+17,Neutral,77
5.11979E+17,Neutral,77
5.11979E+17,Neutral,79
5.11979E+17,Neutral,82
5.11979E+17,Neutral,79
5.11979E+17,Neutral,77
5.11979E+17,Negative,80
5.11979E+17,Negative,79
5.11979E+17,Positive,80
5.11979E+17,Neutral,78
5.11979E+17,Neutral,80
5.11979E+17,Positive,82
5.11979E+17,Neutral,82
5.11979E+17,Positive,82
5.11979E+17,Neutral,78
5.11979E+17,Negative,77
5.1198E+17,Negative,81
5.1198E+17,Positive,82
5.1198E+17,Neutral,82
5.1198E+17,Neutral,82
5.1198E+17,Neutral,77
5.1198E+17,Negative,82
5.1198E+17,Neutral,77
5.1198E+17,Positive,79
5.1198E+17,Positive,79
5.1198E+17,Neutral,78
5.1198E+17,Neutral,77
5.1198E+17,Negative,82
5.1198E+17,Neutral,80
5.1198E+17,Positive,82
5.1198E+17,Neutral,78
5.1198E+17,Neutral,79
5.1198E+17,Neutral,80
5.1198E+17,Neutral,78
5.1198E+17,Neutral,82
5.1198E+17,Neutral,80
5.1198E+17,Negative,82
5.1198E+17,Neutral,82
5.1198E+17,Negative,82
5.1198E+17,Negative,82
5.1198E+17,Neutral,77
5.1198E+17,Neutral,81
5.1198E+17,Negative,82
5.1198E+17,Positive,82
5.1198E+17,Neutral,77
5.1198E+17,Neutral,77
5.1198E+17,Neutral,79
5.1198E+17,Neutral,78
5.1198E+17,Neutral,77
5.1198E+17,Negative,80
5.1198E+17,Positive,82
5.1198E+17,Neutral,79
5.11981E+17,Negative,80
5.11981E+17,Neutral,78
5.11981E+17,Neutral,80
5.11981E+17,Negative,82
5.11981E+17,Positive,82
5.11981E+17,Positive,82
5.11981E+17,Neutral,77
5.11981E+17,Neutral,78
5.11981E+17,Neutral,81
5.11981E+17,Positive,82
5.11981E+17,Positive,82
5.11981E+17,Neutral,77
5.11981E+17,Positive,77
5.11981E+17,Neutral,79
5.11981E+17,Neutral,79
5.11981E+17,Neutral,82
5.11981E+17,Neutral,77
5.11981E+17,Negative,80
5.11981E+17,Negative,82
5.11981E+17,Negative,79
5.11981E+17,Negative,80
5.11981E+17,Neutral,78
5.11981E+17,Neutral,78
5.11981E+17,Negative,80
5.11981E+17,Neutral,82
5.11981E+17,Neutral,77
5.11981E+17,Neutral,81
5.11981E+17,Negative,82
5.11981E+17,Positive,82
5.11981E+17,Neutral,77
5.11981E+17,Neutral,77
5.11981E+17,Negative,82
5.11981E+17,Negative,79
5.11981E+17,Negative,79
5.11981E+17,Neutral,77
5.11981E+17,Neutral,78
5.11981E+17,Neutral,80
5.11981E+17,Neutral,79
5.11981E+17,Neutral,80
5.11981E+17,Neutral,78
5.11981E+17,Neutral,80
5.11982E+17,Positive,82
5.11982E+17,Negative,82
5.11982E+17,Positive,82
5.11982E+17,Neutral,77
5.11982E+17,Positive,78
5.11982E+17,Positive,81
5.11982E+17,Negative,82
5.11982E+17,Negative,82
5.11982E+17,Positive,77
5.11982E+17,Neutral,77
5.11982E+17,Neutral,82
5.11982E+17,Negative,78
5.11982E+17,Negative,79
5.11982E+17,Neutral,77
5.11982E+17,Negative,80
5.11982E+17,Negative,79
5.11982E+17,Neutral,80
5.11982E+17,Neutral,78
5.11982E+17,Neutral,78
5.11982E+17,Neutral,80
5.11982E+17,Negative,82
5.11982E+17,Positive,82
5.11982E+17,Neutral,82
5.11982E+17,Positive,82
5.11982E+17,Neutral,77
5.11982E+17,Positive,81
5.11982E+17,Neutral,82
5.11982E+17,Neutral,78
5.11982E+17,Neutral,82
5.11982E+17,Positive,77
5.11983E+17,Neutral,77
5.11983E+17,Neutral,79
5.11983E+17,Positive,79
5.11983E+17,Neutral,77
5.11983E+17,Neutral,78
5.11983E+17,Neutral,80
5.11983E+17,Negative,82
5.11983E+17,Negative,79
5.11983E+17,Positive,80
5.11983E+17,Negative,78
5.11983E+17,Positive,80
5.11983E+17,Positive,78
5.11983E+17,Positive,82
5.11983E+17,Negative,82
5.11983E+17,Neutral,78
5.11983E+17,Neutral,82
5.11983E+17,Neutral,77
5.11983E+17,Neutral,82
5.11983E+17,Positive,81
5.11983E+17,Negative,82
5.11983E+17,Neutral,78
5.11983E+17,Neutral,82
5.11983E+17,Neutral,77
5.11983E+17,Neutral,77
5.11983E+17,Neutral,79
5.11983E+17,Positive,78
5.11983E+17,Negative,79
5.11983E+17,Neutral,77
5.11983E+17,Neutral,82
5.11983E+17,Negative,80
5.11983E+17,Neutral,79
5.11983E+17,Positive,80
5.11983E+17,Neutral,78
5.11983E+17,Negative,80
5.11983E+17,Neutral,82
5.11983E+17,Neutral,78
5.11983E+17,Negative,82
5.11983E+17,Neutral,82
5.11983E+17,Neutral,77
5.11983E+17,Neutral,81
5.11983E+17,Neutral,78
5.11983E+17,Neutral,82
5.11983E+17,Neutral,82
5.11984E+17,Neutral,77
5.11984E+17,Neutral,77
5.11984E+17,Negative,79
5.11984E+17,Positive,82
5.11984E+17,Negative,79
5.11984E+17,Neutral,77
5.11984E+17,Neutral,80
5.11984E+17,Neutral,78
5.11984E+17,Negative,79
5.11984E+17,Positive,80
5.11984E+17,Neutral,78
5.11984E+17,Positive,80
5.11984E+17,Negative,82
5.11984E+17,Neutral,78
5.11984E+17,Negative,82
5.11984E+17,Negative,82
5.11984E+17,Neutral,77
5.11984E+17,Neutral,81
5.11984E+17,Neutral,82
5.11984E+17,Neutral,78
5.11984E+17,Neutral,77
5.11984E+17,Positive,78
5.11984E+17,Negative,77
5.11984E+17,Neutral,79
5.11984E+17,Neutral,79
5.11984E+17,Neutral,77
5.11984E+17,Positive,80
5.11984E+17,Neutral,79
5.11984E+17,Negative,80
5.11984E+17,Positive,78
5.11984E+17,Positive,80
5.11984E+17,Negative,82
5.11984E+17,Positive,82
5.11984E+17,Positive,82
5.11984E+17,Positive,78
5.11984E+17,Negative,82
5.11984E+17,Neutral,77
5.11984E+17,Positive,78
5.11984E+17,Positive,81
5.11985E+17,Neutral,82
5.11985E+17,Neutral,82
5.11985E+17,Neutral,77
5.11985E+17,Negative,82
5.11985E+17,Negative,77
5.11985E+17,Negative,79
5.11985E+17,Negative,79
5.11985E+17,Neutral,77
5.11985E+17,Negative,80
5.11985E+17,Neutral,78
5.11985E+17,Neutral,79
