"mykey","source","study.id","publication.year","doi_clean","journal.name","ab_clean","publication.title","flag_sample"
"CE_7609","CE",7609,2013,NA,"Human Wildlife Interactions","White-tailed deer (Odocoileus virginianus) damage urban and suburban plantings, as well as crops and stored feed. We tested the efficacy of a frightening device that played pre-recorded distress calls of adult female white-tailed deer when activated by an infrared motion sensor for a period of 13 days. This deer-activated bioacoustic frightening device reduced deer entry into protected sites by 99% (d = -558, P = 0.09) and bait consumption by 100% (d = -75, P = 0.06). The frightening device that we evaluated demonstrated potential for reducing damage in disturbed environments and agricultural settings.","Deer-activated bioacoustic frightening device deters white-tailed deer",0
"CE_7616","CE",7616,2011,"10.3957/056.041.0111","South African Journal of Wildlife Research","The rehabilitation of orphaned animals is commonly practiced but rarely scientifically documented. The behavioural development before release (e.g. regarding hunting skills) is particularly important for ensuring animals are self-sustaining after release. We document the rehabilitation and release of three confiscated cheetah (Acinonyx jubatus) cubs and one leopard (Panthera pardus) cub, which were taken from the wild in Botswana. The animals were raised with minimal human contact and the development of their hunting skills was observed and assisted by limited pre-release training. After release, all animals were monitored and data showed they successfully hunted, with behavioural patterns similar to wild conspecifics. All established stable home ranges at the release site. Home ranges of the cheetahs ranged from 44 to 121 km2, travelling primarily during the early morning and evening, ranging from 4.5 to 9.4 km/day. While the leopard survived and probably reproduced within a stable home range (449 km2), all three cheetahs were shot within 7 months of release. Therefore, although orphaned large felids can successfully hunt after release using appropriate rehabilitation techniques, they face the same humancarnivore conflicts of their wild counterparts. Our study demonstrates the indispensable but commonly neglected need for post-release monitoring in wildlife rehabilitation.","Pre-release hunting training and post-release monitoring are key components in the rehabilitation of orphaned large felids",0
"CE_7618","CE",7618,2016,"10.1111/acv.12229","Animal Conservation","One of the most significant challenges in the recovery of threatened species is the ability to maintain genetic diversity, avoid inbreeding and sustain population health and reproduction. Assisted reproductive techniques, including artificial insemination (AI), have been touted for decades as approaches that could contribute to the demographic and genetic management of rare species. Here, we report the first successful integration of AI with frozen semen into a formal recovery program and the positive impact on genetic diversity for the critically endangered black-footed ferret Mustela nigripes. Techniques developed in the taxonomically related domestic ferret Mustela putorius furo and Siberian polecat Mustela eversmannii were applied over time to selected black-footed ferrets, including semen banking from six of the last 18 survivors. After evaluation, processing and storage in liquid nitrogen (-196°C/-321°F), for as long as 20 years, sperm samples were thawed and transabdominally inseminated into the uterine horns of female conspecifics. Eight black-footed ferret offspring were produced using thawed sperm samples (including after two decades of cryopreservation) with inseminates containing as few as 3.4×106 motile spermatozoa. The incorporation of these offspring and/or their descendants into the ex situ breeding program prevented heterozygosity loss in the population and actually enhanced gene diversity (GD) significantly by 0.2% and lowered measures of inbreeding by 5.8%. This study demonstrates the utility and genetic diversity benefits of applying AI with cryopreserved spermatozoa 20 generations removed from the contemporary population for a wild animal revival program.","Recovery of gene diversity using long-term cryopreserved spermatozoa and artificial insemination in the endangered black-footed ferret",0
"CE_7619","CE",7619,2016,"10.1016/j.biocon.2016.02.002","Biological Conservation","Wildlife fencing in combination with crossing structures is commonly regarded as the most effective and robust strategy to reduce large mammal-vehicle collisions while also maintaining wildlife connectivity across roads. However, fencing and associated measures may affect landscape esthetics and are sometimes considered costly and unpopular. Therefore fence length is often minimized. We investigated 1) whether short fenced road sections were similarly effective in reducing large mammal-vehicle collisions as long fenced road sections (literature review), and 2) whether fence length influenced large mammal use of underpasses (two field studies). We found that: 1) short fences (=. 5 km road length) had lower (52.7%) and more variable (0-94%) effectiveness in reducing collisions than long fences (>. 5 km) (typically >. 80% reduction); 2) wildlife use of underpasses was highly variable, regardless of fence length (first field study); 3) most highway crossings occurred through isolated underpasses (82%) rather than at grade at fence ends (18%) (second field study); and 4) the proportional use of isolated underpasses (compared to crossings at fence ends) did not increase with longer fence lengths (up to 256 m from underpasses) (second field study). If the primary success parameter is to improve highway safety for humans by reducing collisions with large ungulates, the data suggest fence lengths of at least 5 km. While longer fence lengths do not necessarily guarantee higher wildlife use of underpasses as use varies greatly between locations, wildlife fencing can still improve wildlife use of an individual underpass.","Effectiveness of short sections of wildlife fencing and crossing structures along highways in reducing wildlife-vehicle collisions and providing safe crossing opportunities for large mammals",0
"CE_7623","CE",7623,2013,"10.1111/j.1526-100X.2012.00877.x","Restoration Ecology","Savannah ecosystems exhibit constant transitions between states dominated by trees and states dominated by a combination of trees and grasses. Transitions between these states are driven by interactions between fire and herbivory. Bush encroachment (i.e. an increase in the density of woody vegetation) is often caused by anthropogenic disturbance such as climate change, invasive plants, fire control, and livestock practices. As bush encroachment alters the dynamics between fire and herbivory, it may have significant impact on savannah ecosystems. Two of the most common measures to mitigate bush encroachment are prescribed burning and bush clearing by mechanical treatments. We studied the effects of these two mitigation measures on ungulate space use in Lapalala Wilderness, a private conservation area within the Waterberg Biosphere Reserve, northern South Africa. Burning and bush clearing affected both the overall abundance and the species composition of ungulates at particular patches, but these effects were influenced by habitat and the type of bush clearing treatment. Contrary to our expectations, most species occurred less frequently in burnt patches, and also less frequently in patches that had been bush cleared. Our results suggest that combined effects of fire and bush clearing may have positive effects on grazers and negative effects on browsers. Although our sampling design did not allow us to fully resolve interactive effects of burning and bush clearing treatments across habitats, our study highlights the fact that there are complex ecological consequences of habitat alterations in savannah ecosystems. © 2012 Society for Ecological Restoration.","Effects of prescribed burning and mechanical bush clearing on ungulate space use in an African savannah",0
"CE_7624","CE",7624,2012,"10.1002/wsb.107","Wildlife Society Bulletin","Plague, the disease caused by the bacterium Yersinia pestis, is a major threat to the Utah prairie dog (Cynomys parvidens), a species listed as threatened under the U.S. Endangered Species Act. Fleas are the primary vectors of plague, and flea control can stop the spread of plague epizootics and increase Utah prairie dog survival. We evaluated a newly developed grain-bait insecticide treated with the active ingredient imidacloprid. In 2009, we conducted a single application of the product in treatment plots within each of 4 study sites and sampled fleas from captured Utah prairie dogs on treatment and control plots at monthly intervals. We observed mixed results; the product generally was effective at reducing flea prevalence, abundance, and intensity on prairie dogs at some sites and not at others, and the effectiveness within a site varied over time. In 2010, we doubled the amount of bait on treatment plots, yet we still failed to observe a consistent decline in flea prevalence, abundance, and intensity on prairie dogs. At the application rates we evaluated, the imidacloprid product is likely not as effective at controlling fleas on Utah prairie dogs as the more commonly used topical insecticide containing deltamethrin. However, managers should also consider the risk of flea species developing resistance following the repeated application of a single flea-control product. Furthermore, because we observed a higher than expected diversity of flea species (8) on Utah prairie dogs, future work should be undertaken to investigate how other mammalian host species might mediate flea population dynamics, plague ecology, and the outcome of flea management approaches. © 2012 The Wildlife Society.","Mitigating plague risk in Utah prairie dogs: evaluation of a systemic flea-control product",0
"CE_7625","CE",7625,2011,"10.1016/j.biocon.2011.01.025","Biological Conservation","Objective evaluations of wildlife reintroductions are vital for increasing the success of future efforts to re-establish endangered species. Attempts to reintroduce one of the most endangered mammals in North America, the black-footed ferret (Mustela nigripes), have been ongoing for 18. years with no quantitative assessment of factors related to reintroduction success. We examined relationships between ferret reintroduction success and factors associated with disease outbreaks, release strategies, and the distribution and abundance of their primary prey, prairie dogs (Cynomys sp.), at 11 reintroduction sites. The most important factor related to ferret reintroduction success was a cumulative metric incorporating both size of the area occupied by prairie dogs and density of prairie dog burrows within that area. Each of the four successful sites had prairie dog populations that occupied an area of at least 4300. ha. No sites with <4300. ha of prairie dogs were successful in maintaining =30 adult individual ferrets over multiple years without augmentation even if they had a high prairie dog burrow density. The overarching importance of the availability of high-quality habitat suggests managers should prioritize actions that maintain and enhance the availability of large areas with high prairie dog burrow density, which are becoming increasingly rare due to anthropogenic impacts and disease outbreaks. © 2011 Elsevier Ltd.","The importance of thinking big: large-scale prey conservation drives black-footed ferret reintroduction success",0
"CE_7626","CE",7626,2013,"10.1111/acv.12031","Animal Conservation","Managers of reintroduced wildlife commonly encounter behavioral problems post-release that have been linked to physiological condition and elevated stress hormone concentrations. However, there is uncertainty about the generality of a stress response among populations, factors influencing the intensity of the response and the amount of time needed to physiologically acclimatize. We evaluated the relationship of temporal, climatic and social factors to stress hormone concentrations in five African elephant (Loxodonta africana) populations following reintroduction. We determined fecal glucocorticoid metabolite concentrations (FGMs) in 1567 fecal samples collected from elephants reintroduced to five fenced reserves with differing reintroduction histories in South Africa during 2000-2006. Variation in FGMs across the five reserves was best explained by the number of years that elapsed since initial release. Compared with FGMs 1 year after release, FGMs were 10% lower 10 years after release and 40% lower 24 years after release. Across all reserves, FGMs were consistently highest in the dry season, although daily and monthly temperature and rainfall were not as important as other factors. FGMs did not vary solely in relationship to reserve size or elephant density. Our findings suggest that regardless of reintroduction site conditions, elephants and likely other species subject to reintroduction require an extended period of time to physiologically acclimatize to their new surroundings. Managers should prepare for prolonged behavioral and physiological consequences of long-term elevated stress responses following reintroduction, such as restricted space use and aggressive behavior. © 2013 The Zoological Society of London.","Delayed physiological acclimatization by African elephants following reintroduction",0
"CE_7627","CE",7627,2012,"10.1071/WR11070","Wildlife Research","Context. Conflict between large carnivores and livestock outside the boundaries of wildlife areas frequently results in losses to both livestock and predator populations. The endangered African wild dog (Lycaon pictus Temminck, 1820) is wide ranging and unrestricted by conventional fences, thereby posing a major challenge to conservation managers. Wild dogs are territorial and communicate residence using scent marks. Simulating the presence of other wild dogs using translocated foreign scent marks may therefore represent a means to manage wild dog ranging behaviour. Aims. To investigate the effectiveness of using targeted scent-mark deployments to signal a wild dog pack to return to their frequented range within the safety of a protected area. Methods. We report on the ranging behaviour of a wild dog pack reintroduced into a wildlife area in Botswana with no recent history of resident wild dogs. We describe daily movements by the free-ranging introduced pack and compare these to moves following targeted deployment of scent marks when the wild dog pack had ranged close to or outside the boundaries of the protected area. Key results. Targeted foreign scent-mark exposure resulted in the pack moving closer to the geometric centre of its range. The mean distance travelled the day after exposure was significantly greater than the distance travelled the previous day and the mean daily distance moved during the study period. Conclusions. Targeted exposure to foreign scent marks proved to be a viable alternative to recapturing dogs that had ranged beyond the boundaries of the wildlife area. Implications. This novel approach to managing free-ranging carnivores utilises biologically relevant signals and holds potential not only for the conservation of African wild dogs, but also for other territorial species. © CSIRO 2012.","Managing the ranging behaviour of African wild dogs (<i>Lycaon pictus</i>) using translocated scent marks",0
"CE_7632","CE",7632,2012,"10.1111/j.1744-7429.2012.00869.x","Biotropica","As protected areas become more accessible via transportation networks, fragmentation, and encroachment from the borders, carnivores in these areas frequently decline. To counter these pressures, patrolling and active wildlife enforcement are widely accepted as fundamental conservation strategies. Using the case example of Khao Yai National Park (KYNP) and data from a camera trap survey, we modeled and evaluated the effectiveness of ranger stations in reducing human access and illegal activities, and in increasing prey and predator presence. This type of data and analysis is needed to monitor and evaluate enforcement effectiveness and develop adaptive management strategies. At KYNP, we used camera-trapping data as a proxy to evaluate whether or not a positive impact of ranger stations on wildlife distribution could outweigh edge effects from human disturbance. We assessed factors affecting the distribution of poachers and wildlife using Maxent. Our analysis was based on 217 camera trap locations (6260 trap nights) and suggests that ungulates and poachers persist nearby ranger stations. Rangers should increase patrolling efforts of border areas; however, increasing wildlife patrolling in inaccessible areas with mobile range units may be more effective than establishing more ranger stations along park boundaries. © 2012 by The Association for Tropical Biology and Conservation.","Do ranger stations deter poaching activity in national parks in Thailand?",1
"CE_7633","CE",7633,2012,NA,"Journal of Mammalogy","Most studies on the relationship between home-range size and composition focus on natural factors, whereas effects of anthropogenic factors are poorly understood. I evaluated effects of multiple natural and anthropogenic habitat factors, population density, and sex on the annual home-range size of red deer (Cervus elaphus) in well-preserved forest areas in the Dinaric Mountains of Slovenia, Europe, based on >11,000 telemetry locations from 17 males and 25 females. Home ranges were 902,107 ha and averaged 460 ha. Using a mixed linear model, I estimated that home-range size decreased with increasing 1) red deer density, 2) supplemental feeding intensity, and 3) average annual temperature; 4) home-range size increased as the distance of main roads from the edge of the home range increased; and 5) males had a larger home range than females (580 ha versus 400 ha). These results were explained by effects of food availability (1, 2, and 3), energy expenditure of an individual (4 and 5), intraspecific interactions (1 and 5), and size of unfragmented habitat patches (4) on home-range size. To my knowledge, this is the 1st large mammal study to explicitly show that the density and spatial distribution of roads and supplemental feeding affect home-range size of red deer and that humans can have a greater impact on home-range size and shape than natural habitat factors. Ungulates are often supplementally fed to increase their value to hunters and to reduce forest damage, particularly in Europe; however, this practice can greatly reduce the home-range size, potentially leading to increased disease transmission and competition associated with the higher deer densities around feeding sites, which can result in just the opposite of what was intended. © 2012 American Society of Mammalogists.","Roads and supplemental feeding affect home-range size of Slovenian red deer more than natural factors",0
"CE_7635","CE",7635,2016,"10.1016/j.biocon.2016.08.018","Biological Conservation","Many remaining wild tiger populations persist in small numbers at sites where densities are less than half of their estimated carrying capacity and will continue to decline if not protected from poaching. Although law enforcement is frequently used to protect tigers and their prey, the conditions under which enforcement is likely to be effective in recovering small populations of wild tigers are not well understood. We evaluated the effectiveness of a law enforcement strategy to recover tigers and their prey in Lao PDR where extensive habitat provided favorable conditions for large increases in tiger numbers if protected from poaching. Over a seven-year period, we monitored along a theory of change to evaluate assumptions about the causal linkages between intermediate results and biological outcomes. Although we found a strong positive correlation between funding for enforcement and days patrolled (rs = 0.786, n = 7, p = 0.05) and a significant negative correlation between days patrolled and overall hunting catch per unit effort (rs = - 0.893,n = 7, p < 0.05), ultimately a proliferation in snaring was associated with decline in several indices of tiger abundance. We conclude that actions were sufficient to reduce poaching and increase prey populations, but insufficient to curtail extirpation of tigers. Recovering small populations of high-value wildlife such as tigers in promising source sites is dependent on establishing a complete enforcement regime, complimentary strategies that build support for the enforcement regime, and a nimble monitoring and evaluation system for agile adaptive management.","To protect or neglect? Design, monitoring, and evaluation of a law enforcement strategy to recover small populations of wild tigers and their prey",0
"CE_7638","CE",7638,2014,"10.1890/13-2092.1","Ecological Applications","Conservation of migration requires information on behavior and environmental determinants. The spatial distribution of forage resources, which migration exploits, often are altered and may have subtle, unintended consequences. Supplemental feeding is a common management practice, particularly for ungulates in North America and Europe, and carryover effects on behavior of this anthropogenic manipulation of forage are expected in theory, but have received limited empirical evaluation, particularly regarding effects on migration. We used global positioning system (GPS) data to evaluate the influence of winter feeding on migration behavior of 219 adult female elk (Cervus elaphus) from 18 fed ranges and 4 unfed ranges in western Wyoming. Principal component analysis revealed that the migratory behavior of fed and unfed elk differed in distance migrated, and the timing of arrival to, duration on, and departure from summer range. Fed elk migrated 19.2 km less, spent 11 more days on stopover sites, arrived to summer range 5 days later, resided on summer range 26 fewer days, and departed in the autumn 10 days earlier than unfed elk. Time-to-event models indicated that differences in migratory behavior between fed and unfed elk were caused by altered sensitivity to the environmental drivers of migration. In spring, unfed elk migrated following plant green-up closely, whereas fed elk departed the feedground but lingered on transitional range, thereby delaying their arrival to summer range. In autumn, fed elk were more responsive to low temperatures and precipitation events, causing earlier departure from summer range than unfed elk. Overall, supplemental feeding disconnected migration by fed elk from spring green-up and decreased time spent on summer range, thereby reducing access to quality forage. Our findings suggest that ungulate migration can be substantially altered by changes to the spatial distribution of resources, including those of anthropogenic origin, and that management practices applied in one season may have unintended behavioral consequences in subsequent seasons.","Supplemental feeding alters migration of a temperate ungulate",0
"CE_7649","CE",7649,2011,"10.1002/jwmg.188","Journal of Wildlife Management","We studied moose (Alces alces) survival, physical condition, and abundance in a 3-predator system in western Interior Alaska, USA, during 2001-2007. Our objective was to quantify the effects of predator treatments on moose population dynamics by investigating changes in survival while evaluating the contribution of potentially confounding covariates. In May 2003 and 2004, we reduced black bear (Ursus americanus) and brown bear (U. arctos) numbers by translocating bears =240 km from the study area. Aircraft-assisted take reduced wolf (Canis lupus) numbers markedly in the study area during 2004-2007. We estimated black bears were reduced by approximately 96% by June 2004 and recovered to within 27% of untreated numbers by May 2007. Brown bears were reduced approximately 50% by June 2004. Late-winter wolf numbers were reduced by 75% by 2005 and likely remained at these levels through 2007. In addition to predator treatments, moose hunting closures during 2004-2007 reduced harvests of male moose by 60% in the study area. Predator treatments resulted in increased calf survival rates during summer (primarily from reduced black bear predation) and autumn (primarily from reduced wolf predation). Predator treatments had little influence on survival of moose calves during winter; instead, calf survival was influenced by snow depth and possibly temperature. Increased survival of moose calves during summer and autumn combined with relatively constant winter survival in most years led to a corresponding increase in annual survival of calves following predator treatments. Nonpredation mortalities of calves increased following predator treatments; however, this increase provided little compensation to the decrease in predation mortalities resulting from treatments. Thus, predator-induced calf mortality was primarily additive. Summer survival of moose calves was positively related to calf mass (ß > 0.07, SE = 0.073) during treated years and lower (ß = -0.82, SE = 0.247) for twins than singletons during all years. Following predator treatments, survival of yearling moose increased 8.7% for females and 21.4% for males during summer and 2.2% for females and 15.6% for males during autumn. Annual survival of adult (=2 yr old) female moose also increased in treated years and was negatively (ß = -0.21, SE = 0.078) related to age. Moose density increased 45%, from 0.38 moose/km2 in 2001 to 0.55 moose/km2 in 2007, which resulted from annual increases in overall survival of moose, not increases in reproductive rates. Indices of nutritional status remained constant throughout our study despite increased moose density. This information can be used by wildlife managers and policymakers to better understand the outcomes of predator treatments in Alaska and similar environments. Copyright © 2011 The Wildlife Society.","Effects of predator treatments, individual traits, and environment on moose survival in Alaska",0
"CE_7653","CE",7653,2014,"10.1002/jwmg.764","Journal of Wildlife Management","Predation by coyotes (Canis latrans) on white-tailed deer (Odocoileus virginianus) neonates has led to reduced recruitment in many deer populations in southeastern North America. This low recruitment combined with liberal antlerless deer harvest has resulted in declines in some deer populations, and consequently, increased interest in coyote population control. We investigated whether neonate survival increased after coyote removal, whether coyote predation on neonates was additive to other mortality sources, and whether understory vegetation density affected neonate survival. We monitored neonate survival for 4 years prior to (2006-2009) and 3 years during (2010-2012) intensive coyote removal on 3 32-km2 units on the United States Department of Energy's Savannah River Site, South Carolina. We removed 474 coyotes (1.63 coyotes/km2 per unit per year), reducing coyote abundance by 78% from pre-removal levels. The best model (wi = 0.927) describing survival probability among 216 radio-collared neonates included a within-year quadratic time trend variable, date of birth, removal treatment, and a varying removal year effect. Under this model, survival differed between pre-treatment and removal periods and it differed among years during the removal period, being >100% greater than pre-treatment survival (0.228) during the first removal year (0.513), similar to pre-treatment survival during the second removal year (0.202), and intermediate during the third removal year (0.431). Despite an initial increase, the overall effect of coyote removal on neonate survival was modest. Mortality rate attributable to coyote predation was lowest during the first removal year (0.357) when survival was greatest, but the mortality rate from all other causes did not differ between the pre-treatment period and any year during removals, indicating that coyote predation acted as an additive source of mortality. Survival probability was not related to vegetation cover, either directly or in interaction with coyote abundance. When the objective is to increase the recruitment of white-tailed deer, we conclude that neither coyote control nor vegetation management appear effective. Reduction of the antlerless harvest may be necessary to meet this objective, but this harvest strategy warrants additional research in Southeastern deer populations. Published 2014. This article is a U.S. Government work and is in the public domain in the USA.","Coyote removal, understory cover, and survival of white-tailed deer neonates",0
"CE_7657","CE",7657,2011,"10.1111/j.1365-2028.2011.01275.x","African Journal of Ecology","Increasing elephant populations in Kenya since 1989 have been widely praised as a conservation success story. However, where elephants and agricultural land overlap, incidents of human-elephant conflict are on the increase. Wildlife managers and farmers are now trying different farm-based deterrents to keep elephants out of crops. Here, we present data on the effectiveness of a novel beehive fence deployed in a Turkana community of 62 communally run farms in Kenya. Specifically, 1700m of beehive fences semi-surrounded the outer boundaries of seventeen farms, and we compared elephant farm invasion events with these and to seventeen neighbouring farms whose boundaries were 'protected' only by thorn bush barriers. We present data from 45 farm invasions, or attempted invasions, recorded over 2years. Thirteen groups of elephants approached the beehive fences and turned away. Of the 32 successful farm invasions, only one bull elephant broke through the beehive fences. These results demonstrate that beehive fences are more effective than thorn bush barriers at deterring elephants and may have a role to play in alleviating farmer-elephant conflict. Additionally, the harvesting of 106kg of honey during the trial period suggests that beehive fences may also improve crop production and enhance rural livelihoods through honey sales. © 2011 Blackwell Publishing Ltd.","Beehive fences as effective deterrents for crop-raiding elephants: field trials in northern Kenya",0
"CE_7662","CE",7662,2013,"10.1007/s10344-013-0752-5","European Journal of Wildlife Research","Wildlife such as stone martens Martes foina have adapted to live in urban areas, which are spreading worldwide. Conflicts with humans can arise when martens enter buildings and cause serious damage to roof insulation. Therefore, there is an increasing demand for measures that will reduce such human-wildlife conflicts. Data we collected from a big insurance company regarding the costs of repairs of damages caused by martens revealed an estimate of 655 annual cases per Mio inhabitants and pay-outs of approximately €200,000 per year from 2002 to 2006. The data collected from pest control organisations showed an increase of damage claims from around 20 up to 150 cases per year in the last 20 years. In an experimental case study, the analysis of video recordings (26 nights) and long-term bait controls (103 nights) showed that installed electric wires and woven wire mesh prevented martens from entering a building they previously used intensively. Our results suggest that electric fencing could be a simple, short-termed measure to exclude martens from buildings before definitively sealing the openings. Electric fencing needs further quantitative and qualitative evaluation at different study sites to develop an animal-friendly, practical and cost-effective tool that prevents martens from causing damage to roof insulations. © 2013 Springer-Verlag Berlin Heidelberg.","Is electric fencing an efficient and animal-friendly tool to prevent stone martens from entering buildings?",0
"CE_7680","CE",7680,2011,"10.1111/j.1442-9993.2010.02218.x","Austral Ecology","Australia has lost more native mammal species than any other country in the past two centuries, and this record of loss looks likely to worsen over the next few decades. Small- to medium-sized mammals are declining in both distribution and density across large tracts of northern Australia's tropical savannas, including within protected areas. The most likely causes are a combination of changed fire patterns, the impacts of introduced herbivores and predation by feral cats. Here, in contrast to the prevailing trend across northern Australia, we report the recovery of native mammals in response to a large-scale (>40000ha) destocking experiment carried out at Mornington Wildlife Sanctuary in the central Kimberley, north-west Australia. Following the removal of introduced herbivores from 2004, the species richness and abundance of small native rodents and dasyurids increased significantly across all sampled habitats over the next 3years. We discuss the implications of these results for guiding land management and applied research to help to reduce the impending risk of mammalian extinctions in northern Australia. © 2010 The Authors. Journal compilation © 2010 Ecological Society of Australia.","Rapid recovery of mammal fauna in the central Kimberley, northern Australia, following the removal of introduced herbivores",0
"CE_7685","CE",7685,2015,"10.1007/s10531-014-0828-x","Biodiversity and Conservation","African lions (Panthera leo) are in decline across many parts of the continent with retaliatory killing of lions for attacks on livestock being an important cause. In East Africa, projects are fortifying bomas to reduce large carnivore conflicts with the specific goal of preventing the indiscriminate killing of lions. A lack of evidence-based studies evaluating the impact of these efforts means their efficacy for lion conservation is not yet scientifically verifiable. We evaluated fortified bomas by comparing large carnivore attack rates at 84 unprotected bomas and 62 fortified bomas called Living Walls. The latter were 99.9 % successful in preventing nighttime carnivore attacks over 1,790 boma-months. Following Living Wall installation, there were no lion deaths at fortified bomas. Our results demonstrate the importance of predator-proof enclosures as a tool for lion conservation across the continent in areas where they inhabit human–and livestock–dominated landscapes. This study also contributes more broadly by highlighting the importance of scientifically evaluating conservation efforts.","Evidence-based conservation: predator-proof bomas protect livestock and lions",0
"CE_7686","CE",7686,2016,"10.1111/rec.12306","Restoration Ecology","Vegetation restoration is considered as an important strategy for reversing biodiversity decline in agricultural areas. However, revegetated areas often lack key vegetation attributes like large old hollow-bearing trees. As these trees take a long time to develop, artificial cavities such as nest boxes are sometimes provided to address lag effects. We conducted a 3-year experiment using 150 nest boxes with 4 designs to quantify patterns of occupancy within 16 replanted areas and 14 patches of remnant old-growth eucalypt woodland. We quantified patterns of occupancy of nest boxes in physically connected versus isolated remnants and plantings, and multiple covariate effects on nest box occupancy at the nest box, tree, patch, and landscape levels. Our analyses revealed a lower probability of nest box occupancy within remnants (vs. plantings) for 2 of the 6 response variables examined: any species and the Feral Honeybee. Nest boxes in connected remnants and plantings were more likely to be occupied than those in isolated plantings and remnants by any mammal and the Common Brushtail Possum. Nest boxes in restored woodlands are used by some hollow-dependent fauna but principally already common species and not taxa of conservation concern. Nest boxes were also used by pest species. A key management consideration must be to create connected habitat to facilitate colonization of nest boxes by mammals. Approximately 15% of the cavity-dependent vertebrates within the study area used next boxes, possibly because the diverse requirements of the array of other species were not met by the range of nest boxes deployed.","Do nest boxes in restored woodlands promote the conservation of hollow-dependent fauna?",0
"CE_7688","CE",7688,2011,"10.1111/j.1365-2664.2011.01960.x","Journal of Applied Ecology","1. Most hypotheses for translocation success are elaborate, hierarchical, and untested combinations of socio-ecological predictors. Empirical support for those tested is vulnerable to spurious single-predictor relationships and does not account for the hierarchy amongst predictors and non-independence amongst individuals or cohorts. Testing hypotheses as a priori multi-level models promotes stronger inference. 2. We apply a 25-year (1981-2005) data base including 89 reintroduction and 102 restocking events that released 682 black rhinoceros Diceros bicornis into 81 reserves to test 24 hypotheses for translocation success, defined as survival to 1year post-release. We made information-theoretic comparisons of hypotheses represented as hierarchical models incorporating random effects for reserve and release cohort predictors of death. 3. Mortality rates after restocking were higher than for reintroductions (13·4 cf. 7·9%, respectively) due largely to intraspecific fighting. No predictors strongly influenced reintroduction success, although cohorts consisting entirely of adult males were 8·2% of individuals but contributed 21·9% of deaths, and reserves with lowest carrying capacities (i.e. <0·1rhinokm-2) had a 16·3% mortality rate. Most models for restocking success were not supported. Only those including age class received substantial support. Age was the only predictor to strongly influence death rates. Predictors previously thought influential, like population density, reserve area and quality, and cohort size, were not supported. 4. Synthesis and applications. Simple rules succeeded where complex ecological and demographic hypotheses failed to predict survival after translocation of critically endangered black rhinoceros. Results support bold attempts by managers at translocations towards species recovery in most ways that they have historically occurred. Groups of rhinoceros of different size and composition can be successfully moved over large distances between different ecological contexts. Also, the release of cohorts into reserves that are relatively small, poorer habitat or already stocked need not be avoided so long as calves and all-male cohorts are not reintroduced, and only adults used for restocking. Our analysis demonstrates the importance of information-theoretic comparisons of a priori hierarchical models to test hypotheses for conservation management. We caution against interpreting simple correlations or regression amongst a large number of nested ecological and demographic variables. © 2011 The Authors. Journal of Applied Ecology © 2011 British Ecological Society.","Guidelines for large herbivore translocation simplified: black rhinoceros case study",0
"CE_7690","CE",7690,2014,"10.1016/j.biocon.2013.11.022","Biological Conservation","Przewalski's horse went extinct in the wild in the mid 1960s. Starting in 1985, individuals were brought from western zoos to two centers in China and breeding programs were initiated. With the increasing size of captive populations, two reintroduction projects were launched in the northwestern China in 2001 and 2010. Knowledge on genetic diversity in China's horse populations is limited, but would help improve the genetic management and assess the success of the reintroduction. Accordingly, one reintroduced and two captive populations were examined with 10 microsatellite loci together with pedigree data. The results showed higher level of diversity within the captive populations than the reintroduced population, indicating some alleles may have been lost during reintroduction. Genetic differentiation was detected among populations (FST=0.09±0.05, RhoST=0.05±0.02) and Bayesian clustering supported the presence of three subpopulations. The highest genetic differentiation was observed between the captive and reintroduced populations, and inbreeding coefficients were generally higher in the reintroduced population. Temporal estimates of both pedigree and microsatellite data showed a high, but decreasing level inbreeding. Through simulations, we estimated that the reintroduced population needs more than 100 individuals to retain approximately 90% of its current, already depauperate, genetic diversity. We have provided recommendations for the management program concerning introgressed genes from domestic horse and the number and origin of individuals for future reintroductions. © 2014 Elsevier Ltd.","Evaluating the reintroduction project of Przewalskiâ€™s horse in China using genetic and pedigree data",0
"CE_7691","CE",7691,2011,NA,"Journal of Mammalogy","The tassel-eared squirrel (Sciurus aberti) is dependent on ponderosa pine (Pinus ponderosa) for food and cover and is likely to be affected by management treatments intended to restore currently dense ponderosa pine forests to presettlement, more-open stand structure. We used radiotelemetry to determine how restoration treatments affected habitat use by tassel-eared squirrels. Mean 50% fixed kernel core areas and 85% fixed kernel home ranges were significantly smaller in winter (core = 1.1 ha; home range = 5.1 ha) than nonwinter (core = 3.48 ha; home range = 13.81 ha), and squirrels selected untreated forests and areas with high (51-75%) canopy cover for these winter areas. During nonwinter core areas and home ranges expanded to include treated areas with high canopy cover (51-75%). Squirrels placed the majority of winter nests in areas with >51% canopy cover and high (0.0601-0.0819 kg/m 3) crown bulk density. Given the apparent importance of denser, untreated patches and treated areas with canopy cover of 51-75% in winter, we suggest retaining some areas with these characteristics where it is compatible with other forest management objectives. © 2011 American Society of Mammalogists.","Use of restoration-treated ponderosa pine forest by tassel-eared squirrels",0
