"STUDY_ID","REVIEWERS","INCLUDE","REVIEWERS.1","INCLUDE.1","STUDY_ID.1","AUTHORS","YEAR","TITLE","JOURNAL","VOLUME","LPAGES","UPAGES","DOI","ABSTRACT"
"24","Darren","NO",NA,"not vetted","24","STIRLING D;BOULCOTT P;SCOTT B;WRIGHT P","2016","USING VERIFIED SPECIES DISTRIBUTION MODELS TO INFORM THE CONSERVATION OF A RARE MARINE SPECIES","DIVERSITY AND DISTRIBUTIONS","22","808-822","808-822","10.1111/ddi.12447","AIM GIVEN THE PAUCITY OF DATA ON THE DISTRIBUTION OF HABITATS AND SPECIES FOR MOST MARINE SPECIES, PARTICULARLY THOSE THAT ARE RARE AND IN NEED OF PROTECTION, THERE IS A NEED TO MODEL SPECIES DISTRIBUTIONS. USING THE FAN MUSSEL, ATRINA FRAGILIS (PENNANT 1777), AS OUR CASE SPECIES, THE AIM OF THE STUDY WAS TO PREDICT NEW AREAS OF OCCURRENCE FOR A. FRAGILIS, ESTIMATE THE EXTENT OF POTENTIALLY SUITABLE AREAS, DETERMINE THE PROPORTION OF THESE AREAS THAT ARE INCLUDED IN THE RECENTLY DESIGNATED NATURE CONSERVATION MPAS OFF THE WEST OF SCOTLAND AND IDENTIFY POSSIBLE ENVIRONMENTAL DRIVERS IN THE DISTRIBUTION OF A. FRAGILIS. LOCATION WEST COAST OF SCOTLAND, UK. METHODS USING A POINT PROCESS FRAMEWORK, WE MODELLED PRESENCE-ONLY DATA, INCLUDING HISTORIC RECORDS. A QUADRAT SURVEY EMPLOYING DIGITAL STILL PHOTOGRAPHY WAS CONDUCTED IN AREAS OF HIGH AND LOW SUITABILITY TO VERIFY THE MODEL, AND SUBSEQUENTLY, A TARGETED SURVEY WAS UNDERTAKEN IN AREAS PREDICTED AS HIGHLY SUITABLE BY THE MODELS USING TOWED VIDEO CAMERAS. RESULTS FIVE ENVIRONMENTAL VARIABLES WERE OF PRIME IMPORTANCE IN EXPLAINING THE DISTRIBUTION OF A. FRAGILIS. THE RESULTS FROM THE VERIFICATION SURVEY SUPPORT MODEL PERFORMANCE. ATRINA FRAGILIS WAS FOUND IN 80\% OF THE TARGETED TRANSECTS UNDERTAKEN. APPROXIMATELY 14\% OF THE TOTAL AREA PREDICTED AS SUITABLE FOR A. FRAGILIS OCCURRED WITHIN RECENTLY DESIGNATED MARINE PROTECTED AREAS (MPAS) INDICATING CONSIDERABLE POTENTIAL FOR RECOLONIZATION GIVEN SUITABLE PROTECTION. MAIN CONCLUSIONS THE VERIFIED MODEL SUGGESTS THAT LIMITED PRESENCE-ONLY AND HISTORICAL RECORDS OF RARE SPECIES CAN PERFORM WELL WITHIN A SDM FRAMEWORK ALLOWING THE IDENTIFICATION OF FURTHER SUITABLE AREAS. THE PROMINENCE OF BATHYMETRIC RUGGEDNESS IN THE MODELS IS UNEXPECTED, GIVEN THE UNDERSTOOD ECOLOGICAL NICHE FOR A. FRAGILIS AND PINNIDS IN GENERAL, BUT IS CONSISTENT WITH THE FACT THAT SEABED TOPOGRAPHY CAN OFFER PROTECTION FROM FISHING PRESSURE. THESE RESULTS WILL INFORM RESTORATION OBJECTIVES OF THE MPA NETWORK."
"25","Darren","YES",NA,"not vetted","25","HAYWARD M","2011","USING THE IUCN RED LIST TO DETERMINE EFFECTIVE CONSERVATION STRATEGIES","BIODIVERSITY AND CONSERVATION","20","2563-2573","2563-2573","10.1007/s10531-011-0091-3","THREATENED SPECIES LISTS CONTINUE TO GROW WHILE THE WORLD'S GOVERNMENTS FAIL TO MEET BIODIVERSITY CONSERVATION GOALS. CLEARLY, WE ARE FAILING IN OUR ATTEMPTS TO CONSERVE BIODIVERSITY. YET 37 MAMMAL SPECIES GENUINELY IMPROVED IN STATUS IN THE 2009 IUCN RED LIST, SUGGESTING THERE ARE WAYS TO SUCCESSFULLY CONSERVE BIODIVERSITY. HERE, I COMPARE THE THREATS AND CONSERVATION ACTIONS (PROPOSED AND IMPLEMENTED) BY THE EXPERT ASSESSORS OF THE RED LIST OF IMPROVING SPECIES TO A FURTHER 144 DECLINING MAMMAL SPECIES TO DETERMINE WHETHER SPECIFIC THREATS WERE MORE EASILY REMEDIED, AND WHETHER CERTAIN CONSERVATION ACTIONS WERE MORE SUCCESSFUL THAN OTHERS. DECLINING SPECIES WERE FACED WITH DIFFERENT THREATENING PROCESSES TO MAMMALS IMPROVING IN STATUS SUGGESTING SOME THREATS WERE EASIER TO TREAT (E. G. HUNTING) THAN OTHERS (CLIMATE CHANGE, INVASIVE SPECIES). DECLINING SPECIES HAD DIFFERENT PROPOSED AND IMPLEMENTED CONSERVATION ACTIONS THAN IMPROVING SPECIES SUGGESTING SOME ACTIONS ARE MORE SUCCESSFUL THAN OTHERS. THREATENED SPECIES WERE INVARIABLY FOUND IN CONSERVATION AREAS, SUGGESTING PROTECTED AREA CREATION ALONE IS NOT AN OVERLY SUCCESSFUL STRATEGY FOR SPECIES AT RISK OF EXTINCTION. CONSERVATION ACTIONS WERE MORE FREQUENTLY IMPLEMENTED FOR IMPROVING THAN DECLINING SPECIES SUGGESTING ACTIVE CONSERVATION IS EFFECTIVE IN IMPROVING THE STATUS OF BIODIVERSITY. THERE WERE SIGNIFICANT DIFFERENCES BETWEEN PROPOSED AND IMPLEMENTED CONSERVATION ACTIONS SUGGESTING SOME ACTIONS ARE EASIER TO IMPLEMENT THAN OTHERS. REINTRODUCTION, CAPTIVE BREEDING AND HUNTING RESTRICTION WERE MORE EFFECTIVE IN CONSERVING MAMMALS THAN SITE CREATION AND INVASIVE SPECIES CONTROL. THESE FINDINGS HIGHLIGHT EFFECTIVE CONSERVATION ACTIONS FOR MAMMALS WORLDWIDE AND ALLOW THE RATIONALISATION OF THREAT MITIGATION MEASURES TO ENSURE ECONOMICALLY JUSTIFIABLE BIODIVERSITY CONSERVATION STRATEGIES."
"30","Darren","NO",NA,"not vetted","30","MACHADO F;LEITE F M;DOS S R;GARCIA P;FARRAPO C","2016","TREE DIVERSITY OF SMALL FOREST FRAGMENTS IN ECOTONAL REGIONS WHY MUST THESE FRAGMENTS BE PRESERVED","BIODIVERSITY AND CONSERVATION","25","525-537","525-537","10.1007/s10531-016-1063-4","DESCRIPTIONS OF BIODIVERSITY FROM ECOTONAL REGIONS ARE LACKING. THIS KNOWLEDGE GAP RESULTS FROM THE DIFFICULTY OF IDENTIFYING ELEMENTS FROM BOTH BIOMES/DOMAINS AND THE ADVANCEMENT OF HUMAN ACTIVITIES THAT GENERATE SMALL FOREST FRAGMENTS. HERE IT IS SHOWN THAT SMALL FOREST FRAGMENTS IN AN ECOTONAL REGION HAVE SPECIES RICHNESS AND ABUNDANCE IN LINE WITH OTHER INVENTORIES IN PRESERVED AND NON-PRESERVED AREAS AS WELL AS COMPOSITION AND STRUCTURE DIFFERENTIATED BY THE PRESENCE OF SPECIES FROM BOTH DOMAINS. THE BETA DIVERSITY AMONG FRAGMENTS REFLECTS A HIGH TURNOVER SUPPORTED BY THE FORMATION OF CENTERS OF DOMINANCE AMONG THE MOST ABUNDANT SPECIES. FINALLY, FUNCTIONAL DIVERSITY FAVORS THE GROUP THAT IS TOLERANT OF A WIDE RANGE OF ENVIRONMENTAL VARIABLES AND IS ASSOCIATED WITH FAUNAL COMPONENTS. THE RESULTS INDICATE THAT THESE FRAGMENTS ARE IMPORTANT FROM A CONSERVATION STANDPOINT BECAUSE OF THE INTERSECTION OF ELEMENTS FROM THREATENED BIOMES, WHICH MUST BE MANAGED COHERENTLY. HOWEVER, BRAZILIAN LEGISLATION IS CONSTANTLY MODIFIED AND STILL ALLOWS ANTHROPOGENIC CHANGES THAT PREVENT THE PERSISTENCE OF SPECIES."
"31","Darren","YES",NA,"not vetted","31","KELLY L;DOUGLAS D;SHURMER M;EVANS K","2021","UPLAND RUSH MANAGEMENT ADVOCATED BY AGRIENVIRONMENT SCHEMES INCREASES PREDATION OF ARTIFICIAL WADER NESTS","ANIMAL CONSERVATION","24","646-658","646-658","10.1111/acv.12672","FARMLAND BIRDS, INCLUDING BREEDING WADERS, HAVE DECLINED ACROSS EUROPE. ONE FREQUENTLY ADVOCATED STRATEGY TO FACILITATE POPULATION RECOVERY IS USING AGRI-ENVIRONMENT SCHEMES (AES) TO IMPROVE VEGETATION STRUCTURE. A KEY EXAMPLE IS CUTTING DENSE RUSH JUNCUS TO OPEN THE SWARD WHICH AIMS TO INCREASE THE ABUNDANCE OF WADING BIRDS, FOR EXAMPLE BY IMPROVING FORAGING CONDITIONS. EFFECTS ON BREEDING SUCCESS ARE, HOWEVER, UNKNOWN. THIS IS A CRITICAL KNOWLEDGE GAP AS HIGH NEST AND CHICK PREDATION RATES ARE A KEY DRIVER OF WADER DECLINES. FOR WADER SPECIES THAT NEST ACROSS A RANGE OF SWARD STRUCTURES, FOR EXAMPLE EURASIAN CURLEW NUMENIUS ARQUATA AND COMMON SNIPE GALLINAGO GALLINAGO, CONVERTING DENSER SWARDS TO MORE OPEN ONES MAY REDUCE OPPORTUNITIES FOR NEST CONCEALMENT AND THUS INCREASE PREDATION RISK. DUE TO THE DIFFICULTIES OF LOCATING LARGE NUMBERS OF WADER NESTS, WE ASSESS RUSH MANAGEMENT IMPACTS ON NEST PREDATION RISK USING ARTIFICIAL WADER NESTS (N = 184) IN TWO UPLAND AREAS OF ENGLAND, USING FIELDS IN WHICH RUSH IS MANAGED ACCORDING TO AES PRESCRIPTIONS (TREATMENT; N = 21) OR UN-MANAGED (CONTROL; N = 22) FIELDS. DAILY NEST PREDATION RATES (DPRS) WERE TWICE AS HIGH IN TREATMENT (0.064 DAY(-1)) THAN CONTROL FIELDS (0.027 DAY(-1)). WITHIN TREATMENT FIELDS, DPRS WERE TWICE AS HIGH FOR NESTS IN CUT RUSH PATCHES (0.108 DAY(-1)) THAN IN UNCUT RUSH (0.055 DAY(-1)). MODELLING LINKS HIGHER DPRS ASSOCIATED WITH RUSH CUTTING TO THE RESULTANT SHORTER AND LESS DENSE VEGETATION. OUR RESULTS HIGHLIGHT THE NEED TO ASSESS HOW AES PRESCRIPTIONS THAT ALTER VEGETATION STRUCTURE IMPACT ALL ASPECTS OF THE TARGET SPECIES' FITNESS AND THUS DETERMINE POPULATION RECOVERY. STUDIES USING REAL WADER NESTS SHOULD TEST WHETHER AES RUSH MANAGEMENT INADVERTENTLY CREATES AN ECOLOGICAL TRAP BY ALTERING VEGETATION STRUCTURE, AND IDENTIFY THE SWARD STRUCTURE AND CONFIGURATION THAT OPTIMIZES TRADE-OFFS BETWEEN FORAGING CONDITIONS AND NEST PREDATION RISK."
"32","Darren","YES",NA,"not vetted","32","BUCAIR N;FRANCINI-FILHO R;ALMERON-SOUZA F;LUIZ O","2021","UNDERESTIMATED THREATS TO MANTA RAYS IN BRAZIL PRIMACIES TO SUPPORT CONSERVATION STRATEGIES","GLOBAL ECOLOGY AND CONSERVATION","30",NA,NA,"10.1016/j.gecco.2021.e01753","MANTA RAYS ARE MARINE PLANKTIVOROUS ELASMOBRANCHS THAT ARE DISTRIBUTED WORLDWIDE AND HIGHLY SUSCEPTIBLE TO OVEREXPLOITATION. ALTHOUGH THEY ARE LEGALLY PROTECTED IN BRAZIL SINCE MARCH 2013, INCIDENTAL AND INTENTIONAL CAPTURES STILL OCCUR. THE SHARP POPULATION DECLINE FOLLOWING THE INTENSIFICATION OF TARGETED FISHERIES AND BYCATCH HIGHLIGHTS THE URGENT NEED OF MANTA RAY PROTECTION. THIS STUDY PROVIDES INFORMATION ON SEVERAL THREATS TO MANTA RAYS (MOBULA BIROSTRIS AND M. CF. BIROSTRIS) IN BRAZIL, INCLUDING THE FREQUENCY AND GEOGRAPHIC EXTENT OF THE OCCURRENCES AND THEIR FISHING AND ENTANGLEMENT WITH FISHING GEAR. WE ANALYSED PHOTO/VIDEO RECORDS, AND THE SCIENTIFIC LITERATURE REPORTING MOBULIDS INCIDENCE AND FOCUSED ON EVENTS OF ENTANGLEMENT IN FISHING GEAR, INTENTIONAL AND INCIDENTAL CAUGHT OF MANTA RAYS, OBTAINED FROM 2000 TO 2020. FROM A TOTAL OF 270 RECORDS OF MANTA RAYS' OCCURRENCES, 70 DISPLAYED WOUNDS FROM ANTHROPOGENIC ACTIVITIES, INCLUDING 29 LETHAL RECORDS. MOST OF THE INJURED INDIVIDUALS WERE RECORDED IN THE STATE OF SAO PAULO (31.4\%; N = 22), FOLLOWED BY PERNAMBUCO (20.0\%; N = 14), RIO DE JANEIRO (10.0\%; N = 7), BAHIA (8.6\%; N = 6), RIO GRANDE DO NORTE (7.1\%; N = 5), AND ESPIRITO SANTO (5.7\%; N = 4). DESPITE OUTNUMBERED, ALL MANTA RAYS' OCCURRENCES IN THE STATES OF RIO GRANDE DO NORTE, CEAR ` A, SERGIPE, PARA, PIAUI AND SANTA CATARINA SHOWED INDIVIDUALS EITHER CAPTURED BY FISHERS, WITH BODY SCARS OR DRAGGING FISHING ARTEFACTS. THE MAJORITY (61.4\%) OF INJURED INDIVIDUALS WERE RECORDED AFTER THE NATIONAL PROTECTED STATUS WAS IMPLEMENTED TO THE FAMILY MOBULIDAE, AND ALL INJURIES OBSERVED WERE CONSEQUENCES OF ANTHROPOGENIC ACTION. OUR RESULTS HIGHLIGHT THE DIVERSE SOURCES OF THREAT AND INJURIES PATTERNS FOR MANTA RAYS IN THE NATIONWIDE TERRITORY AND UNDERSCORE THE URGENT NEED FOR MONITORING FISHING IMPACTS AND PROMOTING EFFECTIVE ENFORCEMENT OF THE NATIONAL REGULATION FOR THE PROTECTION OF MANTA RAYS IN BRAZIL."
"38","Darren","YES",NA,"not vetted","38","CARNICER C;EISENLOHR P;DE A J A;SILVEIRA L;ALVES G;TORRES N;DE M F","2020","RUNNING TO THE MOUNTAINS MAMMAL SPECIES WILL FIND POTENTIALLY SUITABLE AREAS ON THE ANDES","BIODIVERSITY AND CONSERVATION","29","1855-1869","1855-1869","10.1007/s10531-020-01951-5","UNDERSTANDING SPECIES DISTRIBUTION OVER TIME IS A KEY TOPIC OF CONSERVATION BIOGEOGRAPHY, ESPECIALLY WHEN IT COMES TO SPECIES WITH LOW MOBILITY OR LOW ADAPTABILITY, WHICH MAY BE MOST AFFECTED BY CLIMATE CHANGE. WE INVESTIGATED THE PAST, CURRENT AND FUTURE CLIMATE SUITABILITY OF DINOMYS BRANICKII (RODENTIA), A SPECIES WITH CHARACTERISTICS THAT MAKE IT ESPECIALLY VULNERABLE TO SUCH CHANGES. WE APPLIED CLIMATE SUITABILITY MODELING (CSM) TO EVALUATE HOW D. BRANICKII RESPONDS TO ENVIRONMENTAL CHANGES OVER TIME. WE PERFORMED CSM FOR THE PERIODS OF LAST GLACIAL MAXIMUM (LGM), MID HOLOCENE (MH), CURRENT (1960-1990) AND FUTURE (2041-2060). WE RETAINED MODELS THAT PRESENTED TRUE SKILL STATISTIC > 0.4 TO PROJECT CONSENSUS MAPS. THE AREA OF MAXIMUM SUITABILITY DECREASED OVER TIME (LGM-22.2\%; MH-9.4\%; CURRENT-8.9\%; FUTURE-7.5\%), BEING RESTRICTED TO THE WESTERNMOST PORTION OF THE NEOTROPICS, WITH LESS ADEQUACY IN THE AMAZON IN THE FUTURE SCENARIO. WE OBSERVED THIS DECLINE IN THE AREA OF CLIMATE SUITABILITY OF D. BRANICKII INCLUDING AREAS WITHIN PROTECTED AREAS (PAS), IN THE CURRENT (SUITABLE AREA IN 1776 PAS) AND FUTURE (IN 1661 PAS) SCENARIOS. OUR RESULTS DEMONSTRATED THE DYNAMICS OF CLIMATE SUITABILITY FOR D. BRANICKII, INDICATING THAT PAS ON LLANOS, CENTRAL AMAZON AND, PREDOMINANTLY, ON THE ANDEAN SLOPE MAY FUNCTION AS A FUTURE REFUGE FOR THE SPECIES. WE SHOW POTENTIAL LOSS OF SUITABLE AREA FOR THIS SPECIES OVER TIME, AND PREVENTIVE ACTIONS ARE THUS NECESSARY, SUCH AS A CONNECTED NETWORK OF PAS FROM AMAZON TO ANDES."
"39","Darren","YES",NA,"not vetted","39","FARRIS S;WADDLE J;HACKETT L;MAZZOTTI F","2021","HIERARCHICAL MODELS IMPROVE THE USE OF ALLIGATOR ABUNDANCE AS AN INDICATOR","ECOLOGICAL INDICATORS","133",NA,NA,"10.1016/j.ecolind.2021.108406","INDICATOR SPECIES ARE SPECIES WHICH CAN BE MONITORED AS AN INDEX TO MEASURE THE OVERALL HEALTH OF AN ECOSYSTEM. CROCODYLIANS HAVE BEEN SHOWN TO BE GOOD INDICATORS OF WETLAND CONDITION AS THEY RESPOND TO CHANGES IN HYDROLOGY, CAN BE EFFICIENTLY MONITORED, AND ARE A KEY PART OF ECOSYSTEM TROPHIC RELATIONSHIPS. EYE SHINE SURVEYS AT NIGHT ARE A STANDARD METHOD USED TO SAMPLE ALLIGATORS, BUT BECAUSE SOME INDIVIDUALS THAT ARE PRESENT IN A STUDY AREA MAY GO UNDETECTED AND THE PROPORTION OF INDIVIDUALS COUNTED IS NOT CONSTANT OVER TIME, APPROPRIATE MODELING IS REQUIRED TO CONVERT COUNTS TO ESTIMATES OF ABUNDANCE. WE ANALYZED 13 YEARS OF AMERICAN ALLIGATOR (ALLIGATOR MISSISSIPPIENSIS) SURVEY COUNT DATA FROM SOUTH FLORIDA USING AN N-MIXTURE MODEL. ALLIGATOR ABUNDANCE ESTIMATES WERE ASSIGNED TO QUARTILES THAT WERE THEN REPRESENTED AS COLOR CODED CATEGORIES OF RED, YELLOW, OR GREEN TO PROVIDE A STRAIGHTFORWARD RATING OF EVERGLADES RESTORATION BASED ON FAMILIAR STOPLIGHT COLORING. THESE RESULTS WERE THEN COMPARED TO A PREVIOUSLY USED METHOD IN WHICH UNADJUSTED COUNTS OF THESE SAME DATA WERE ASSIGNED TO COLOR CODED QUARTILE CATEGORIES. WATER DEPTH PLAYED A MAJOR ROLE IN THE DETECTION PROBABILITY OF ALLIGATORS AND THE STOPLIGHT COLORS BETWEEN THE TWO METHODS MATCHED 76\% OF THE TIME. THIS SUGGESTS THAT THE ORIGINAL STOPLIGHT SCORE METHOD PROVIDED A GOOD OVERALL SNAPSHOT OF THE TRENDS IN ALLIGATOR ABUNDANCE IN THE EVERGLADES; HOWEVER, THE HIERARCHICAL MODELS ESTIMATE ABUNDANCE AND TRENDS OF ALLIGATOR ABUNDANCE BY INCORPORATING DETECTION PROBABILITY THUS PROVIDING UNBIASED ESTIMATES OF ABUNDANCE."
"45","Darren","YES",NA,"not vetted","45","BOND A;LAVERS J","2014","CLIMATE CHANGE ALTERS THE TROPHIC NICHE OF A DECLINING APEX MARINE PREDATOR","GLOBAL CHANGE BIOLOGY","20","2100-2107","2100-2107","10.1111/gcb.12554","CHANGES IN THE WORLD'S OCEANS HAVE ALTERED NUTRIENT FLOW, AND AFFECTED THE VIABILITY OF PREDATOR POPULATIONS WHEN PREY SPECIES BECOME UNAVAILABLE. THESE CHANGES ARE INTEGRATED INTO THE TISSUES OF APEX PREDATORS OVER SPACE AND TIME AND CAN BE QUANTIFIED USING STABLE ISOTOPES IN THE INERT FEATHERS OF HISTORICAL AND CONTEMPORARY AVIAN SPECIMENS. WE MEASURED DELTA C-13 AND DELTA N-15 VALUES IN FLESH-FOOTED SHEARWATERS (PUFFINUS CARNEIPES) FROM WESTERN AND SOUTH AUSTRALIA FROM 1936-2011. THE FLESH-FOOTED SHEARWATERS MORE THAN DOUBLED THEIR TROPHIC NICHE (FROM 3.91 +/- 1.37 PARTS PER THOUSAND(2) TO 10.00 +/- 1.79 PARTS PER THOUSAND(2)), AND DROPPED AN ENTIRE TROPHIC LEVEL IN 75 YEARS (PREDICTED DELTA N-15 DECREASED FROM +16.9 PARTS PER THOUSAND TO + 13.5 PARTS PER THOUSAND, AND D 13 C FROM -16.9 PARTS PER THOUSAND TO -17.9 PARTS PER THOUSAND) - THE LARGEST CHANGE IN DELTA N-15 YET REPORTED IN ANY MARINE BIRD, SUGGESTING A RELATIVELY RAPID SHIFT IN THE COMPOSITION OF THE INDIAN OCEAN FOOD WEB, OR CHANGES IN BASELINE DELTA C-13 AND DELTA N-15 VALUES. A STRONGER EL NINO-SOUTHERN OSCILLATION RESULTS IN A WEAKER LEEUWIN CURRENT IN WESTERN AUSTRALIA, AND DECREASED FLESH-FOOTED SHEARWATER DELTA C-13 AND DELTA N-15. CURRENT CLIMATE FORECASTS PREDICT THIS TREND TO CONTINUE, LEADING TO INCREASED OCEANIC `TROPICALIZATION' AND POTENTIALLY COMPETITION BETWEEN FLESH-FOOTED SHEARWATERS AND MORE TROPICAL SYMPATRIC SPECIES WITH EXPANDING RANGES. FLESH-FOOTED SHEARWATER POPULATIONS ARE DECLINING, AND CURRENT CONSERVATION MEASURES AIMED PRIMARILY AT BYCATCH MITIGATION ARE NOT RESTORING POPULATIONS. WIDESPREAD SHIFTS IN FORAGING, AS SHOWN HERE, MAY EXPLAIN SOME OF THE REPORTED DECLINE. AN IMPROVED UNDERSTANDING AND ABILITY TO MITIGATE THE IMPACTS OF GLOBAL CLIMACTIC CHANGES IS THEREFORE CRITICAL TO THE LONG-TERM SUSTAINABILITY OF THIS DECLINING SPECIES."
"47","Darren","YES",NA,"not vetted","47","DEVITT K;ADAMS V;KYNE P","2015","AUSTRALIAS PROTECTED AREA NETWORK FAILS TO ADEQUATELY PROTECT THE WORLDS MOST THREATENED MARINE FISHES","GLOBAL ECOLOGY AND CONSERVATION","3","401-411","401-411","10.1016/j.gecco.2015.01.007","IN ORDER TO MAINTAIN ECOSYSTEMS AND BIODIVERSITY, AUSTRALIA HAS LONG INVESTED IN THE DEVELOPMENT OF MARINE AND TERRESTRIAL PROTECTED AREA NETWORKS. WITHIN THIS LAND-AND SEASCAPE, NORTHERN AUSTRALIA REPRESENTS A GLOBAL POPULATION STRONGHOLD FOR FOUR SPECIES OF THE WORLD'S MOST THREATENED MARINE FISH FAMILY, THE SAWFISHES (FAMILY PRISTIDAE). THE DISTRIBUTION OF SAWFISHES ACROSS NORTHERN AUSTRALIA HAS PREVIOUSLY ONLY BEEN COARSELY ESTIMATED, AND THE ADEQUACY OF THEIR REPRESENTATION IN PROTECTED AREAS HAS NOT BEEN EVALUATED. THE CALCULATED RANGE OF EACH SPECIES WAS INTERSECTED WITH AUSTRALIA'S MARINE AND TERRESTRIAL PROTECTED AREA DATASETS, AND TARGETS OF 10\% MARINE AND 17\% INLAND RANGE PROTECTION WERE USED TO DETERMINE ADEQUACY OF SAWFISH RANGE PROTECTION. MARINE TARGETS HAVE BEEN ACHIEVED FOR ALL SPECIES, BUT THE INLAND RANGE PROTECTION TARGETS HAVE NOT BEEN MET FOR ANY SPECIES. RESULTS INDICATE THAT FURTHER PROTECTION OF INLAND HABITATS IS REQUIRED IN ORDER TO IMPROVE SAWFISH PROTECTION AND HABITAT CONNECTIVITY. (C) 2015 THE AUTHORS. PUBLISHED BY ELSEVIER B.V."
"51","Darren","YES",NA,"not vetted","51","FARIA N;RABACA J;MORALES M","2012","THE IMPORTANCE OF GRAZING REGIME IN THE PROVISION OF BREEDING HABITAT FOR GRASSLAND BIRDS THE CASE OF THE ENDANGERED LITTLE BUSTARD TETRAX TETRAX","JOURNAL FOR NATURE CONSERVATION","20","211-218","211-218","10.1016/j.jnc.2012.03.003","IN MEDITERRANEAN DRY GRASSLANDS, GRAZING BY DOMESTIC ANIMALS IS AN IMPORTANT AGRICULTURAL ACTIVITY ON DRY GRASSLANDS. SEVERAL BIRD SPECIES OCCUR IN THESE GRAZED HABITATS AND ARE NOW EXPERIENCING A NEAR CONTINUOUS DECLINE. WE INVESTIGATED THE IMPACT OF LIVESTOCK GRAZING ON THE THREATENED LITTLE BUSTARD (TETRAX TETRAX L.). THE STUDY WAS CONDUCTED AT THE NATURA 2000 SITE/IMPORTANT BIRD AREA OF CABRELA, PORTUGAL. OUR MAIN GOALS WERE TO INVESTIGATE RESPONSES OF LITTLE BUSTARD TERRITORIAL MALES AND BREEDING FEMALES TO DIFFERENT LIVESTOCK MANAGEMENT PRACTICES, NAMELY PASTURE TYPES, STOCKING RATES AND SWARD STRUCTURE. BIRD DISTRIBUTION WAS SURVEYED USING CAR AND FOOT SURVEYS. DATA ON GRAZING WAS SUPPLIED BY LAND MANAGERS EVERY 10 DAYS FROM FEBRUARY TO JUNE THROUGH FIELD INTERVIEWS. GENERALISED ADDITIVE MODELS AND MODEL AVERAGING WERE USED TO COMPUTE PREDICTIVE MODELS. RESULTS INDICATE THAT HIGHER PROBABILITIES OF OCCURRENCE WERE FOUND IN LONG-TERM PASTURES AND UNDER LIGHT-MODERATE GRAZING CONDITIONS (STOCKING RATES AROUND 0.4 LU/HA). CONVERSELY, LOWER PROBABILITIES OF OCCURRENCE WERE FOUND IN UNGRAZED OR HEAVY GRAZED FIELDS. MALES OCCURRED MOSTLY IN LARGE FIELDS, BUT THIS VARIABLE SEEMED TO BE LESS IMPORTANT FOR FEMALES. ON THE OTHER HAND, GREEN PLANT COVER AND THE VEGETATION HEIGHT WERE GOOD PREDICTORS FOR THE OCCURRENCE OF FEMALES BUT NOT FOR MALES. FEMALES USED MOSTLY PASTURES WITH VEGETATION HEIGHT AROUND 20-25 CM. OUR RESULTS SUGGEST THAT GRAZING MANAGEMENT PLANS THAT AIM TO CONSERVE LITTLE BUSTARD POPULATIONS SHOULD CONSIDER (1) THE MAINTENANCE OF THE LARGER LONG-TERM PASTURES AND (2) THE USE OF LIGHT-MODERATE STOCKING RATES (0.2-0.6 LU/HA). (C) 2012 ELSEVIER GMBH. ALL RIGHTS RESERVED."
