"STUDY_ID","REVIEWERS","INCLUDE","REVIEWERS","INCLUDE","STUDY_ID","AUTHORS","YEAR","TITLE","JOURNAL","VOLUME","LPAGES","UPAGES","DOI","ABSTRACT"
72,"Darren","not vetted",NA,"not vetted",72,"SIRAMI C;MONADJEM A",2012,"CHANGES IN BIRD COMMUNITIES IN SWAZILAND SAVANNAS BETWEEN 1998 AND 2008 OWING TO SHRUB ENCROACHMENT","DIVERSITY AND DISTRIBUTIONS","18","390-400","390-400","10.1111/j.1472-4642.2011.00810.x","AIM THIS STUDY INVESTIGATES CHANGES IN BIRD COMMUNITIES BETWEEN 1998 AND 2008 IN FOUR SAVANNA SITES IN SWAZILAND AND THE EXTENT TO WHICH SHRUB ENCROACHMENT IS RESPONSIBLE FOR THESE CHANGES. LOCATION SWAZILAND, SOUTHERN AFRICA. METHODS GENERALIZED ESTIMATED EQUATIONS WERE USED TO ESTIMATE CHANGES IN BIRD SPECIES OCCURRENCE BETWEEN 1998 AND 2008. REMOTE SENSING OF AERIAL PHOTOGRAPHS/SATELLITE IMAGES WAS USED TO ASSESS VEGETATION CHANGES DURING THE SAME PERIOD. WE ASSESSED THE ROLE OF SHRUB ENCROACHMENT FOR BIRD COMMUNITIES BY TESTING THE RELATIONSHIP BETWEEN CHANGE IN SPECIES OCCURRENCE AND SPECIES HABITAT USING A GENERAL LINEAR MODEL. WE ALSO ESTIMATED SPECIES RICHNESS, COLONIZATION AND EXTINCTION AND USED GENERAL LINEAR MODELS TO TEST THE EFFECTS OF VEGETATION CHANGES ON THESE PARAMETERS. RESULTS MORE THAN HALF OF THE BIRD SPECIES SHOWED A SIGNIFICANT CHANGE IN OCCURRENCE BETWEEN 1998 AND 2008: 32 SPECIES INCREASED AND 29 DECREASED. CHANGE IN SPECIES OCCURRENCE WAS SIGNIFICANTLY EXPLAINED BY SPECIES HABITAT. SPECIES SIGNIFICANTLY INCREASING WERE MAINLY ASSOCIATED WITH WOODED SAVANNA, WHEREAS SPECIES SIGNIFICANTLY DECREASING WERE MAINLY ASSOCIATED WITH OPEN SAVANNA. SPECIES RICHNESS DECREASED SIGNIFICANTLY, AND THIS DECREASE WAS SIGNIFICANTLY EXPLAINED BY SHRUB COVER INCREASE AT THE PLOT SCALE (FROM 24\% TO 44\% ON AVERAGE). EXTINCTION AT THE PLOT SCALE WAS SIGNIFICANTLY INFLUENCED BY THE LOSS OF GRASS COVER, WHILE COLONIZATION AT THE PLOT SCALE WAS INFLUENCED BY TREE COVER INCREASE. MAIN CONCLUSIONS THIS STUDY REPRESENTS THE FIRST EVIDENCE OF TEMPORAL CHANGES IN BIRD COMMUNITIES OWING TO SHRUB ENCROACHMENT IN SOUTHERN AFRICA. DESPITE ITS SHORT TIME FRAME (10 YEARS), THIS STUDY SHOWS DRAMATIC CHANGES IN BOTH VEGETATION STRUCTURE AND BIRD COMMUNITY COMPOSITION. THIS CONFIRMS THE GENERAL CONCERN FOR SOUTHERN AFRICAN BIRD SPECIES ASSOCIATED WITH OPEN SAVANNA IF CURRENT TRENDS CONTINUE."
73,"Darren","not vetted",NA,"not vetted",73,"PHADPHON P;AMONTAILAK T;KOTCHANTUEK N;SRITHAWONG S;KUTANAN W;SUWANNAPOOM C",2019,"GENETIC DIVERSITY OF THE ENDANGERED MEKONG GIANT CATFISH STRIPED CATFISH AND THEIR HYBRIDS FROM THAILAND","TROPICAL CONSERVATION SCIENCE","12",NA,NA,"10.1177/1940082919869487","PREVIOUS GENETIC INVESTIGATIONS OF THE MEKONG GIANT CATFISH (PANGASIANODON GIGAS CHEVEY, 1913) AND STRIPED CATFISH (PANGASIANODON HYPOPHTHALMUS SAUVAGE, 1878) PROVIDED DISCORDANT RESULTS. HERE, WE SEQUENCED MITOCHONDRIAL (MT) DNA OF THE CYTOCHROME B REGION, AND A CONTROL REGION, TO CHARACTERIZE THE GENETIC VARIATION OF P. GIGAS, P. HYPOPHTHALMUS, AND HYBRIDS OF THESE TWO SPECIES. AMONG THE THREE GROUPS, P. HYPOPHTHALMUS HAD THE GREATEST DIVERSITY IN BOTH REGIONS, YET ALL THREE STUDIED GROUPS SHOWED LOWER GENETIC DIVERSITY COMPARED TO THE RESULTS OF PREVIOUS STUDIES. THE BAYESIAN SKYLINE PLOTS SHOWED A REDUCTION IN EFFECTIVE POPULATION SIZES OF THE PARENTAL SPECIES. THE HYBRIDS WERE FOUND TO HAVE A CONSTANT POPULATION SIZE WITH A RECENT DIVERGENCE TIME. AS EXPECTED, THE NETWORK AND NEIGHBOR JOINING TREE SHOWED A CLOSE MATERNAL GENETIC RELATIONSHIP BETWEEN THE HYBRID AND P. HYPOPHTHALMUS, A REFLECTION OF THE BREEDING BETWEEN MALE P. GIGAS AND FEMALE P. HYPOPHTHALMUS. OUR RESULTS PROVIDE GENETIC INFORMATION ON THESE ENDANGERED FISH THAT WILL BE USEFUL FOR BOTH CONSERVATION AND COMMERCIAL BREEDING PROGRAMS."
78,"Darren","not vetted",NA,"not vetted",78,"MARQUES H;PINHEIRO D J;PERBICHE-NEVES G;LUIZ K E;RAMOS I",2018,"IMPORTANCE OF DAMFREE TRIBUTARIES FOR CONSERVING FISH BIODIVERSITY IN NEOTROPICAL RESERVOIRS","BIOLOGICAL CONSERVATION","224","347-354","347-354","10.1016/j.biocon.2018.05.027","DAMS CHANGE THE HYDROLOGICAL DYNAMICS, PATTERNS OF BIOLOGICAL PRODUCTION AND DISTRIBUTION OF ORGANISMS IN SPACE AND TIME. IN CONTRAST, TRIBUTARY RIVERS CAN FUNCTION AS SOURCE AREAS IN RESERVOIRS, SINCE THEY HARBOR SPAWNING AND EARLY DEVELOPMENT GROUNDS FOR NATIVE FISH SPECIES. HERE, WE ANALYZE A TIME SERIES OF THE FIRST 14 YEARS AFTER THE IMPOUNDMENT OF THE PORTO PRIMAVERA RESERVOIR, A LARGE RESERVOIR WITH FREE TRIBUTARIES IN SOUTHEASTERN BRAZIL. TO EVALUATE THE IMPACT OF DAMMING ON THE FISH ASSEMBLAGE, WE EVALUATED THE ABUNDANCE (CATCH PER UNIT EFFORT, CPUE) AND ALPHA (SPECIES RICHNESS AND SHANNON-WIENER INDEX) AND BETA (SORENSEN DISSIMILARITY AND TURNOVER) DIVERSITY OF FOUR SITES DISTRIBUTED ALONG THE RESERVOIR. OVERALL, THERE WAS NO DECREASING TREND IN THE ALPHA DIVERSITY AND NO INCREASING TREND IN THE BETA DIVERSITY RELATIVE TO THE INITIAL YEAR OR AMONG THE SITES OVER TIME. DESPITE THE EXPECTED DISTURBANCE IN THE FISH ASSEMBLAGE AT THE LACUSTRINE SITE, THE SITES LOCATED NEAR THE TRIBUTARY MOUTHS PRESENTED RESISTANT FISH ASSEMBLAGES, COMPENSATING THE RESULTS OF THE OVERALL ASSESSMENT. WE ATTRIBUTE THIS UNUSUAL VARIATION IN THE ECOLOGICAL ATTRIBUTES TO SOURCE-SINK DEMOGRAPHIC DYNAMICS, WITH THE UNDAMMED TRIBUTARIES AS THE SOURCE AND THE RESERVOIR AS THE SINK FOR NATIVE SPECIES. WE HIGHLIGHT THAT THE PRESENCE OF THESE RIVERS MINIMIZED THE EXPECTED TREND TOWARDS BIOTIC HOMOGENIZATION, AND THE PRESERVATION OF THE TRIBUTARIES IS IMPERATIVE SINCE THEY CONTRIBUTE TO DIVERSITY MAINTENANCE IN AREAS THAT ARE ALREADY IMPACTED BY DAMMING. THE INCLUSION OF THIS AGENDA IN ENVIRONMENTAL MANAGEMENT PROGRAMS AND NEW IMPOUNDMENT PLANS WILL ALLOW A BALANCE BETWEEN THE DEMAND FOR ELECTRICITY PRODUCTION AND THE CONSERVATION OF FISH DIVERSITY."
79,"Darren","not vetted",NA,"not vetted",79,"HANSON J;VERISSIMO A;VELO-ANTON A;CAMACHO-SANCHEZ M;MARTINEZ-SOLANO H;SEQUEIRA F;POSSINGHAM S",2021,"EVALUATING SURROGATES OF GENETIC DIVERSITY FOR CONSERVATION PLANNING","CONSERVATION BIOLOGY","35","634-642","634-642","10.1111/cobi.13602","PROTECTED-AREA SYSTEMS SHOULD CONSERVE INTRASPECIFIC GENETIC DIVERSITY. BECAUSE GENETIC DATA REQUIRE RESOURCES TO OBTAIN, SEVERAL APPROACHES HAVE BEEN PROPOSED FOR GENERATING PLANS FOR PROTECTED-AREA SYSTEMS (PRIORITIZATIONS) WHEN GENETIC DATA ARE NOT AVAILABLE. YET SUCH SURROGATE-BASED APPROACHES REMAIN POORLY TESTED. WE EVALUATED THE EFFECTIVENESS OF POTENTIAL SURROGATE-BASED APPROACHES BASED ON MICROSATELLITE GENETIC DATA COLLECTED ACROSS THE IBERIAN PENINSULA FOR 7 AMPHIBIAN AND 3 REPTILIAN SPECIES. LONG-TERM ENVIRONMENTAL SUITABILITY DID NOT EFFECTIVELY REPRESENT SITES CONTAINING HIGH GENETIC DIVERSITY (ALLELIC RICHNESS). PRIORITIZATIONS BASED ON LONG-TERM ENVIRONMENTAL SUITABILITY HAD SIMILAR PERFORMANCE TO RANDOM PRIORITIZATIONS. GEOGRAPHIC DISTANCES AND RESISTANCE DISTANCES BASED ON CONTEMPORARY ENVIRONMENTAL SUITABILITY WERE NOT ALWAYS EFFECTIVE SURROGATES FOR IDENTIFICATION OF COMBINATIONS OF SITES THAT CONTAIN INDIVIDUALS WITH DIFFERENT GENETIC COMPOSITIONS. OUR RESULTS DEMONSTRATE THAT POPULATION GENETIC DATA BASED ON COMMONLY USED NEUTRAL MARKERS CAN INFORM PRIORITIZATIONS, AND WE COULD NOT FIND AN ADEQUATE SUBSTITUTE. CONSERVATION PLANNERS NEED TO WEIGH THE POTENTIAL BENEFITS OF GENETIC DATA AGAINST THEIR ACQUISITION COSTS."
83,"Darren","not vetted",NA,"not vetted",83,"AUTIO O;SALMELA J;SUHONEN J",2013,"SPECIES RICHNESS AND RARITY OF CRANE FLIES DIPTERA TIPULOIDEA IN A BOREAL MIRE","JOURNAL OF INSECT CONSERVATION","17","1125-1136","1125-1136","10.1007/s10841-013-9593-5","SPECIES RICHNESS AND ABUNDANCE ARE CENTRAL IN BIODIVERSITY INVENTORIES AND IN MEASURING THE STRUCTURE OF COMMUNITIES. NEGLECTING THE ASSESSMENT OF SAMPLING EFFICIENCY MAY LEAD TO SPURIOUS ESTIMATES OF SPECIES RICHNESS AND CONSERVATION VALUE. OUR AIM WAS TO EXAMINE SPECIES RICHNESS, SAMPLING EFFECTIVENESS, SPECIES-ABUNDANCE DISTRIBUTION (SAD) AND RARITY OF A BOREAL, MIRE-DWELLING CRANE FLY (DIPTERA, TIPULOIDEA) ASSEMBLAGE IN WESTERN FINLAND. 12 MALAISE TRAPS DISPERSED IN 4 SUBPLOTS AND STANDARDIZED SWEEP NET SAMPLES WERE USED TO COLLECT ADULT FLIES FROM THE MIRE. A TOTAL OF 23 SPECIES AND 1,569 SPECIMENS WERE IDENTIFIED. IN GENERAL ALL SPECIES RICHNESS ESTIMATORS WERE HIGHLY CORRELATED AND INDICATED RATHER GOOD SAMPLING EFFORT. SAMPLE COMPLETENESS, EXPRESSED AS PERCENTAGE OF OBSERVED RICHNESS DIVIDED BY ESTIMATED RICHNESS, WAS HIGHER FOR MIRE-DWELLERS (MEAN 75 \%) THAN FOR ALL SPECIES (MEAN 63 \%). CRANE FLY ASSEMBLAGES OF SUBPLOTS AND COMBINED DATA FITTED BEST WITH LOG-SERIES SAD. SPECIES SPATIAL DISTRIBUTION WAS POSITIVELY CORRELATED WITH AVERAGE ABUNDANCE. IN OTHER WORDS, THE MOST ABUNDANT SPECIES OCCURRED IN THE MOST OF MALAISE TRAPS. SEVEN MIRE-DWELLING SPECIES GREATLY OUTNUMBERED (94 \% OF THE COLLECTED SPECIMENS) ALL OTHER MEMBERS IN THE ASSEMBLAGE, AND ONLY ONE OBSERVED SPECIES WAS RARE BY SEVERAL DEFINITIONS (LOCAL ABUNDANCE, EXTENT OF OCCURRENCE IN FINLAND AND AREA OF OCCUPANCY). ALTHOUGH THE STUDIED ASSEMBLAGE WAS CHARACTERIZED BY COMMONNESS, FIVE OF THE SPECIES HAVE THREATENED STATUS IN EUROPE SOUTH OF FINLAND. SEPARATE SPECIES RICHNESS ESTIMATION OF ALL SPECIES (VAGRANTS AND OCCASIONAL SPECIES INCLUDED) AND FOCAL SPECIES (HERE MIRE-DWELLERS) IS SUPPORTED IF ECOLOGICAL INFORMATION IS AVAILABLE ON THE TAXONOMIC GROUP BEING STUDIED."
93,"Darren","not vetted",NA,"not vetted",93,"RIBEIRO M;PATINO-MARTINEZ J;AGUES A;NUNO A",2022,"EXPLORING A COMPREHENSIVE BEHAVIOURAL MODEL TO INVESTIGATE ILLEGAL SEA TURTLE TRADE IN CABO VERDE","CONSERVATION \& SOCIETY","20","325-335","325-335","10.4103/cs.cs\_98\_21","SUCCESSFUL CONSERVATION OUTCOMES OFTEN DEPEND ON CHANGING HUMAN BEHAVIOURS THAT NEGATIVELY IMPACT BIODIVERSITY, SUCH AS UNSUSTAINABLE WILDLIFE HARVESTING OR ILLEGAL WILDLIFE TRADE (IWT). HOWEVER, INCLUSIVE PSYCHOLOGY MODELS THAT EXAMINE MOTIVATIONS OF THOSE BEHAVIOURS HAVE BEEN UNDERUTILISED IN IWT CONTEXTS. THIS RESEARCH EXAMINES THE DRIVERS OF ILLEGAL HARVESTING AND CONSUMPTION OF SEA TURTLES ON MAIO, CABO VERDE (WEST AFRICA), BY ADAPTING DATA FROM INTERVIEWS (N=20) AND QUESTIONNAIRES (N=325) INTO THE COMPREHENSIVE ACTION DETERMINATION MODEL, AN ENVIRONMENTAL PSYCHOLOGY THEORETICAL FRAMEWORK. INITIAL FINDINGS SUGGEST LOCAL BEHAVIOURAL MOTIVATIONS HAVE CHANGED OVER TIME, BUT KEY BELIEFS REMAINED INTACT. STRUCTURAL EQUATION MODELLING SHOWED INTENTION TO CONSUME TURTLES IS INFLUENCED BY POSITIVE ATTITUDES TOWARDS CONSUMPTION, BUT INTERVIEWS SUGGEST NORMATIVE PERSONAL AND SOCIAL BELIEFS ARE BECOMING RELEVANT TO CONSUMPTIVE BEHAVIOUR MITIGATION. THE SAME SEEMS TRUE OF HARVESTING, REPORTEDLY PERFORMED MOSTLY BY YOUNG MEN LOOKING TO SELL TURTLE BY-PRODUCTS. OVERALL, RESULTS INDICATE THE BELIEFS UNDERLYING HARVEST AND CONSUMPTION BEHAVIOURS ARE DISTINCT, SUCH THAT OUTREACH INITIATIVES MUST BE DESIGNED TO ADDRESS EACH. RESULTS DEMONSTRATE HOW CONCEPTUAL MODELS DEVELOPED IN UNDERUTILISED DISCIPLINES CAN BE ADAPTED TO EXPAND THE TRANSDISCIPLINARY TOOLS AVAILABLE TO CONSERVATION PRACTITIONERS. EMBRACING BEHAVIOUR-FOCUSED APPROACHES IS CRUCIAL TO ADDRESS THE INTRICATE CULTURAL AND CONTEXTUAL FACTORS OF IWT."
94,"Darren","not vetted",NA,"not vetted",94,"GONZALEZ-MAYA J;CARDENAL-PORRAS J;WYATT S;MATA-LORENZEN J",2011,"NEW LOCALITIES AND ALTITUDINAL RECORDS FOR THE SNAKES OXYRHOPUS PETOLARIUS SPILOTES PULLATUS AND UROTHECA FULVICEPS IN TALAMANCA COSTA RICA","REVISTA MEXICANA DE BIODIVERSIDAD","82","1340-1342","1340-1342",NA,"DISTRIBUTION RECORDS ARE THE BASIS FOR CONSERVATION PLANNING AND SPECIES CONSERVATION ASSESSMENTS. NEW LOCALITY AND ELEVATION RECORDS ARE REPORTED FOR 2 DIPSADID SNAKES (OXYRHOPUS PETOLARIUS AND UROTHECA FULVICEPS) AND 1 COLUBRID (SPILOTES PULLATUS) FROM THE TALAMANCA MOUNTAIN RANGE OF COSTA RICA AS ESTABLISHED BY DIRECT SIGHTINGS. THESE NEW RECORDS REPRESENT IMPORTANT ADDITIONS TO THE KNOWLEDGE OF THE SPECIES AND MORE GENERALLY FOR THE TALAMANCA ECOREGION."
98,"Darren","not vetted",NA,"not vetted",98,"WALKER J;ROTELLA J;LOESCH C;RENNER R;RINGELMAN J;LINDBERG M;DELL R;DOHERTY K",2013,"AN INTEGRATED STRATEGY FOR GRASSLAND EASEMENT ACQUISITION IN THE PRAIRIE POTHOLE REGION USA","JOURNAL OF FISH AND WILDLIFE MANAGEMENT","4","267-279","267-279","10.3996/052013-JFWM-035","ACQUISITION OF PERPETUAL GRASSLAND EASEMENTS IS A PRINCIPAL TACTIC USED BY THE UNITED STATES FISH AND WILDLIFE SERVICE (USFWS) AND ITS PARTNERS TO PROTECT NESTING HABITAT FOR MIGRATORY BIRDS IN THE PRAIRIE POTHOLE REGION OF NORTH AND SOUTH DAKOTA, USA. THIS PUBLIC-PRIVATE PARTNERSHIP RESULTED IN THE CONSERVATION OF >344,000 HA OF GRASSLAND DURING 1998-2012. PAST EASEMENT ACQUISITION HAS BEEN TARGETED TO LANDSCAPES WITH GREATEST EXPECTED ACCESSIBILITY TO BREEDING DUCK PAIRS WITHOUT ACTIVE CONSIDERATION OF PROBABILITY OF CONVERSION OR COST OF PROTECTION. THE RISING COST OF EASEMENT ACQUISITION IN RECENT YEARS INDICATES THAT RE-EVALUATION AND REFINEMENT OF THE EASEMENT ACQUISITION STRATEGY COULD HELP TO IMPROVE PROGRAMMATIC OUTCOMES. WE ASSESSED REGIONAL PATTERNS OF EASEMENT ACQUISITION DURING 1998-2012, EVALUATED THE CURRENT TARGETING STRATEGY, AND USED A COMBINATION OF PUBLICLY AVAILABLE AND PROPRIETARY GEOSPATIAL DATA TO DEVELOP AN EASEMENT-TARGETING GEOGRAPHIC INFORMATION SYSTEM THAT INTEGRATED INFORMATION ABOUT CONVERSION PROBABILITY AND PROTECTION COST WITH CURRENT TARGETING CRITERIA. OUR ASSESSMENT INDICATED THAT GRASSLAND PROTECTION WAS NEGATIVELY AFFECTED BY RISING LAND PRICES DURING 1998-2012. IN THE 5 Y BETWEEN 2008 AND 2012, ABOUT 100,000 HA OF GRASSLAND WERE PROTECTED AT A COST OF \$83 MILLION (U. S. DOLLARS). THE 2008-2012 ACQUISITIONS REPRESENTED 30\% OF TOTAL PROTECTION DURING 1998-2012 BUT COMPOSED 47\% OF THE TOTAL EXPENDITURE. WE OBSERVED STRONG EVIDENCE THAT EASEMENTS WERE TARGETED TO PRIORITY LANDSCAPES BOTH BEFORE AND AFTER FORMALIZATION OF THE USFWS CONSERVATION STRATEGY IN 2004. WE ALSO FOUND EVIDENCE OF AN OPPORTUNITY TO INCREASE EFFICIENCY OF FUTURE ACQUISITIONS. WE IDENTIFIED 0.9 MILLION HA OF CURRENTLY UNPROTECTED PRIORITY GRASSLAND IN THE REGION WITH GREATER THAN EXPECTED CONVERSION RISK AND SMALLER THAN EXPECTED PROTECTION COST. WE SUGGEST THAT FUTURE GRASSLAND EASEMENT ACQUISITION BE REFOCUSED ON THIS REFINED PRIORITY AREA AND THAT AN ADAPTIVE APPROACH TO FUTURE EASEMENT ACQUISITION (INCLUDING TARGETED ACQUISITIONS, DIRECTED MONITORING, AND DATA-BASED DECISIONS) PROVIDES A LOGICAL FRAMEWORK FOR IMPLEMENTATION OF THIS NEW STRATEGY AND WILL FACILITATE CONTINUED CONSERVATION SUCCESS."
100,"Darren","not vetted",NA,"not vetted",100,"COX W;SCHWARZER A;TORNWALL B",2019,"POSTFLEDGING SURVIVAL OF THE WORTHINGTONS MARSH WREN CISTOTHORUS PALUSTRIS GRISEUS","AVIAN CONSERVATION AND ECOLOGY","14",NA,NA,"10.5751/ACE-01472-140219","THE POSTFLEDGING PERIOD OF A PASSERINE BIRD'S LIFE IS INCREASINGLY RECOGNIZED AS AN UNDERSTUDIED COMPONENT OF SONGBIRD CONSERVATION, BECAUSE THE HABITAT NEEDS OF FLEDGLINGS CAN DIFFER FROM NESTING ADULTS AND SURVIVORSHIP DURING THIS PERIOD CAN SUBSTANTIALLY AFFECT POPULATION GROWTH RATES. WE STUDIED POSTFLEDGING SURVIVAL OF THE WORTHINGTON'S MARSH WREN (CISTOTHORUS PALUSTRIS GRISEUS), A STATE-LISTED SALT MARSH SONGBIRD SUBSPECIES IN NORTHEASTERN FLORIDA, USA, DURING 2016-2017. POSTFLEDGING SURVIVAL WAS LOW DURING THE FIRST 21 D FOLLOWING FLEDGING FOR THE COHORT OF TRACKED BIRDS (0.10; 95\% CONFIDENCE INTERVAL: 0.01, 0.37). THE TOP A PRIORI MODEL INDICATED THAT HEAVIER BIRDS AT THE TIME OF TAGGING EXHIBITED GREATER SURVIVAL THAN LIGHTER BIRDS, AND BIRDS FROM LARGER BROODS HAD GREATER SURVIVAL THAN BIRDS FROM SMALLER BROODS. OTHER COVARIATES NOT IN THE TOP MODEL THAT ALSO INFLUENCED SURVIVAL INCLUDED THE AMOUNT OF TALL-FORM SMOOTH CORDGRASS (SPARTINA ALTERNIFLORA) WITHIN THE NATAL PATCH, WHICH POSITIVELY INFLUENCED SURVIVAL, AND THE AMOUNT OF BLACK NEEDLERUSH (JUNCUS ROEMERIANUS) WITHIN THE NATAL PATCH, WHICH NEGATIVELY AFFECTED SURVIVAL. THE LOW RATES OF POSTFLEDGING SURVIVAL COMBINED WITH LOW RATES OF NEST SURVIVAL REPORTED ELSEWHERE INDICATE THAT WORTHINGTON'S MARSH WRENS IN NORTHEASTERN FLORIDA REQUIRE CONTINUED PROTECTION AND WARRANT FURTHER RESEARCH INTO MANAGEMENT AND RESTORATION ACTIVITIES THAT WILL IMPROVE THEIR HABITAT."
101,"Darren","not vetted",NA,"not vetted",101,"DUDA M",2016,"THE EFFICIENCY OF LANDSCAPE MANAGEMENT ON SELECTED THERMOPHILOUS LAND SNAILS A SMALLSCALE CASE REPORT FROM THE VINEYARD AREA IN NORTHERN VIENNA","ECO MONT-JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH","8","22-32","22-32","10.1553/eco.mont-8-2s22","DIRECT IMPLICATIONS OF LANDSCAPE MANAGEMENT MEASURES, SUCH AS CLEARING AND GRUBBING, ON SNAILS ARE ONLY SPARSELY PUBLISHED. THUS THE IMPACT OF MANAGEMENT ON TWO XEROTHERMOPHILOUS TERRESTRIAL GASTROPOD SPECIES, ZEBRINA DETRITA AND CAUCASOTACHEA VINDOBONENSIS, AND ON LAND SNAILS IN GENERAL, WAS EVALUATED IN THE VINEYARD AREA OF NORTHERN VIENNA. THIS AREA BELONGS TO THE BUFFER ZONE OF UNESCO WIENERWALD BIOSPHERE RESERVE IN AUSTRIA. A TOTAL OF 18 SITES WERE INVESTIGATED, INCLUDING VINEYARD EMBANKMENTS AND DRY MEADOWS WITH DIFFERENT INTENSITY LEVELS OF CLEARING AND GRUBBING IN RECENT YEARS. OCCURRENCE OF BOTH TARGET SPECIES AND THEIR ABILITY TO RECOLONIZE NEWLY CREATED HABITATS WERE ASSESSED. SNAILS ARE ABLE TO COLONIZE NEW AREAS IN DIRECT VICINITY OF EXISTING POPULATIONS THAT ARE ABOVE DETECTION LEVEL. ONLY ANNUALLY REPEATED CLEARING OF MEADOWS AND EMBANKMENTS WITH ORIGINALLY STRONG SHRUB COVERAGE RESULTED IN A VISIBLE EFFECT. CONTINUOUS CLEARING EFFORTS OVER 10 YEARS WERE ASSOCIATED WITH A DENSE POPULATION OF Z. DETRITA ON A FORMERLY UNSUITED BUSH-COVERED MEADOW. IN CONTRAST, VINEYARD EMBANKMENTS THAT WERE CUT FREE JUST ONCE WITHIN TWO YEARS BEFORE THE STUDY HARBOURED ONLY A FEW SPECIMENS OF Z. DETRITA. ALSO THE FORMER OCCURRENCE OF EMPTY SHELLS OF GRASSLAND SPECIES SHOULD BE TAKEN INTO CONSIDERATION WHEN PLANNING LANDSCAPE MANAGEMENT, BECAUSE THEY CAN PROVIDE INFORMATION ON THE POTENTIAL SUCCESS OF RESTORING OPEN GRASSLAND."
102,"Darren","not vetted",NA,"not vetted",102,"ZHENG Z;ZHUANG Y;CHEN H;GE R;LI Y;LIU G",2022,"SEASONALITY SHAPES COMMUNITY STRUCTURE AND FUNCTIONAL GROUP DYNAMICS OF ZOOPLANKTON IN CHANGJIANG RIVER ESTUARY AND ITS ADJACENT WATERS","DIVERSITY AND DISTRIBUTIONS","28","2152-2170","2152-2170","10.1111/ddi.13615","AIM: FUNCTIONAL TRAIT-BASED APPROACH LINKS THE ZOOPLANKTON COMMUNITY TO THE MARINE ECOSYSTEM FUNCTIONING. IT PROVIDES A COMPREHENSIVE INSIGHT INTO THE DIVERSITY OF ZOOPLANKTON ECOLOGICAL STRATEGIES BUT HAS RARELY BEEN USED TO CHARACTERIZE THE ZOOPLANKTON COMMUNITY IN ESTUARINE ECOSYSTEM. HERE, WE INVESTIGATED THE SEASONALITY OF MESOZOOPLANKTON FUNCTIONAL STRUCTURE WITH RESPECT TO ENVIRONMENTAL CHANGES IN CHANGJIANG RIVER ESTUARY (CRE) AND ITS ADJACENT WATERS. LOCATION: CHANGJIANG RIVER ESTUARY AND ITS ADJACENT WATERS. METHODS: SAMPLES WERE COLLECTED IN THREE SEASONS OF 2019. MORPHOLOGICALLY IDENTIFIED SPECIES WERE ASSIGNED FUNCTIONAL TRAITS INCLUDING BODY LENGTH, FEEDING STRATEGY, TROPHIC GROUP, REPRODUCTION MODE AND HABITAT TYPE, AND CLUSTERED INTO FUNCTIONAL GROUPS. TAXONOMIC AND FUNCTIONAL DIVERSITY INDICES WERE CALCULATED. THE RELATIVE IMPORTANCE OF THE ENVIRONMENTAL VARIABLES IN EXPLAINING THE SEASONALITY OF FUNCTIONAL STRUCTURES WAS ASSESSED. RESULTS: TEN FUNCTIONAL GROUPS WERE IDENTIFIED, AND FUNCTIONAL STRUCTURE SHOWED STRONG SEASONAL DYNAMICS. CURRENT- AND MIXED-FEEDING OMNIVORE-HERBIVORES WERE THE PREDOMINANT GROUP OVER SEASONS. THE CONTRIBUTION OF CARNIVOROUS, DETRITIVOROUS AND OMNIVOROUS GROUPS INCREASED FROM WINTER-SPRING TO AUTUMN. THE SEASONALITY OF ZOOPLANKTON FUNCTIONAL STRUCTURE WAS MAINLY EXPLAINED BY THE EFFECT OF TEMPERATURE, FLUVIAL DISCHARGE AND WARM CURRENT. LOW TEMPERATURE AND RIVERINE INPUT OF NUTRIENT IN WINTER-SPRING FAVOURED THE SMALL-SIZED HERBIVORES. SUBSEQUENTLY, THE RISING TEMPERATURE AND RUN-OFF IN SUMMER SHIFTED THE ZOOPLANKTON COMMUNITY TO LARGER HERBIVORES AND CARNIVORES. MODERATE TEMPERATURE AND RELATIVELY ENHANCED EFFECT OF WARM CURRENT PROMOTED THE PROLIFERATION OF CARNIVORES AND DETRITIVORES IN AUTUMN. FUNCTIONAL DIVERSITY ALSO VARIED OVER SEASONS. MAIN CONCLUSIONS: THE FUNCTIONAL DYNAMICS OF MESOZOOPLANKTON IN CRE ACROSS ESTUARINE GRADIENT AND SEASONALITY IS SHAPED BY THE SEASONAL VARIATION OF TEMPERATURE, FLUVIAL PULSE AND WARM CURRENT INTRUSION. OUR FINDINGS PAVE THE WAY FOR FURTHER UNDERSTANDING ESTUARINE BIODIVERSITY AND HAVE IMPLICATIONS IN CONSERVATION STRATEGIES."
