"STUDY_ID","REVIEWERS","INCLUDE","REVIEWERS","INCLUDE","STUDY_ID","AUTHORS","YEAR","TITLE","JOURNAL","VOLUME","LPAGES","UPAGES","DOI","ABSTRACT"
99,"noone","not vetted",NA,"not vetted",99,"WHITE A;MANLEY P;TARBILL G;RICHARDSON T;RUSSELL R;SAFFORD H;DOBROWSKI S",2016,"AVIAN COMMUNITY RESPONSES TO POSTFIRE FOREST STRUCTURE IMPLICATIONS FOR FIRE MANAGEMENT IN MIXED CONIFER FORESTS","ANIMAL CONSERVATION","19","256-264","256-264","10.1111/acv.12237","FIRE IS A NATURAL PROCESS AND THE DOMINANT DISTURBANCE SHAPING PLANT AND ANIMAL COMMUNITIES IN MANY CONIFEROUS FORESTS OF THE WESTERN US. GIVEN THAT FIRE SIZE AND SEVERITY ARE PREDICTED TO INCREASE IN THE FUTURE, IT HAS BECOME INCREASINGLY IMPORTANT TO UNDERSTAND HOW WILDLIFE RESPONDS TO FIRE AND POST-FIRE MANAGEMENT. THE ANGORA FIRE BURNED 1243 HECTARES OF MIXED CONIFER FOREST IN SOUTH LAKE TAHOE, CALIFORNIA. WE CONDUCTED AVIAN POINT COUNTS FOR THE FIRST 3 YEARS FOLLOWING THE FIRE IN BURNED AND UNBURNED AREAS TO INVESTIGATE WHICH HABITAT CHARACTERISTICS ARE MOST IMPORTANT FOR RE-ESTABLISHING OR MAINTAINING THE NATIVE AVIAN COMMUNITY IN POST-FIRE LANDSCAPES. WE USED A MULTI-SPECIES OCCURRENCE MODEL TO ESTIMATE HOW AVIAN SPECIES ARE INFLUENCED BY THE DENSITY OF LIVE AND DEAD TREES AND SHRUB COVER. WHILE ACCOUNTING FOR VARIATIONS IN THE DETECTABILITY OF SPECIES, OUR APPROACH ESTIMATED THE OCCURRENCE PROBABILITIES OF ALL SPECIES DETECTED INCLUDING THOSE THAT WERE RARE OR OBSERVED INFREQUENTLY. ALTHOUGH ALL SPECIES ENCOUNTERED IN THIS STUDY WERE DETECTED IN BURNED AREAS, SPECIES-SPECIFIC MODELING RESULTS PREDICTED THAT SOME SPECIES WERE STRONGLY ASSOCIATED WITH SPECIFIC POST-FIRE CONDITIONS, SUCH AS A HIGH DENSITY OF DEAD TREES, OPEN-CANOPY CONDITIONS OR HIGH LEVELS OF SHRUB COVER THAT OCCUR AT PARTICULAR BURN SEVERITIES OR AT A PARTICULAR TIME FOLLOWING FIRE. THESE RESULTS INDICATE THAT PRESCRIBED FIRE OR MANAGED WILDFIRE WHICH BURNS AT LOW TO MODERATE SEVERITY WITHOUT AT LEAST SOME HIGH-SEVERITY EFFECTS IS BOTH UNLIKELY TO RESULT IN THE SPECIES ASSEMBLAGES THAT ARE UNIQUE TO POST-FIRE AREAS OR TO PROVIDE HABITAT FOR BURN SPECIALISTS. ADDITIONALLY, THE PROBABILITY OF OCCURRENCE FOR MANY SPECIES WAS ASSOCIATED WITH HIGH LEVELS OF STANDING DEAD TREES INDICATING THAT INTENSIVE POST-FIRE HARVEST OF THESE STRUCTURES COULD NEGATIVELY IMPACT HABITAT OF A CONSIDERABLE PROPORTION OF THE AVIAN COMMUNITY."
101,"noone","not vetted",NA,"not vetted",101,"RUBIO C;MACIAS D;CAMINAS J;FERNANDEZ J",2016,"EFFECTS OF THE NORTH ATLANTIC OSCILLATION ON SPANISH CATCHES OF ALBACORE THUNNUS ALALUNGA AND YELLOWFIN TUNA THUNNUS ALBACARES IN THE NORTHEAST ATLANTIC OCEAN","ANIMAL BIODIVERSITY AND CONSERVATION","39","195-198","195-198","10.32800/abc.2016.39.0195","TUNA ARE HIGHLY MIGRATORY PELAGIC SPECIES (HMPS) WITH GREAT IMPORTANCE IN COMMERCIAL FISHING. SEVERAL AUTHORS HAVE HIGHLIGHTED THE EFFECT OF CLIMATIC OSCILLATIONS SUCH AS THE NAO (NORTH ATLANTIC OSCILLATION) ON HMPS. THIS PAPER ANALYZES THE EFFECTS OF THE NAO ON TWO HMPS: ALBACORE, THUNNUS ALALUNGA, AND YELLOWFIN TUNA, THUNNUS ALBACARES. FISHING DATA FROM THE SPANISH FLEET OPERATING IN THE NORTH ATLANTIC AREA WERE OBTAINED FROM THE INTERNATIONAL COMMISSION FOR THE CONSERVATION OF ATLANTIC TUNAS (ICCAT) DATABASE. THE RESULTS SHOW A POSITIVE CORRELATION BETWEEN THE NAO INDEX AND THE CATCH PER UNIT EFFORT (CPUE) FOR BOTH ALBACORE AND YELLOWFIN TUNA, DEPICTING A POTENTIAL EFFECT ON THEIR CAPTURABILITY."
102,"noone","not vetted",NA,"not vetted",102,"KOOIJMAN S;AUGUSTINE S",2022,"THE COMPARATIVE ENERGETICS OF THE CARNIVORANS AND PANGOLINS","CONSERVATION PHYSIOLOGY","10",NA,NA,"10.1093/conphys/coac052","THIS STUDY PRESENTS THE COMPARATIVE ENERGETICS OF PANGOLINS AND CARNIVORANS USING DATA FROM THE ADD-MY-PET COLLECTION. THE DATA COMPRISE TRAITS COMPUTED FROM DYNAMIC ENERGY BUDGET PARAMETERS. SELECTED DISTRIBUTIONS OF TRAITS SUCH AS WEIGHT AT KEY LIFE HISTORY STAGES, RESPIRATION AND REPRODUCTION ARE COMPARED ACROSS GROUPS AND DISCUSSED IN EVOLUTIONARY CONTEXT. PATTERNS IN ECO-PHYSIOLOGICAL TRAITS OF PANGOLINS AND CARNIVORANS ARE STUDIED, WHICH ARE FUNCTIONS OF UNDERLYING DYNAMIC ENERGY BUDGET PARAMETERS. THE DATA, PARAMETER VALUES AND TRAITS ARE ACCESSIBLE IN THE OPEN ACCESS ADD-MY-PET COLLECTION, WHICH CURRENTLY CONTAINS 7 OUT OF 8 SPECIES OF PANGOLINS AND 131 OF THE EXTANT 276 SPECIES OF CARNIVORANS AND 653 OF THE EXTANT 6400 SPECIES OF MAMMALS. PAUCITY OF DATA AND SPECIES NOT INCLUDED REFLECT THE ACTUAL STATE OF KNOWLEDGE: MANY SPECIES ARE ENDANGERED AND/OR LITTLE MEASURED DATA IS READILY AVAILABLE. ALTHOUGH MUSTELOIDS AND PINNIPEDS FORM THE CLADE MUSTELIDA, THEY APPEAR AT OPPOSITE ENDS OF THE CLASSICAL MULTIDIMENSIONAL SCALING DIAGRAM, USING 14 TRAITS ON ALL MAMMALS. YET, IN GENERAL, THE ENERGETIC PARAMETERS BEAR A STRONG TAXONOMIC SIGNAL. THE WEIGHT AT BIRTH IS PROPORTIONAL TO ULTIMATE WEIGHT: SMALL FOR CARNIVORANS AND PANGOLINS; EXTRA SMALL FOR BEARS; AND MUCH LARGER, BUT TYPICAL FOR MAMMALS, FOR THE PINNIPEDS AND SEA OTTERS. HOW RESPIRATION SCALES WITH SIZE IS TAXON-SPECIFIC, AND WE DISCUSS HOW THE BODY-SIZE SCALING OF RESERVE CAPACITY INTERFERES WITH THE WASTE-TO-HURRY PATTERN. DESPITE THEIR HIGH ALLOCATION TO SOMA, THE LIFE TIME CUMULATED MASS OF NEONATES OF PANGOLINS AND CARNIVORANS EQUALS THEIR OWN ULTIMATE WEIGHT; PINNIPEDS ALLOCATE MORE TO MATURATION AND REPRODUCTION. APPLYING MODELS TO SUPPORT CONSERVATION EFFORTS ENTAILS NEEDING REALISTIC PARAMETER VALUES. THIS STUDY CONTRIBUTES TO THE EMERGING FIELD OF ASSESSING THE REALISM OF PARAMETERS IN BIOLOGICAL AND EVOLUTIONARY CONTEXT."
104,"noone","not vetted",NA,"not vetted",104,"LAGO-BARCIA D;ANGEL F F;BRUSA F;ROJO I;DAMBORENEA C;NEGRETE L;GRANDE C;NORENA C",2019,"RECONSTRUCTING ROUTES OF INVASION OF OBAMA NUNGARA PLATYHELMINTHES TRICLADIDA IN THE IBERIAN PENINSULA","BIOLOGICAL INVASIONS","21","289-302","289-302","10.1007/s10530-018-1834-9","AMONG OTHER FACTORS, GLOBALIZATION HAS PROMOTED THE SPREAD OF ALIEN ORGANISMS, POSING A GREAT RISK TO EARTH'S BIODIVERSITY. LAND PLANARIANS OF THE FAMILY GEOPLANIDAE ESPECIALLY BENEFIT FROM HUMAN-MEDIATED TRANSPORT. MANY SPECIES BECOME ESTABLISHED IN NEW AREAS, WHERE THEY REPRESENT THREATS TO THE NATIVE SOIL FAUNA. OBAMA NUNGARA IS A SPECIES DESCRIBED FROM BRAZIL, BUT WITH MANY WELL-ESTABLISHED POPULATIONS IN EUROPE. IN THIS STUDY, SPECIMENS FROM ARGENTINA, BRAZIL, PORTUGAL AND SPAIN WERE MORPHOLOGICALLY AND MOLECULARLY STUDIED TO ESTABLISH THE POTENTIAL ORIGIN OF THE INVASIVE EVENTS WITHIN THE IBERIAN PENINSULA. ANALYSES OF THE MITOCHONDRIAL LINEAGES (HAPLOTYPE NETWORKS) OF THESE POPULATIONS REVEALED PREVIOUSLY UNKNOWN RELATIONSHIPS AND BIOGEOGRAPHICAL PATTERNS THAT SUGGEST AN ARGENTINE ORIGIN FOR THE IBERIAN POPULATIONS. FURTHERMORE, COMPARATIVE ANALYSIS OF ARGENTINE, IBERIAN AND BRAZILIAN POPULATIONS REVEALED THREE WELL-DEFINED AND DISTINCT O. NUNGARA CLADES. OUR FINDINGS SUGGEST TWO INDEPENDENT INTRODUCTIONS OF DIFFERENT POPULATIONS FROM ARGENTINA THAT GAVE RISE TO THE DIFFERENT IBERIAN POPULATIONS. THIS POPULATION DIVERSITY SUGGESTS HIDDEN BIODIVERSITY OF ALIEN LAND PLANARIANS IN INVADED AREAS AND THEIR INVASIVE AND ADAPTIVE POTENTIAL."
107,"noone","not vetted",NA,"not vetted",107,"FOSTER C;KELLY C;RAINEY G",2020,"EFFECTS OF URBANISATION AND LANDSCAPE HETEROGENEITY MEDIATED BY FEEDING GUILD AND BODY SIZE IN A COMMUNITY OF COPROPHILOUS BEETLES","URBAN ECOSYSTEMS","23","1063-1077","1063-1077","10.1007/s11252-020-00997-1","ALTHOUGH THE IMPACTS OF URBANISATION ON BIODIVERSITY ARE WELL STUDIED, THE PRECISE RESPONSE OF SOME INVERTEBRATE GROUPS REMAINS POORLY KNOWN. DUNG-ASSOCIATED BEETLES ARE LITTLE STUDIED IN AN URBAN CONTEXT, ESPECIALLY IN TEMPERATE REGIONS. WE CONSIDERED HOW LANDSCAPE HETEROGENEITY, ASSESSED AT THREE SPATIAL SCALES (250, 500 AND 1000 M RADIUS), MEDIATES THE COMMUNITY COMPOSITION OF COPROPHILOUS BEETLES ON A BROAD URBAN GRADIENT. BEETLES WERE SAMPLED USING SIMPLE DUNG-BAITED TRAPS, PLACED AT 48 SITES STRATIFIED ACROSS THREE DISTANCE BANDS AROUND A LARGE URBAN CENTRE IN ENGLAND. THE MOST URBAN SITES HOSTED THE LOWEST ABUNDANCE OF SAPROPHAGOUS BEETLES, WITH A LOWER MEAN BODY LENGTH RELATIVE TO THE LEAST URBAN SITES. PREDICTED OVERALL SPECIES RICHNESS AND THE RICHNESS OF SAPROPHAGOUS SPECIES WERE ALSO LOWEST AT THE MOST URBAN SITES. ORDINATION ANALYSES FOLLOWED BY VARIATION PARTITIONING REVEALED THAT LANDSCAPE HETEROGENEITY ACROSS THE URBAN GRADIENT EXPLAINED A SMALL BUT SIGNIFICANT PROPORTION OF COMMUNITY COMPOSITION. HETEROGENEITY DATA FOR A 500-M RADIUS AROUND EACH SITE PROVIDED THE BEST FIT WITH BEETLE COMMUNITY DATA. LARGER SAPROPHAGOUS SPECIES WERE ASSOCIATED WITH LOWER AMOUNTS OF MANMADE SURFACE AND IMPROVED GRASSLAND. SOME INDIVIDUAL SPECIES, PARTICULARLY PREDATORS, APPEARED TO BE POSITIVELY ASSOCIATED WITH URBAN OR URBAN FRINGE SITES. THIS STUDY IS PROBABLY THE FIRST TO EXAMINE THE RESPONSE OF THE WHOLE COPROPHILOUS BEETLE COMMUNITY TO URBANISATION. OUR RESULTS SUGGEST THAT THE RESPONSE OF THIS COMMUNITY TO URBANISATION MATCHES EXPECTATIONS BASED ON OTHER TAXONOMIC GROUPS, WHILST EMPHASISING THE COMPLEX NATURE OF THIS RESPONSE, WITH SOME SMALLER-BODIED SPECIES POTENTIALLY BENEFITTING FROM URBANISATION."
109,"noone","not vetted",NA,"not vetted",109,"ROMERO-CALDERON A;BOTELLO F;SANCHEZ-HERNANDEZ J;LOPEZ-VILLEGAS G;VAZQUEZ-CAMACHO V",2020,"SPECIES DIVERSITY OF MAMMALS AND BIRDS USING CAMERATRAPS IN A CLOUD FOREST IN A MEXICAN HOTSPOT","SOUTHWESTERN NATURALIST","65","28-33","28-33",NA,"THE CLOUD FORESTS COMPRISE HIGH LEVELS OF SPECIES RICHNESS AND ENDEMISM, AND ARE THE MOST THREATENED HABITAT IN MEXICO. THEY ARE LISTED AS PRIORITY REGIONS FOR CONSERVATION NATIONWIDE. HERE, WE ESTIMATED SPECIES RICHNESS AND RELATIVE ABUNDANCE OF BIRDS AND MAMMALS USING CAMERA-TRAPS IN A CLOUD FOREST LOCATED IN A BIODIVERSITY HOTSPOT OF MEXICO. FROM DECEMBER 2013 TO DECEMBER 2014, WE SAMPLED 538 INDEPENDENT RECORDS FROM 27 SPECIES, INCLUDING 11 SPECIES LISTED WITH SOME LEVEL OF THREAT. EXPECTED SPECIES RICHNESS, USING FIRST-ORDER JACKKNIFE ESTIMATOR, WAS 37.08 SPECIES DE - 2.86. WE REPORTED THE GREATEST NUMBER OF BIRDS AND MAMMALS OBSERVED IN CLOUD FORESTS USING CAMERA-TRAPS, AND A HIGH RELATIVE ABUNDANCE INDEX FOR SOME SPECIES. WE FOUND A SIGNIFICANT DIFFERENCE BETWEEN SPECIES COMPOSITION OBSERVED IN OUR STUDY AND OTHER STUDIES USING CAMERA-TRAPS IN MEXICO. WE OBSERVED A SIMILAR SPECIES COMPOSITION IN A NEARBY TROPICAL RAINFOREST HABITAT, SUGGESTING THAT THE RECORDED SPECIES ARE NOT RESTRICTED TO CLOUD FORESTS AND MOVE BETWEEN DIFFERENT HABITATS. THIS HIGHLIGHTS THE IMPORTANCE OF THIS REGION AS A CONNECTOR WITH ``LOS CHIMALAPAS,'' THE LARGEST AND NORTHERNMOST RAIN FOREST PATCH IN MEXICO."
111,"noone","not vetted",NA,"not vetted",111,"WOODS M;DIETSCH G;MCEWAN R",2022,"CALLERY PEAR INVASION IN PRAIRIE RESTORATIONS IS PREDICTED BY PROXIMITY TO FOREST EDGE NOT SPECIES RICHNESS","BIOLOGICAL INVASIONS","24","3555-3564","3555-3564","10.1007/s10530-022-02861-z","IN THE AMERICAN MIDWEST, GRASSLANDS ARE HIGHLY DIVERSE, ENDANGERED ECOSYSTEMS THAT REQUIRE CONSERVATION AND RESTORATION BECAUSE THEY FACE THE THREAT OF PLANT SPECIES INVASIONS. PYRUS CALLERYANA (DECNE.; ROSACEAE) IS A PARTICULARLY PROBLEMATIC INVASIVE TREE IN THESE ECOSYSTEMS AND RELATIVELY LITTLE IS KNOWN ABOUT THE FACTORS THAT DICTATE ITS SUCCESS. LANDSCAPE FEATURES REGULATE THE SPREAD OF SOME INVASIVE PLANTS AND MAY PLAY AN IMPORTANT ROLE IN DICTATING THE VULNERABILITY OF GRASSLANDS TO P. CALLERYANA INVASION. TOWARDS DEVELOPING A PREDICTIVE FRAMEWORK FOR GRASSLAND INVASION, WE PERFORMED A FINE-SCALE SPATIAL ASSESSMENT OF INVADED AND UNINVADED PRAIRIES TO DETERMINE IF LANDSCAPE CHARACTERISTICS INCLUDING PROXIMITY TO FOREST EDGE, ROADS OR RESIDENCES, PLANT COMMUNITIES OR SOIL CHARACTERISTICS COULD BE USED TO PREDICT P. CALLERYANA INVASION. WE FOUND INCREASED INVASION NEAR FOREST EDGES, LIKELY DUE TO BIRD DISPERSAL AND OPTIMAL FORAGING HABITATS. WITHIN INVADED PRAIRIES, P. CALLERYANA WAS PREVALENT WHERE THERE WAS LOWER GROUND COVER BY GRASSES AND FORBS AND WHERE THERE WAS LIMITED ORGANIC MATTER BUT INCREASED SOIL PHOSPHORUS, NITRATE AND MICRONUTRIENTS. THIS STUDY COULD NOT DETERMINE IF P. CALLERYANA CAUSED THESE CHANGES OR IF IT ESTABLISHED BECAUSE THESE PARAMETERS WERE FAVORABLE. OUR DATA ALSO INDICATED AN INTRIGUING RELATIONSHIP OF INCREASED SPECIES RICHNESS IN P. CALLERYANA INVADED SITES, POTENTIALLY BECAUSE UNINVADED SITES WERE CHARACTERIZED BY DOMINANT GRASSES THAT MAY REDUCE AVAILABLE NICHE SPACE. TAKEN TOGETHER, THIS WORK SUGGESTS THAT P. CALLERYANA ESTABLISHMENT DEPENDS ON THE RELATIVE PROPAGULE PRESSURE AND NICHE AVAILABILITY AND INDICATES POTENTIAL FOR DEVELOPING A PREDICTIVE FRAMEWORK FOR LANDSCAPE INVASION."
112,"noone","not vetted",NA,"not vetted",112,"MELLO B;VILELA J;SCHRAGO C",2018,"CONSERVATION PHYLOGENETICS AND COMPUTATIONAL SPECIES DELIMITATION OF NEOTROPICAL PRIMATES","BIOLOGICAL CONSERVATION","217","397-406","397-406","10.1016/j.biocon.2017.11.017","ACCURATE DEFINITION OF SPECIES BOUNDARIES PLAYS A CRUCIAL ROLE IN THE MANAGEMENT AND CONSERVATION OF BIOLOGICAL DIVERSITY. ALTHOUGH THE SCIENCE OF GENETICS HAS BEEN LARGELY USED TO UNVEIL CRYPTIC BIODIVERSITY, PHYLOGENETIC THEORY HAS NOT BEEN FULLY EXPLORED TO ADDRESS THIS ISSUE. RECENTLY, SINGLE-LOCUS APPROACHES TO DELIMIT EVOLUTIONARY SIGNIFICANT UNITS (ESUS) HAVE BEEN WIDELY USED IN SEVERAL GROUPS OF ORGANISMS, PRESENTING A VALUABLE TOOL TO TEST THE UNIQUENESS OF BIOLOGICAL CLADES. IN THIS CONTEXT, THIS STUDY AIMED TO TEST THE PERFORMANCE OF COALESCENT BASED DELIMITATION METHODS USING NEOTROPICAL PRIMATES, WHICH IS A LINEAGE THAT INCLUDES SEVERAL ENDANGERED SPECIES. THIS WAS ACHIEVED BY EVALUATING THE CONGRUENCE BETWEEN INFERRED ESUS AND THE NOMINAL SPECIES RECOGNIZED BY TAXONOMISTS BASED ON SINGLE-LOCUS DATA. THE RESULTS SUGGESTED THAT THE MOLECULAR MARKER THAT BEST REPLICATES STANDARD TAXONOMY IS THE COI GENE. GMYC PRESENTED THE BEST OVERALL PERFORMANCE AT PREVENTING LUMPING PROFILES, AND THE METHODOLOGICAL COMBINATION THAT LED TO THE LOWEST LUMPING FREQUENCY WAS THE ST-GMYC USING THE TIMESCALE INFERRED ON RELTIME. THE HIGHEST MATCHING FREQUENCIES WERE PRODUCED BY THE ST-GMYC BASED ON A BEAST TIMESCALE INFERRED WITH A YULE PRIOR FOR THE BRANCHING PROCESS. OVERALL, CSD APPROACHES PRODUCED HIGHER FREQUENCIES OF MACTCHES AND SPLITS THAN LUMPS. THE IMPLEMENTATION AUTOMATED THE DELIMITATION OF EVOLUTIONARY UNITS IN A CIRCULARITY-FREE SYSTEM, WHICH IS VALUABLE FOR DECISION-MAKING POLICIES, ENABLING THE REFINEMENT OF AN ENTIRELY TAXONOMY-BASED PROCEDURE. THE RESULTS ALSO HIGHLIGHTED THE IMPORTANCE OF PHYLOGENY-BASED ANALYSES FOR THE DISCIPLINE OF CONSERVATION. IMPORTANTLY, OUR CONCLUSIONS WERE BASED ON A NEOTROPICAL PRIMATES DATASET, WITH SEVERAL ENDANGERED SPECIES THAT INHABIT DEGRADED AREAS, WHICH HAS MADE THIS GLADE A FOCUS OF CONSERVATION POLICIES IN RECENT DECADES."
121,"noone","not vetted",NA,"not vetted",121,"PELICICE F;SIMOES V J;LIMA ;JUNIOR D;ORSI M;AGOSTINHO A",2014,"A SERIOUS NEW THREAT TO BRAZILIAN FRESHWATER ECOSYSTEMS THE NATURALIZATION OF NONNATIVE FISH BY DECREE","CONSERVATION LETTERS","7","55-60","55-60","10.1111/conl.12029","AS BRAZIL UNDERGOES RAPID ECONOMIC GROWTH, SHORT-SIGHTED POLITICAL DECISIONS CAN THREATEN BIOLOGICAL DIVERSITY AND ECOSYSTEM SERVICES. RECENTLY, THE BRAZILIAN CONGRESS PROPOSED A LAW TO ALLOW THE REARING OF NONNATIVE FISH IN AQUACULTURE CAGES IN ANY HYDROELECTRIC RESERVOIR OF THE COUNTRY. THIS INITIATIVE MAY NATURALIZE BY DECREE SOME OF THE WORST INVASIVE SPECIES IN THE WORLD (E.G., CARPS AND TILAPIAS) AS A MEANS OF DEVELOPING INLAND AQUACULTURE AND ECONOMY. THE SPREAD OF AQUACULTURE FACILITIES WILL CREATE OPPORTUNITIES FOR FISH INVASIONS TO OCCUR THROUGHOUT THE COUNTRY, WITH THE RISK OF DAMAGING NATIVE BIODIVERSITY, ECOSYSTEM SERVICES, AND ENVIRONMENTAL QUALITY ON A CONTINENTAL SCALE. THE PROPOSAL IGNORES ECOLOGICAL THEORY, HISTORICAL AND/OR EMPIRICAL DATA CONCERNING FISH INVASION, INCLUDING DISPERSAL, ESTABLISHMENT, PROPAGULE PRESSURE, INVASIVENESS AND INVASIBILITY, AND ALL THE NEGATIVE CONSEQUENCES THAT MAY FOLLOW THE INVASION AND ESTABLISHMENT OF NONNATIVE ORGANISMS. THIS SITUATION INSPIRES REFLECTION ABOUT THE FUTURE OF TROPICAL BIODIVERSITY WORLDWIDE, PARTICULARLY BECAUSE BRAZIL, LIKE MANY OTHER DEVELOPING COUNTRIES, POSSESSES A REMARKABLE DIVERSITY OF FISH AND OTHER FRESHWATER ORGANISMS YET HAS TAKEN SOME POLITICAL MEASURES THAT ARE IN CONFLICT WITH IMPORTANT CONSERVATION ISSUES."
124,"noone","not vetted",NA,"not vetted",124,"MOJICA E;ECCLESTON D;HARNESS R",2022,"IMPORTANCE OF POWER POLE SELECTION WHEN RETROFITTING FOR EAGLE COMPENSATORY MITIGATION","JOURNAL OF FISH AND WILDLIFE MANAGEMENT","13","286-294","286-294","10.3996/JFWM-21-045","IN THE UNITED STATES, THE BALD EAGLE HALIAEETUS LEUCOCEPHALUS AND GOLDEN EAGLE AQUILA CHRYSAETOS ARE MANAGED BY THE U.S. FISH AND WILDLIFE SERVICE TO ENSURE THE SPECIES ARE STABLE OR INCREASING WHILE ALLOWING FOR POTENTIALLY NEGATIVE EFFECTS FROM ANTHROPOGENIC SOURCES. COMPENSATORY MITIGATION, THROUGH RETROFITTING HIGH-RISK POWER POLES TO REDUCE ELECTROCUTIONS, CAN BE USED TO OFFSET NEGATIVE EFFECTS, ENABLING THE U.S. FISH AND WILDLIFE SERVICE TO ACHIEVE THEIR MANAGEMENT OBJECTIVES OF SPECIES STABILITY AND PERSISTENCE. REGULATORS, PERMIT HOLDERS, ELECTRIC UTILITIES, AND CONSULTANTS LACK AN OBJECTIVE AND REPEATABLE METHOD FOR DISCRIMINATING BETWEEN HIGH-RISK AND LOW-RISK POWER POLES. TO ILLUSTRATE THE IMPORTANCE OF ACCURATELY IDENTIFYING AND RETROFITTING HIGH-RISK POLES, WE COMPARE CONSERVATION BENEFITS AMONG THREE RETROFITTING PROJECT SCENARIOS: 1) HIGH-RISK POLES ONLY, 2) A CIRCUIT OF BOTH LOW- AND HIGH-RISK POLES, AND 3) LOW-RISK POLES ONLY. WE ASSERT THAT, IN THE ABSENCE OF A COMMON DEFINITION OF HIGH-RISK POWER POLES APPLIED UNIFORMLY ACROSS THE LANDSCAPE, MITIGATION APPROVED BY THE U.S. FISH AND WILDLIFE SERVICE COULD FALL SHORT OF ITS INTENDED VALUE AND BE UNABLE TO MEET MANAGEMENT OBJECTIVES. WE DEFINE HIGH-RISK POLES IN THE CONTEXT OF COMPENSATORY MITIGATION AS POLES IN HIGH-QUALITY BALD OR GOLDEN EAGLE HABITAT WITH A RELATIVE RISK INDEX > 0.40 BASED ON NUMBER OF PHASES, NUMBER OF JUMPER WIRES, AND PRESENCE OF POLE GROUNDING. WE ESTIMATE THAT THE CONSERVATION BENEFIT OF RETROFITTING A HIGH-RISK POLE IS AT LEAST 5.25 TIMES GREATER THAN THE BENEFIT OF RETROFITTING A LOW-RISK POLE. IN THE LONG-TERM, IF COMPENSATORY MITIGATION INTENDED TO ACHIEVE MANAGEMENT OBJECTIVES FALLS SHORT OF ITS ASSUMED CONSERVATION VALUE, THE U.S. FISH AND WILDLIFE SERVICE COULD BE FORCED TO LIMIT FUTURE PERMIT AUTHORIZATIONS UNTIL BALD OR GOLDEN EAGLES CAN RECOVER FROM INCORRECTLY CALCULATED CONSERVATION BENEFITS. TO AVOID THAT NEGATIVE OUTCOME, WE RECOMMEND THAT THE U.S. FISH AND WILDLIFE SERVICE SET CONSISTENT AND TRANSPARENT STANDARDS FOR IDENTIFYING POLES TO COUNT AS COMPENSATORY MITIGATION CREDIT USING OUR PROPOSED DEFINITION OF A HIGH-RISK POWER POLE."
126,"noone","not vetted",NA,"not vetted",126,"KELLY N;BURNESS G;MCDERMID J;WILSON C",2014,"ICE AGE FISH IN A WARMING WORLD MINIMAL VARIATION IN THERMAL ACCLIMATION CAPACITY AMONG LAKE TROUT SALVELINUS NAMAYCUSH POPULATIONS","CONSERVATION PHYSIOLOGY","2",NA,NA,"10.1093/conphys/cou025","IN THE FACE OF CLIMATE CHANGE, THE PERSISTENCE OF COLD-ADAPTED SPECIES WILL DEPEND ON THEIR ADAPTIVE CAPACITY FOR PHYSIOLOGICAL TRAITS WITHIN AND AMONG POPULATIONS. THE LAKE TROUT (SALVELINUS NAMAYCUSH) IS A COLD-ADAPTED SALMONID AND A RELICT FROM THE LAST ICE AGE THAT IS WELL SUITED AS A MODEL SPECIES FOR STUDYING THE PREDICTED EFFECTS OF CLIMATE CHANGE ON COLDWATER FISHES. WE INVESTIGATED THE THERMAL ACCLIMATION CAPACITY OF UPPER TEMPERATURE RESISTANCE AND METABOLISM OF LAKE TROUT FROM FOUR POPULATIONS ACROSS FOUR ACCLIMATION TEMPERATURES. INDIVIDUALS WERE REARED FROM EGG FERTILIZATION ONWARD IN A COMMON ENVIRONMENT AND, AT 2 YEARS OF AGE, WERE ACCLIMATED TO 8, 11, 15 OR 19 DEGREES C. ALTHOUGH ONE POPULATION HAD A SLIGHTLY HIGHER MAXIMAL METABOLIC RATE (MMR), HIGHER METABOLIC SCOPE FOR ACTIVITY AND FASTER METABOLIC RECOVERY ACROSS ALL TEMPERATURES, THERE WAS NO INTERPOPULATION VARIATION FOR CRITICAL THERMAL MAXIMUM (CTM) OR ROUTINE METABOLIC RATE (RMR) OR FOR THE THERMAL ACCLIMATION CAPACITY OF CTM, RMR, MMR OR METABOLIC SCOPE. ACROSS THE FOUR ACCLIMATION TEMPERATURES, THERE WAS A 3 DEGREES C MAXIMAL INCREASE IN CTM AND 3-FOLD INCREASE IN RMR FOR ALL POPULATIONS. ABOVE 15 DEGREES C, A DECLINE IN MMR AND INCREASE IN RMR RESULTED IN SHARPLY REDUCED METABOLIC SCOPE FOR ALL POPULATIONS ACCLIMATED AT 19 DEGREES C. TOGETHER, THESE DATA SUGGEST THERE IS LIMITED VARIATION AMONG LAKE TROUT POPULATIONS IN THERMAL PHYSIOLOGY OR CAPACITY FOR THERMAL ACCLIMATIZATION, AND THAT CLIMATE CHANGE MAY IMPACT LAKE TROUT POPULATIONS IN A SIMILAR MANNER ACROSS A WIDE GEOGRAPHICAL RANGE. UNDERSTANDING THE EFFECT OF ELEVATED TEMPERATURES ON THE THERMAL PHYSIOLOGY OF THIS ECONOMICALLY AND ECOLOGICALLY IMPORTANT COLD-ADAPTED SPECIES WILL HELP INFORM MANAGEMENT AND CONSERVATION STRATEGIES FOR THE LONG-TERM SUSTAINABILITY OF LAKE TROUT POPULATIONS."
